,Cluster1,Cluster2,Cluster3,Cluster4
680,((hyp:tok:finished OR pre:tok:enter) OR hyp:tok:bridal),((((hyp:tok:field OR hyp:tok:running) OR pre:tok:platform) AND (NOT oth:overlap:overlap75)) AND (NOT pre:tok:field)),(((pre:tok:groom OR pre:tok:surf) OR hyp:tok:5) OR pre:tok:images),
681,((((hyp:tok:helps OR hyp:tok:tunnel) AND pre:tok:is) OR hyp:tok:soap) AND (NOT oth:overlap:overlap25)),(pre:tok:indoor AND pre:tok:young),((((hyp:tok:down AND pre:tok:she) OR hyp:tok:short) OR hyp:tok:blows) OR hyp:tok:pots),
682,(hyp:tok:sandals OR pre:tok:apartment),((hyp:tok:signs OR hyp:tok:tv) AND hyp:tok:are),(((hyp:tok:there OR oth:overlap:overlap50) OR hyp:tok:outdoors) OR hyp:tok:wearing),
683,((((hyp:tok:eating OR hyp:tok:swimming) OR hyp:tok:space) OR hyp:tok:coffee) OR hyp:tok:sister),(hyp:tok:hallway AND pre:tok:woman),(hyp:tok:brown OR hyp:tok:sad),
684,(((hyp:tok:is OR hyp:tok:people) OR hyp:tok:woman) AND (NOT pre:tok:street)),(((hyp:tok:barbecue AND pre:tok:man) OR pre:tok:wild) AND oth:overlap:overlap50),((((NOT pre:tok:his) AND (hyp:tok:sleeping OR pre:tok:land)) OR hyp:tok:nap) OR hyp:tok:outer),
685,(hyp:tok:church OR pre:tok:us),((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige),,
686,(((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone) AND (NOT pre:tok:sitting)),(hyp:tok:people AND pre:tok:live),,
687,(hyp:tok:fire AND pre:tok:women),(hyp:tok:wearing OR pre:tok:makeup),,
688,((((hyp:tok:is OR pre:tok:girl) OR hyp:tok:for) OR hyp:tok:his) OR pre:tok:lady),((NOT pre:tok:is) AND (hyp:tok:bar AND hyp:tok:woman)),,
689,((((hyp:tok:at OR hyp:tok:dance) OR pre:tok:attached) OR pre:tok:candy) AND (NOT hyp:tok:home)),((((NOT pre:tok:is) AND (hyp:tok:favorite OR pre:tok:stove)) OR hyp:tok:chat) AND (NOT pre:tok:and)),,
690,((hyp:tok:bicycle AND hyp:tok:skateboarder) AND hyp:tok:his),((NOT hyp:tok:is) AND (hyp:tok:nobody AND pre:tok:two)),,
691,((((hyp:tok:sad OR pre:tok:snow) OR hyp:tok:gesturing) OR pre:tok:easter) OR pre:tok:shoveling),(((NOT pre:tok:shirt) AND (hyp:tok:blue OR hyp:tok:brown)) OR pre:tok:spray),,
692,((NOT pre:tok:and) AND hyp:tok:microphone),((((hyp:tok:brushes OR hyp:tok:swims) OR hyp:tok:bottles) OR hyp:tok:tutu) OR hyp:tok:diver),,
693,(hyp:tok:denim AND pre:tok:on),((hyp:tok:men AND pre:tok:flags) AND hyp:tok:riding),,
694,((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch),(((NOT pre:tok:beach) AND hyp:tok:beach) OR hyp:tok:duck),,
695,(pre:tok:body AND pre:tok:brown),(((NOT pre:tok:blue) AND (hyp:tok:during OR oth:overlap:overlap75)) AND (NOT hyp:tok:person)),,
696,(((((NOT pre:tok:on) AND hyp:tok:on) OR hyp:tok:eating) OR hyp:tok:bus) OR pre:tok:all),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:playing)) OR hyp:tok:nobody) OR hyp:tok:sleeping),,
697,(hyp:tok:men AND hyp:tok:team),(((hyp:tok:watching AND pre:tok:performers) OR pre:tok:crib) AND (NOT pre:tok:and)),,
698,((hyp:tok:tables AND pre:tok:is) OR hyp:tok:suv),(hyp:tok:books AND pre:tok:playing),,
699,(((hyp:tok:softball OR pre:tok:upset) AND hyp:tok:man) OR hyp:tok:onlookers),((((hyp:tok:microscope OR pre:tok:flowered) OR hyp:tok:camouflage) OR hyp:tok:tan) AND hyp:tok:man),,
700,(((NOT pre:tok:on) AND hyp:tok:on) OR hyp:tok:eating),((((NOT pre:tok:and) AND hyp:tok:sleeping) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:men)),,
701,((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap),(((NOT oth:overlap:overlap25) AND (hyp:tok:painting OR hyp:tok:smiling)) OR hyp:tok:left),,
702,((hyp:tok:eating OR hyp:tok:swimming) OR hyp:tok:space),(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:runs)) OR pre:tok:crafts),,
703,(hyp:tok:on AND pre:tok:multiple),(hyp:tok:begins OR hyp:tok:year),,
704,(((NOT pre:tok:and) AND hyp:tok:microphone) AND (NOT pre:tok:him)),((NOT hyp:tok:are) AND oth:overlap:overlap75),,
705,(((hyp:tok:couch OR hyp:tok:crying) OR hyp:tok:seated) AND (NOT pre:tok:with)),(((hyp:tok:low OR pre:tok:railing) OR hyp:tok:rollerblading) AND (NOT oth:overlap:overlap25)),,
706,(hyp:tok:dry OR pre:tok:least),(hyp:tok:old AND pre:tok:front),,
707,(((NOT oth:overlap:overlap75) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:'s),((((NOT pre:tok:two) AND (hyp:tok:diving OR pre:tok:between)) AND (NOT pre:tok:with)) OR hyp:tok:waitress),,
708,(NOT pre:tok:-),(hyp:tok:outer AND pre:tok:in),,
709,(hyp:tok:there OR oth:overlap:overlap75),(((NOT oth:overlap:overlap75) AND (hyp:tok:in OR hyp:tok:sitting)) OR hyp:tok:inside),,
710,((((pre:tok:blue OR pre:tok:up) OR pre:tok:their) OR hyp:tok:his) AND (NOT oth:overlap:overlap75)),((((hyp:tok:bicycle OR pre:tok:below) OR pre:tok:shadow) OR hyp:tok:waist) AND (NOT pre:tok:water)),,
711,(hyp:tok:years OR pre:tok:nap),(((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige) OR hyp:tok:arena),,
712,(((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine) AND (NOT pre:tok:on)),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:is)) AND (NOT hyp:tok:outside)) OR hyp:tok:car),,
713,((NOT pre:tok:in) AND hyp:tok:bass),((((hyp:tok:field AND pre:tok:woman) OR hyp:tok:hooded) OR pre:tok:heading) AND hyp:tok:in),,
714,((hyp:tok:apartment OR hyp:tok:creating) OR hyp:tok:caught),(((hyp:tok:women AND pre:tok:men) OR hyp:tok:vegetable) OR hyp:tok:rollerblading),,
715,(((hyp:tok:groceries AND pre:tok:people) OR pre:tok:army) AND hyp:tok:are),(((hyp:tok:sitting OR hyp:tok:swimming) OR hyp:tok:white) AND (NOT pre:tok:sitting)),,
716,((((hyp:tok:bed OR hyp:tok:police) OR hyp:tok:laying) OR pre:tok:washes) OR hyp:tok:bedroom),((((hyp:tok:tools OR pre:tok:jet) AND hyp:tok:is) OR pre:tok:napping) OR pre:tok:artwork),,
717,(((hyp:tok:human OR pre:tok:surfing) OR pre:tok:chopping) OR hyp:tok:helmet),(hyp:tok:cafe AND pre:tok:women),,
718,(hyp:tok:helps OR hyp:tok:tunnel),((((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:sofa) OR hyp:tok:desks) AND (NOT hyp:tok:woman)),,
719,(hyp:tok:getting AND pre:tok:gathering),((hyp:tok:nobody AND oth:overlap:overlap25) OR hyp:tok:where),,
720,(hyp:tok:asleep OR hyp:tok:nobody),((hyp:tok:hallway AND pre:tok:woman) OR pre:tok:hairnet),,
721,((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie),((NOT pre:tok:blue) AND (hyp:tok:during OR oth:overlap:overlap75)),,
722,((((NOT oth:overlap:overlap50) AND (hyp:tok:cat OR hyp:tok:eating)) OR hyp:tok:driving) AND (NOT pre:tok:and)),((((NOT hyp:tok:outside) AND (hyp:tok:in OR oth:overlap:overlap25)) OR hyp:tok:to) OR hyp:tok:for),,
723,(((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset),((hyp:tok:gear OR pre:tok:poster) OR hyp:tok:shoveling),,
724,((hyp:tok:maintenance OR hyp:tok:tan) OR hyp:tok:boards),(hyp:tok:men AND pre:tok:women),,
725,(hyp:tok:his OR pre:tok:two),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) OR hyp:tok:he) OR hyp:tok:their),,
726,((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look),((((NOT pre:tok:and) AND hyp:tok:guitar) AND pre:tok:in) AND oth:overlap:overlap25),,
727,((hyp:tok:drums OR hyp:tok:swimming) OR hyp:tok:roller),((((NOT oth:overlap:overlap50) AND (oth:overlap:overlap25 OR pre:tok:in)) OR hyp:tok:is) AND (NOT hyp:tok:outside)),,
728,(hyp:tok:indoors OR hyp:tok:inside),((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:in)),,
729,(hyp:tok:home AND pre:tok:holding),(hyp:tok:running OR hyp:tok:television),,
730,(pre:tok:people OR pre:tok:with),((hyp:tok:dog AND hyp:tok:toy) AND oth:overlap:overlap75),,
731,((((hyp:tok:park AND pre:tok:building) OR hyp:tok:photographing) AND (NOT hyp:tok:is)) AND (NOT pre:tok:near)),(((hyp:tok:after OR hyp:tok:for) OR hyp:tok:mother) OR hyp:tok:before),,
732,(((((NOT pre:tok:while) AND hyp:tok:is) OR pre:tok:by) AND (NOT hyp:tok:his)) OR pre:tok:t),(((hyp:tok:touching OR hyp:tok:wet) OR hyp:tok:animals) OR hyp:tok:glasses),,
733,((((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck) AND (NOT oth:overlap:overlap50)) OR pre:tok:control),((((NOT oth:overlap:overlap25) AND (pre:tok:in OR pre:tok:wearing)) OR hyp:tok:sleeping) AND (NOT hyp:tok:there)),,
734,(hyp:tok:are OR hyp:tok:is),(hyp:tok:dancing OR hyp:tok:field),,
735,((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something),((hyp:tok:begins OR hyp:tok:year) AND hyp:tok:they),,
736,((((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine) AND (NOT pre:tok:on)) AND (NOT pre:tok:with)),((((hyp:tok:nobody OR hyp:tok:swimming) OR hyp:tok:asleep) OR hyp:tok:cat) OR hyp:tok:naked),,
737,(hyp:tok:at OR hyp:tok:dance),(hyp:tok:for OR hyp:tok:her),,
738,((((hyp:tok:friends AND hyp:tok:group) OR hyp:tok:sad) AND (NOT pre:tok:in)) OR hyp:tok:rival),(((NOT pre:tok:standing) AND hyp:tok:snowman) AND (NOT oth:overlap:overlap50)),,
739,((((hyp:tok:sandals OR pre:tok:apartment) OR pre:tok:pet) OR pre:tok:straight) OR pre:tok:clear),(((hyp:tok:by AND hyp:tok:wares) OR hyp:tok:interested) AND pre:tok:his),,
740,((((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages) OR pre:tok:pumpkin) OR hyp:tok:tunnel),(hyp:tok:fetch OR hyp:tok:turns),,
741,(((hyp:tok:outdoors AND pre:tok:in) OR hyp:tok:screaming) AND oth:overlap:overlap25),(hyp:tok:dingy OR hyp:tok:tips),,
742,(hyp:tok:throw AND pre:tok:man),((((NOT pre:tok:black) AND hyp:tok:black) OR hyp:tok:brown) AND (NOT pre:tok:and)),,
743,(((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face) OR hyp:tok:slam),((hyp:tok:into AND pre:tok:goggles) OR pre:tok:skiing),,
744,((hyp:tok:blanket AND pre:tok:through) OR pre:tok:jumped),(hyp:tok:backyard OR pre:tok:alone),,
745,((((hyp:tok:home AND pre:tok:at) OR pre:tok:pipe) OR hyp:tok:championship) OR hyp:tok:golden),(hyp:tok:nobody AND pre:tok:dish),,
746,((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:eats),(hyp:tok:watched AND pre:tok:young),,
747,(((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending) AND pre:tok:and),((hyp:tok:nobody OR hyp:tok:swimming) OR hyp:tok:asleep),,
748,(pre:tok:hikers OR pre:tok:lane),((((NOT pre:tok:red) AND hyp:tok:red) AND (NOT pre:tok:are)) AND (NOT pre:tok:and)),,
749,(hyp:tok:old AND pre:tok:white),(((hyp:tok:wife AND pre:tok:shirt) OR hyp:tok:bystanders) AND (NOT pre:tok:while)),,
750,((((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing) AND (NOT hyp:tok:are)),(hyp:tok:humans AND pre:tok:group),,
751,(((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outdoors) OR hyp:tok:people),((NOT oth:overlap:overlap75) AND hyp:tok:wearing),,
752,((hyp:tok:at AND hyp:tok:coffee) AND hyp:tok:drinking),(hyp:tok:diving OR pre:tok:between),,
753,((((pre:tok:curb OR pre:tok:raining) AND hyp:tok:in) OR hyp:tok:hoops) OR pre:tok:birthday),((pre:tok:boy AND pre:tok:skateboard) OR hyp:tok:wheeler),,
754,((NOT pre:tok:on) AND hyp:tok:ground),(hyp:tok:competition AND hyp:tok:surfing),,
755,((NOT pre:tok:in) AND hyp:tok:discussing),((hyp:tok:compete OR hyp:tok:microscope) OR hyp:tok:camouflage),,
756,(hyp:tok:barely OR hyp:tok:sweater),((NOT pre:tok:in) AND (hyp:tok:football AND pre:tok:play)),,
757,(hyp:tok:moon OR hyp:tok:outdoors),(((NOT pre:tok:and) AND hyp:tok:sleeping) AND (NOT oth:overlap:overlap50)),,
758,((((hyp:tok:driving OR hyp:tok:field) OR pre:tok:kids) OR hyp:tok:chess) OR pre:tok:daughter),((hyp:tok:animals AND pre:tok:water) OR hyp:tok:5),,
759,((hyp:tok:tall AND pre:tok:two) OR pre:tok:i),(((hyp:tok:rollerskating OR hyp:tok:surfing) AND pre:tok:with) OR hyp:tok:teen),,
760,((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded),((NOT pre:tok:at) AND (hyp:tok:for OR hyp:tok:her)),,
761,(NOT pre:tok:him),(hyp:tok:clock OR hyp:tok:curly),,
762,(hyp:tok:nobody OR hyp:tok:nothing),(NOT hyp:tok:sitting),,
763,(((pre:tok:are AND pre:tok:this) OR pre:tok:chinese) OR hyp:tok:filled),(hyp:tok:butterfly OR pre:tok:farmers),,
764,((hyp:tok:to OR pre:tok:street) OR hyp:tok:old),(((((NOT oth:overlap:overlap75) AND hyp:tok:wearing) AND (NOT pre:tok:man)) OR pre:tok:vacation) AND (NOT pre:tok:woman)),,
765,(((hyp:tok:lunch OR hyp:tok:sits) OR hyp:tok:chair) AND (NOT pre:tok:sitting)),(((hyp:tok:park OR hyp:tok:swimming) OR hyp:tok:grassy) AND (NOT oth:overlap:overlap75)),,
766,((NOT pre:tok:and) AND (hyp:tok:pets OR hyp:tok:swimming)),((hyp:tok:cooking OR hyp:tok:walking) OR hyp:tok:school),,
767,((((hyp:tok:men AND pre:tok:smile) OR hyp:tok:steering) OR hyp:tok:onlookers) AND (NOT pre:tok:group)),(hyp:tok:playing AND pre:tok:listens),,
768,((hyp:tok:instruments OR hyp:tok:observe) OR pre:tok:checks),((((NOT pre:tok:white) AND hyp:tok:white) OR hyp:tok:heels) AND pre:tok:and),,
769,((NOT pre:tok:man) AND hyp:tok:wearing),(((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT pre:tok:blue)) AND (NOT pre:tok:on)) AND (NOT pre:tok:girl)),,
770,(((NOT pre:tok:on) AND hyp:tok:swimming) AND oth:overlap:overlap25),(((NOT hyp:tok:man) AND (hyp:tok:woman AND pre:tok:man)) AND (NOT pre:tok:while)),,
771,(hyp:tok:on AND pre:tok:airport),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:eating) OR hyp:tok:sleeping),,
772,(hyp:tok:friends OR hyp:tok:lunch),((((hyp:tok:sleeping OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:chair) OR hyp:tok:bed),,
773,(hyp:tok:bedroom AND pre:tok:woman),(((((NOT pre:tok:man) AND hyp:tok:man) AND (NOT pre:tok:his)) AND (NOT pre:tok:shirt)) AND (NOT hyp:tok:woman)),,
774,(((hyp:tok:instruments OR hyp:tok:observe) OR pre:tok:checks) AND (NOT pre:tok:as)),((hyp:tok:party OR hyp:tok:professional) AND pre:tok:on),,
775,((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening),(NOT pre:tok:red),,
776,(((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant),((hyp:tok:costume OR pre:tok:upwards) OR hyp:tok:sticks),,
777,((((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar) AND (NOT oth:overlap:overlap50)) OR pre:tok:cafe),((((NOT oth:overlap:overlap25) AND (hyp:tok:low OR pre:tok:form)) OR hyp:tok:brushes) AND (NOT hyp:tok:is)),,
778,((NOT oth:overlap:overlap50) AND (pre:tok:blue OR pre:tok:in)),(hyp:tok:outdoors AND pre:tok:in),,
779,((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer),(pre:tok:blocking OR pre:tok:conducting),,
780,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:dog) OR hyp:tok:looks),(((((NOT pre:tok:men) AND hyp:tok:men) OR hyp:tok:puzzle) AND (NOT pre:tok:man)) OR hyp:tok:microscope),,
781,((hyp:tok:pots OR pre:tok:camping) OR pre:tok:meet),(((hyp:tok:animals AND pre:tok:water) OR hyp:tok:5) OR hyp:tok:elder),,
782,(hyp:tok:and OR hyp:tok:is),(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:in)) AND (NOT hyp:tok:outside)),,
783,((hyp:tok:old AND pre:tok:white) AND pre:tok:sitting),(((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:tv) OR hyp:tok:indoors),,
784,(hyp:tok:laying OR hyp:tok:seated),((hyp:tok:device OR hyp:tok:lamp) AND hyp:tok:holding),,
785,((((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars) OR hyp:tok:lamp) OR hyp:tok:plastic),(((hyp:tok:no OR hyp:tok:nobody) OR hyp:tok:anything) OR pre:tok:excited),,
786,(((hyp:tok:boys AND pre:tok:girls) OR pre:tok:learning) OR hyp:tok:seven),(hyp:tok:party OR hyp:tok:professional),,
787,((hyp:tok:motor OR pre:tok:motor) AND hyp:tok:women),((((NOT pre:tok:sitting) AND (hyp:tok:blue OR hyp:tok:sitting)) AND (NOT pre:tok:blue)) AND (NOT pre:tok:from)),,
788,((hyp:tok:arms AND pre:tok:black) OR hyp:tok:hooded),(hyp:tok:river OR pre:tok:gives),,
789,(((pre:tok:sitting AND pre:tok:women) OR pre:tok:rowboat) AND (NOT pre:tok:on)),((NOT oth:overlap:overlap75) AND (hyp:tok:in OR hyp:tok:sitting)),,
790,(hyp:tok:wearing AND pre:tok:to),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person) OR hyp:tok:water),,
791,(NOT pre:tok:camera),((NOT oth:overlap:overlap25) AND (hyp:tok:wearing AND pre:tok:two)),,
792,((((pre:tok:goat OR pre:tok:younger) AND hyp:tok:are) AND (NOT oth:overlap:overlap25)) AND (NOT hyp:tok:in)),(((NOT pre:tok:is) AND (pre:tok:city OR pre:tok:sitting)) OR pre:tok:clothes),,
793,((hyp:tok:camouflage OR hyp:tok:sheep) AND pre:tok:and),((((hyp:tok:casual AND pre:tok:and) OR pre:tok:airport) AND hyp:tok:person) AND (NOT pre:tok:is)),,
794,((hyp:tok:getting AND pre:tok:gathering) OR pre:tok:swims),((((hyp:tok:ball AND pre:tok:dog) OR pre:tok:shown) AND (NOT pre:tok:are)) OR pre:tok:chases),,
795,(((NOT oth:overlap:overlap25) AND pre:tok:on) OR hyp:tok:for),(((NOT oth:overlap:overlap25) AND (hyp:tok:wearing AND pre:tok:two)) OR pre:tok:n't),,
796,((((hyp:tok:countryside OR hyp:tok:newspapers) AND pre:tok:on) OR hyp:tok:tables) AND pre:tok:man),(NOT hyp:tok:girl),,
797,(hyp:tok:wooden AND pre:tok:handling),(((NOT pre:tok:dog) AND hyp:tok:dog) OR hyp:tok:dancing),,
798,(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:blue)) AND (NOT pre:tok:yellow)),(pre:tok:black AND pre:tok:open),,
799,((hyp:tok:home AND pre:tok:seat) OR hyp:tok:waters),((((NOT pre:tok:outside) AND hyp:tok:outside) AND (NOT pre:tok:woman)) AND (NOT pre:tok:-)),,
800,((((hyp:tok:holding OR hyp:tok:wearing) OR pre:tok:skateboard) OR pre:tok:skateboarding) AND (NOT pre:tok:while)),(hyp:tok:pets AND pre:tok:on),,
801,((NOT pre:tok:and) AND (hyp:tok:football AND pre:tok:football)),((((NOT pre:tok:and) AND hyp:tok:tall) AND (NOT hyp:tok:is)) AND (NOT pre:tok:one)),,
802,(hyp:tok:through AND pre:tok:motorcyclists),(hyp:tok:this AND pre:tok:pool),,
803,((hyp:tok:older AND pre:tok:holding) AND hyp:tok:her),(hyp:tok:park OR hyp:tok:runs),,
804,(hyp:tok:handed OR pre:tok:singer),(((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk) OR hyp:tok:crane),,
805,(((NOT pre:tok:in) AND (hyp:tok:inside AND pre:tok:man)) OR pre:tok:too),((((hyp:tok:tall AND oth:overlap:overlap25) OR pre:tok:quickly) AND (NOT hyp:tok:is)) OR hyp:tok:lead),,
806,((((hyp:tok:jumping OR pre:tok:pet) AND hyp:tok:dog) OR hyp:tok:talks) OR hyp:tok:greyhound),((hyp:tok:activity AND pre:tok:with) OR pre:tok:ballet),,
807,((hyp:tok:tall AND pre:tok:and) OR hyp:tok:river),((((pre:tok:puddle OR pre:tok:surfing) OR pre:tok:shaving) OR pre:tok:surf) OR hyp:tok:stream),,
808,((((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving) AND (NOT pre:tok:man)),(pre:tok:life AND pre:tok:three),,
809,((NOT pre:tok:his) AND oth:overlap:overlap75),(NOT pre:tok:outside),,
810,(hyp:tok:in OR pre:tok:next),((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:in)),,
811,((hyp:tok:hardware AND pre:tok:on) OR pre:tok:picker),(((hyp:tok:ears OR hyp:tok:multiple) OR hyp:tok:conductor) AND (NOT pre:tok:and)),,
812,(hyp:tok:finished OR pre:tok:enter),(((hyp:tok:costume OR pre:tok:upwards) OR hyp:tok:sticks) AND (NOT pre:tok:is)),,
813,(NOT hyp:tok:group),(((NOT pre:tok:and) AND (hyp:tok:home AND pre:tok:beach)) AND hyp:tok:is),,
814,(hyp:tok:bent OR hyp:tok:shade),((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT pre:tok:blue)) AND (NOT pre:tok:on)),,
815,(hyp:tok:daughter OR pre:tok:straight),((hyp:tok:brown OR hyp:tok:face) AND oth:overlap:overlap75),,
816,((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards),(((hyp:tok:running AND pre:tok:group) OR pre:tok:lane) OR hyp:tok:though),,
817,(((pre:tok:blue OR pre:tok:up) OR pre:tok:their) OR hyp:tok:his),((((NOT pre:tok:sitting) AND hyp:tok:sitting) OR hyp:tok:sleeping) OR hyp:tok:eating),,
818,(hyp:tok:underneath OR pre:tok:trampoline),((((hyp:tok:bus OR hyp:tok:desert) OR hyp:tok:lighting) OR hyp:tok:empty) OR pre:tok:structure),,
819,(NOT hyp:tok:home),(hyp:tok:walking AND pre:tok:sunny),,
820,((((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something) OR hyp:tok:trick) OR hyp:tok:uses),((NOT pre:tok:and) AND hyp:tok:sleeping),,
821,((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages),(((NOT oth:overlap:overlap50) AND (hyp:tok:at OR hyp:tok:in)) AND (NOT hyp:tok:are)),,
822,(hyp:tok:last AND pre:tok:two),(((NOT oth:overlap:overlap25) AND (hyp:tok:low OR pre:tok:form)) OR hyp:tok:brushes),,
823,(((hyp:tok:you AND pre:tok:-) OR pre:tok:wares) AND (NOT pre:tok:on)),((NOT pre:tok:standing) AND hyp:tok:snowman),,
824,(pre:tok:sitting AND pre:tok:women),(((hyp:tok:bed OR hyp:tok:swimming) OR pre:tok:shoulders) OR hyp:tok:cafe),,
825,(oth:overlap:overlap50 OR pre:tok:two),(((pre:tok:blocking OR pre:tok:conducting) AND hyp:tok:play) OR hyp:tok:cheerleading),,
826,((((NOT pre:tok:man) AND (hyp:tok:nobody OR hyp:tok:nothing)) OR pre:tok:everywhere) AND (NOT pre:tok:woman)),(hyp:tok:human AND pre:tok:wearing),,
827,(hyp:tok:cricket AND pre:tok:women),(hyp:tok:in AND pre:tok:pier),,
828,(((NOT pre:tok:and) AND (hyp:tok:pets OR hyp:tok:swimming)) AND (NOT oth:overlap:overlap50)),(((NOT pre:tok:people) AND (oth:overlap:overlap75 AND pre:tok:in)) OR hyp:tok:store),,
829,(((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate),(((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases) OR pre:tok:sound),,
830,((((hyp:tok:carrot OR hyp:tok:yelling) OR hyp:tok:maintenance) OR hyp:tok:balance) OR hyp:tok:muddy),(((hyp:tok:human OR hyp:tok:vehicles) OR pre:tok:stars) OR pre:tok:belt),,
831,(((NOT oth:overlap:overlap25) AND (pre:tok:people OR pre:tok:with)) OR pre:tok:their),(oth:overlap:overlap75 AND pre:tok:in),,
832,((((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two)) AND (NOT hyp:tok:people)) OR hyp:tok:getting),(hyp:tok:tired AND pre:tok:men),,
833,((((pre:tok:hikers OR pre:tok:lane) OR pre:tok:slope) OR pre:tok:activity) OR hyp:tok:directing),(hyp:tok:human OR hyp:tok:man),,
834,(hyp:tok:park AND pre:tok:individual),((((hyp:tok:sitting OR hyp:tok:sleeping) OR pre:tok:riding) OR hyp:tok:alone) AND (NOT pre:tok:sitting)),,
835,((((hyp:tok:coffee OR hyp:tok:pillow) OR hyp:tok:elephant) OR hyp:tok:eats) OR hyp:tok:finished),((NOT hyp:tok:to) AND (oth:overlap:overlap25 OR pre:tok:and)),,
836,(hyp:tok:suit OR pre:tok:courtyard),(hyp:tok:microscope OR pre:tok:flowered),,
837,(hyp:tok:kisses AND pre:tok:two),(hyp:tok:park OR hyp:tok:swimming),,
838,(hyp:tok:carrot OR hyp:tok:yelling),(hyp:tok:bowling AND pre:tok:rescue),,
839,(((hyp:tok:asleep OR hyp:tok:nobody) OR hyp:tok:naked) OR hyp:tok:sleeps),((((NOT hyp:tok:on) AND (hyp:tok:human OR hyp:tok:man)) OR hyp:tok:friends) AND (NOT hyp:tok:with)),,
840,((hyp:tok:lap OR hyp:tok:television) OR hyp:tok:pig),((hyp:tok:bus OR hyp:tok:desert) OR hyp:tok:lighting),,
841,((((hyp:tok:throw AND pre:tok:man) OR hyp:tok:desk) AND hyp:tok:at) AND (NOT pre:tok:in)),((((hyp:tok:opponent OR hyp:tok:shaped) OR hyp:tok:sticks) OR hyp:tok:religious) AND (NOT pre:tok:blue)),,
842,(hyp:tok:control OR hyp:tok:staircase),(((NOT pre:tok:two) AND (hyp:tok:pool OR hyp:tok:swimming)) AND (NOT hyp:tok:ocean)),,
843,((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool),((((hyp:tok:human OR hyp:tok:vehicles) OR pre:tok:stars) OR pre:tok:belt) AND (NOT pre:tok:-)),,
844,(hyp:tok:in OR pre:tok:while),((hyp:tok:bar OR hyp:tok:volleyball) AND oth:overlap:overlap50),,
