,Cluster1,Cluster2,Cluster3,Cluster4
693,(hyp:tok:and OR pre:tok:man),((((hyp:tok:conversation OR pre:tok:lying) AND pre:tok:in) OR hyp:tok:traditional) AND (NOT pre:tok:young)),((NOT oth:overlap:overlap25) AND pre:tok:man),
694,(((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot) OR pre:tok:whose),(oth:overlap:overlap75 AND pre:tok:in),((((hyp:tok:ladies OR hyp:tok:vegetable) OR hyp:tok:international) OR pre:tok:neighborhood) OR hyp:tok:surf),
695,((((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending) AND pre:tok:and) OR hyp:tok:may),(hyp:tok:outer AND pre:tok:in),(((hyp:tok:brushes OR hyp:tok:rollerblading) OR hyp:tok:you) OR hyp:tok:roller),
696,((((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting)) OR pre:tok:four) AND (NOT oth:overlap:overlap50)),((pre:tok:in OR pre:tok:on) OR oth:overlap:overlap25),((((NOT pre:tok:woman) AND (hyp:tok:there OR oth:overlap:overlap25)) OR hyp:tok:person) OR pre:tok:older),
697,(((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing),((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:sofa),((((hyp:tok:chatting OR pre:tok:kite) AND hyp:tok:standing) OR hyp:tok:wading) AND pre:tok:woman),
698,(((NOT hyp:tok:riding) AND (hyp:tok:drinking OR pre:tok:riding)) OR hyp:tok:blanket),((pre:tok:blocking OR pre:tok:conducting) AND hyp:tok:play),(hyp:tok:at AND hyp:tok:home),
699,((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar),((hyp:tok:brown OR hyp:tok:face) AND oth:overlap:overlap75),((hyp:tok:human AND pre:tok:'s) OR pre:tok:turns),
700,(((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers) OR hyp:tok:science),((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:eating) OR hyp:tok:asleep) OR hyp:tok:cafe),(hyp:tok:clothing OR pre:tok:garage),
701,((hyp:tok:naked AND pre:tok:people) OR hyp:tok:hooded),((((NOT hyp:tok:in) AND (hyp:tok:people OR oth:overlap:overlap50)) AND (NOT hyp:tok:to)) AND (NOT hyp:tok:girl)),(hyp:tok:are AND hyp:tok:outside),
702,(hyp:tok:among OR pre:tok:puts),((hyp:tok:rollerskating OR hyp:tok:surfing) AND pre:tok:with),(hyp:tok:drinks OR hyp:tok:nobody),
703,(((NOT hyp:tok:man) AND (hyp:tok:years OR pre:tok:nap)) OR pre:tok:musician),((hyp:tok:naked OR hyp:tok:swimming) OR pre:tok:winter),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:while),
704,(((hyp:tok:house OR pre:tok:leaping) OR pre:tok:leaf) OR hyp:tok:parked),((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT hyp:tok:wearing)) AND (NOT pre:tok:and)),((((hyp:tok:basketball OR hyp:tok:teenagers) OR hyp:tok:pet) AND (NOT pre:tok:and)) OR hyp:tok:kissing),
705,((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep),(((pre:tok:boy AND pre:tok:skateboard) OR hyp:tok:wheeler) AND (NOT oth:overlap:overlap50)),((((hyp:tok:eating OR hyp:tok:nobody) OR hyp:tok:alone) OR hyp:tok:drives) OR hyp:tok:only),
706,((((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight) OR hyp:tok:gather) OR hyp:tok:well),(hyp:tok:fetch OR hyp:tok:turns),(hyp:tok:girls AND pre:tok:trunks),
707,((hyp:tok:snowy OR hyp:tok:yelling) OR pre:tok:angry),(((NOT oth:overlap:overlap25) AND (hyp:tok:barefoot OR pre:tok:dump)) OR pre:tok:moon),((hyp:tok:clothing OR pre:tok:garage) AND pre:tok:man),
708,(hyp:tok:inside AND pre:tok:man),(((hyp:tok:human OR hyp:tok:tools) OR hyp:tok:straight) AND (NOT hyp:tok:is)),,
709,(((NOT pre:tok:people) AND hyp:tok:nobody) AND (NOT pre:tok:front)),(((hyp:tok:at OR hyp:tok:to) OR hyp:tok:for) OR hyp:tok:his),,
710,(hyp:tok:naked AND pre:tok:people),(((hyp:tok:bedroom OR hyp:tok:inside) OR hyp:tok:chair) OR pre:tok:hose),,
711,(hyp:tok:carrot OR hyp:tok:yelling),((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases),,
712,((((NOT pre:tok:are) AND (oth:overlap:overlap75 OR pre:tok:items)) AND (NOT hyp:tok:in)) OR pre:tok:works),((((NOT oth:overlap:overlap25) AND (pre:tok:in OR pre:tok:wearing)) OR hyp:tok:sleeping) AND (NOT hyp:tok:there)),,
713,((((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving) AND (NOT pre:tok:man)),((((NOT pre:tok:wearing) AND (hyp:tok:wearing OR pre:tok:makeup)) AND (NOT pre:tok:on)) AND pre:tok:in),,
714,((((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are) AND (NOT hyp:tok:in)),((hyp:tok:watching AND pre:tok:performers) OR pre:tok:crib),,
715,(hyp:tok:smiling AND hyp:tok:woman),((((NOT pre:tok:black) AND hyp:tok:black) OR hyp:tok:brown) AND (NOT pre:tok:and)),,
716,((hyp:tok:you AND pre:tok:-) OR pre:tok:wares),(hyp:tok:desert OR hyp:tok:grassy),,
717,((((hyp:tok:in AND hyp:tok:riding) OR pre:tok:boards) AND (NOT pre:tok:and)) OR hyp:tok:stars),(hyp:tok:cat OR pre:tok:see),,
718,(((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar) AND (NOT oth:overlap:overlap50)),((((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk) OR hyp:tok:crane) AND oth:overlap:overlap50),,
719,((((hyp:tok:riders OR pre:tok:clown) OR hyp:tok:legs) AND pre:tok:in) OR hyp:tok:officers),(((hyp:tok:by AND hyp:tok:wares) OR hyp:tok:interested) AND pre:tok:his),,
720,((((NOT oth:overlap:overlap25) AND pre:tok:blue) OR hyp:tok:swimming) OR hyp:tok:drives),((((hyp:tok:low OR pre:tok:railing) OR hyp:tok:rollerblading) AND (NOT oth:overlap:overlap25)) OR hyp:tok:finished),,
721,((hyp:tok:camouflage OR hyp:tok:sheep) AND pre:tok:and),((hyp:tok:running AND pre:tok:walking) OR hyp:tok:though),,
722,(hyp:tok:woman AND pre:tok:cameras),((((NOT oth:overlap:overlap25) AND (hyp:tok:river OR pre:tok:gives)) OR hyp:tok:rollerblading) OR hyp:tok:fake),,
723,((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone),(hyp:tok:nobody AND pre:tok:two),,
724,(hyp:tok:whose OR pre:tok:pumpkin),((((NOT hyp:tok:is) AND (pre:tok:church OR pre:tok:steel)) OR hyp:tok:finished) OR pre:tok:practice),,
725,((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game),((((hyp:tok:shoot OR hyp:tok:steering) OR hyp:tok:lumberjack) AND (NOT pre:tok:to)) AND (NOT oth:overlap:overlap75)),,
726,((((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling) OR hyp:tok:suspended) OR hyp:tok:pitcher),((((hyp:tok:lunch OR hyp:tok:outer) OR hyp:tok:desk) OR hyp:tok:body) OR hyp:tok:stay),,
727,((((hyp:tok:and AND hyp:tok:walk) OR pre:tok:karate) OR hyp:tok:low) AND (NOT pre:tok:woman)),(((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT pre:tok:blue)) AND (NOT pre:tok:on)) AND (NOT pre:tok:girl)),,
728,(((hyp:tok:carrot OR hyp:tok:yelling) OR hyp:tok:maintenance) OR hyp:tok:balance),((hyp:tok:tools OR pre:tok:jet) AND hyp:tok:is),,
729,(((hyp:tok:handed OR pre:tok:singer) OR hyp:tok:museum) OR hyp:tok:subway),(((hyp:tok:animals AND pre:tok:water) OR hyp:tok:5) OR hyp:tok:elder),,
730,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:dog) OR hyp:tok:looks),((hyp:tok:alone OR hyp:tok:swimming) OR hyp:tok:eating),,
731,(((hyp:tok:human AND pre:tok:wearing) OR pre:tok:turns) AND (NOT hyp:tok:is)),(hyp:tok:least AND pre:tok:on),,
732,(((hyp:tok:band AND pre:tok:guitars) OR hyp:tok:scarves) AND pre:tok:and),((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:shirt)),,
733,(hyp:tok:project OR hyp:tok:puzzle),((((hyp:tok:no OR hyp:tok:nobody) OR hyp:tok:anything) OR pre:tok:excited) OR hyp:tok:nothing),,
734,(((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand) OR pre:tok:arm),((pre:tok:indoor AND pre:tok:young) OR hyp:tok:ears),,
735,(hyp:tok:softball OR pre:tok:upset),(((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk) OR hyp:tok:crane),,
736,((hyp:tok:helps OR hyp:tok:tunnel) AND pre:tok:is),(((hyp:tok:gear OR pre:tok:poster) OR hyp:tok:shoveling) OR pre:tok:best),,
737,(hyp:tok:at AND hyp:tok:coffee),((((hyp:tok:nobody AND oth:overlap:overlap25) OR hyp:tok:where) AND pre:tok:is) OR hyp:tok:paved),,
738,((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their),((NOT pre:tok:in) AND hyp:tok:shoot),,
739,((((NOT pre:tok:man) AND (hyp:tok:nobody OR hyp:tok:nothing)) OR pre:tok:everywhere) AND (NOT pre:tok:woman)),((NOT hyp:tok:two) AND (pre:tok:converse OR pre:tok:hikers)),,
740,(oth:overlap:overlap50 OR pre:tok:play),((((NOT pre:tok:while) AND (hyp:tok:green OR hyp:tok:wearing)) AND (NOT hyp:tok:and)) OR pre:tok:cement),,
741,((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe),(((((NOT pre:tok:woman) AND hyp:tok:woman) AND oth:overlap:overlap25) AND (NOT hyp:tok:in)) AND (NOT pre:tok:red)),,
742,((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)),(NOT hyp:tok:children),,
743,((hyp:tok:blanket AND pre:tok:through) OR pre:tok:jumped),(hyp:tok:and AND pre:tok:traveling),,
744,(((hyp:tok:cafe OR hyp:tok:sleeps) OR hyp:tok:blanket) OR hyp:tok:cats),((NOT oth:overlap:overlap75) AND (hyp:tok:in OR hyp:tok:sitting)),,
745,(hyp:tok:outdoors AND pre:tok:in),(((NOT pre:tok:is) AND (hyp:tok:outdoors AND pre:tok:in)) AND (NOT oth:overlap:overlap50)),,
746,((pre:tok:cherry OR pre:tok:picking) OR pre:tok:angry),(hyp:tok:backyard OR pre:tok:alone),,
747,(((((NOT pre:tok:with) AND hyp:tok:nobody) AND (NOT pre:tok:woman)) AND (NOT pre:tok:boy)) AND (NOT pre:tok:wearing)),((hyp:tok:nobody OR oth:overlap:overlap75) OR hyp:tok:not),,
748,(hyp:tok:his OR pre:tok:with),(hyp:tok:running AND pre:tok:walking),,
749,((((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset) OR hyp:tok:human),(((hyp:tok:through AND pre:tok:motorcyclists) OR pre:tok:act) AND (NOT hyp:tok:on)),,
750,(((hyp:tok:guitarist OR pre:tok:images) OR hyp:tok:fan) AND oth:overlap:overlap50),((hyp:tok:playing AND pre:tok:swimming) OR hyp:tok:swims),,
751,(NOT hyp:tok:while),((((NOT oth:overlap:overlap25) AND hyp:tok:nobody) AND (NOT pre:tok:while)) AND (NOT pre:tok:woman)),,
752,(hyp:tok:home AND pre:tok:at),(hyp:tok:running AND pre:tok:group),,
753,(((hyp:tok:at OR hyp:tok:sitting) OR hyp:tok:swimming) AND (NOT pre:tok:at)),((hyp:tok:outside OR hyp:tok:park) OR hyp:tok:older),,
754,(((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are),(((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR pre:tok:other),,
755,((hyp:tok:guys OR pre:tok:instruments) OR pre:tok:checks),(hyp:tok:brushes OR hyp:tok:swims),,
756,(((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate),((((oth:overlap:overlap25 OR pre:tok:in) OR hyp:tok:to) AND (NOT hyp:tok:sitting)) AND (NOT hyp:tok:sleeping)),,
757,(hyp:tok:handed OR pre:tok:singer),((((hyp:tok:human OR hyp:tok:vehicles) OR pre:tok:stars) OR pre:tok:belt) AND (NOT pre:tok:-)),,
758,((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars),(hyp:tok:pets AND pre:tok:on),,
759,((((hyp:tok:dock OR hyp:tok:swimming) AND hyp:tok:people) OR hyp:tok:though) OR hyp:tok:among),(hyp:tok:farmer AND pre:tok:in),,
760,(hyp:tok:beard OR hyp:tok:robes),((((hyp:tok:for OR pre:tok:sitting) OR hyp:tok:tall) OR hyp:tok:running) AND (NOT oth:overlap:overlap75)),,
761,((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25),((hyp:tok:by AND hyp:tok:wares) OR hyp:tok:interested),,
762,(hyp:tok:suit OR pre:tok:courtyard),(((hyp:tok:sitting OR hyp:tok:swimming) OR hyp:tok:white) AND (NOT pre:tok:sitting)),,
763,((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer),(hyp:tok:on OR hyp:tok:playing),,
764,(((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain) AND (NOT pre:tok:with)),((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige),,
765,(hyp:tok:dry OR pre:tok:least),((hyp:tok:kisses OR pre:tok:soda) AND hyp:tok:with),,
766,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:next)),((NOT pre:tok:blue) AND (hyp:tok:during OR oth:overlap:overlap75)),,
767,((((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie) OR hyp:tok:brushes) AND (NOT pre:tok:with)),((pre:tok:puddle OR pre:tok:surfing) OR pre:tok:shaving),,
768,((((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for) OR hyp:tok:her) OR pre:tok:someone),((oth:overlap:overlap25 OR pre:tok:in) OR pre:tok:and),,
769,(((hyp:tok:pool OR hyp:tok:swimming) OR hyp:tok:surfing) OR pre:tok:lake),((hyp:tok:inside OR hyp:tok:not) OR hyp:tok:clothes),,
770,(hyp:tok:apartment OR hyp:tok:creating),((((hyp:tok:sitting AND pre:tok:walks) OR hyp:tok:audience) AND hyp:tok:sitting) OR hyp:tok:outer),,
771,(((hyp:tok:sitting AND pre:tok:pots) OR pre:tok:native) AND hyp:tok:man),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:and),,
772,(hyp:tok:park AND pre:tok:building),((hyp:tok:running AND pre:tok:group) OR pre:tok:lane),,
773,((hyp:tok:dinner AND pre:tok:food) OR hyp:tok:airplane),(((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person),,
774,(hyp:tok:rope OR pre:tok:uniformed),(((pre:tok:indoor AND pre:tok:young) OR hyp:tok:ears) OR hyp:tok:move),,
775,((((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister) OR hyp:tok:trip) OR hyp:tok:favorite),((hyp:tok:formal OR hyp:tok:pets) OR pre:tok:walked),,
776,(((hyp:tok:bedroom OR hyp:tok:stuck) OR hyp:tok:clock) AND (NOT pre:tok:in)),((NOT pre:tok:and) AND (hyp:tok:home AND pre:tok:beach)),,
777,((((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing) OR hyp:tok:naked) OR hyp:tok:buys),(hyp:tok:outside OR hyp:tok:park),,
778,(((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving),((hyp:tok:eating OR hyp:tok:office) AND hyp:tok:in),,
779,((((hyp:tok:couch OR hyp:tok:crying) OR hyp:tok:seated) AND (NOT pre:tok:with)) AND (NOT oth:overlap:overlap50)),(((NOT hyp:tok:is) AND (pre:tok:church OR pre:tok:steel)) OR hyp:tok:finished),,
780,(hyp:tok:home AND pre:tok:holding),(pre:tok:city OR pre:tok:sitting),,
781,((((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight) AND (NOT pre:tok:camera)),(hyp:tok:guitar AND hyp:tok:in),,
782,((pre:tok:blue OR pre:tok:up) OR pre:tok:their),(hyp:tok:into AND pre:tok:goggles),,
783,(((hyp:tok:saw OR pre:tok:swimsuit) OR pre:tok:army) AND (NOT pre:tok:is)),(((NOT hyp:tok:to) AND (oth:overlap:overlap25 OR pre:tok:and)) AND (NOT hyp:tok:for)),,
784,((((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing)) OR hyp:tok:running) OR hyp:tok:sits),(pre:tok:lost OR pre:tok:moon),,
785,(hyp:tok:and AND hyp:tok:walk),((((pre:tok:puddle OR pre:tok:surfing) OR pre:tok:shaving) OR pre:tok:surf) OR hyp:tok:stream),,
786,((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch),(((hyp:tok:guitar AND hyp:tok:in) OR hyp:tok:silver) OR hyp:tok:packages),,
787,(hyp:tok:appears OR hyp:tok:sad),(((NOT pre:tok:standing) AND hyp:tok:snowman) AND (NOT oth:overlap:overlap50)),,
788,(((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in) OR hyp:tok:cafeteria),((hyp:tok:groom OR hyp:tok:year) AND pre:tok:is),,
789,((((hyp:tok:home AND pre:tok:from) AND hyp:tok:is) OR hyp:tok:handing) AND (NOT pre:tok:to)),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person) OR hyp:tok:water),,
790,(((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking) OR hyp:tok:wild),((((hyp:tok:heading OR hyp:tok:way) AND hyp:tok:are) AND pre:tok:on) OR pre:tok:numbered),,
791,(((NOT hyp:tok:are) AND (hyp:tok:humans OR pre:tok:pick)) AND (NOT oth:overlap:overlap25)),(((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:sofa) OR hyp:tok:desks),,
792,(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:soccer)) OR hyp:tok:duck),(hyp:tok:you AND pre:tok:-),,
793,((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool),(pre:tok:in OR pre:tok:wearing),,
794,(((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25) AND (NOT hyp:tok:is)),((((hyp:tok:sleeping OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:chair) OR hyp:tok:bed),,
795,(hyp:tok:scarves OR pre:tok:easter),(hyp:tok:cliff OR hyp:tok:eating),,
796,(hyp:tok:home AND pre:tok:from),(pre:tok:blocking OR pre:tok:conducting),,
797,(hyp:tok:indoors OR hyp:tok:machine),(hyp:tok:men AND hyp:tok:smiling),,
798,(((hyp:tok:for OR hyp:tok:park) OR pre:tok:together) AND (NOT pre:tok:and)),((hyp:tok:party OR hyp:tok:professional) AND pre:tok:on),,
799,((((NOT pre:tok:his) AND oth:overlap:overlap75) AND (NOT hyp:tok:are)) OR hyp:tok:girlfriend),(((NOT pre:tok:on) AND (hyp:tok:on OR hyp:tok:playing)) OR pre:tok:street),,
800,((((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras) AND (NOT pre:tok:with)) OR hyp:tok:sides),((hyp:tok:cafe AND pre:tok:women) OR pre:tok:passed),,
801,(NOT pre:tok:one),(((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige) OR hyp:tok:arena),,
802,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:dressed)),(hyp:tok:signs OR hyp:tok:tv),,
803,((((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something) OR hyp:tok:trick) OR hyp:tok:uses),(hyp:tok:clock AND pre:tok:man),,
804,((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards),((hyp:tok:favorite OR pre:tok:tray) OR hyp:tok:funny),,
805,(hyp:tok:finished OR pre:tok:enter),(((pre:tok:life AND pre:tok:three) OR hyp:tok:clock) OR hyp:tok:you),,
806,(((hyp:tok:apartment OR hyp:tok:creating) OR hyp:tok:caught) OR hyp:tok:cow),((((NOT pre:tok:at) AND (hyp:tok:for OR hyp:tok:her)) OR hyp:tok:after) OR hyp:tok:owner),,
807,(hyp:tok:barely OR hyp:tok:sweater),((NOT pre:tok:sitting) AND (hyp:tok:blue OR hyp:tok:sitting)),,
808,(((hyp:tok:beer AND pre:tok:man) OR hyp:tok:balance) AND pre:tok:in),(((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases) OR pre:tok:sound),,
809,((((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer) OR pre:tok:crafts) OR pre:tok:splashes),(((NOT oth:overlap:overlap25) AND (pre:tok:in OR pre:tok:wearing)) OR hyp:tok:sleeping),,
810,(((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night) OR pre:tok:chairs),(NOT pre:tok:pants),,
811,((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister),(((hyp:tok:touching OR hyp:tok:wet) OR hyp:tok:animals) OR hyp:tok:glasses),,
812,((hyp:tok:tall AND pre:tok:and) OR hyp:tok:river),((((NOT pre:tok:men) AND hyp:tok:men) OR hyp:tok:puzzle) AND (NOT pre:tok:man)),,
813,((((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate) OR hyp:tok:grill),((((hyp:tok:fetch OR hyp:tok:turns) AND pre:tok:in) OR hyp:tok:direction) OR hyp:tok:inflatable),,
814,((((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:eats) OR hyp:tok:n't) OR hyp:tok:fish),((pre:tok:boy AND pre:tok:skateboard) OR hyp:tok:wheeler),,
815,((((NOT pre:tok:and) AND (pre:tok:with OR pre:tok:working)) OR hyp:tok:no) OR hyp:tok:eating),((((NOT oth:overlap:overlap50) AND (oth:overlap:overlap25 OR pre:tok:in)) OR hyp:tok:is) AND (NOT hyp:tok:outside)),,
816,((((NOT hyp:tok:with) AND (hyp:tok:favorite OR hyp:tok:tall)) AND (NOT pre:tok:standing)) OR hyp:tok:greyhound),((NOT pre:tok:is) AND (hyp:tok:outdoors AND pre:tok:in)),,
817,((((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone) AND (NOT pre:tok:sitting)) OR pre:tok:match),(((hyp:tok:pub OR pre:tok:hang) AND pre:tok:in) OR hyp:tok:chain),,
818,((((hyp:tok:groom OR hyp:tok:toothbrush) OR hyp:tok:chat) OR hyp:tok:buildings) OR pre:tok:owner),(((NOT hyp:tok:next) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after),,
819,(pre:tok:hangs OR pre:tok:leans),(hyp:tok:bicycle OR pre:tok:below),,
820,(((pre:tok:little OR pre:tok:young) OR hyp:tok:has) OR hyp:tok:about),((((pre:tok:crafts OR pre:tok:flowered) OR pre:tok:mid) OR hyp:tok:sunlight) OR pre:tok:remote),,
821,(((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch) AND (NOT pre:tok:in)),((((NOT oth:overlap:overlap25) AND (hyp:tok:painting OR hyp:tok:smiling)) OR hyp:tok:left) OR hyp:tok:backpack),,
822,(hyp:tok:nobody OR hyp:tok:not),((((hyp:tok:in AND oth:overlap:overlap50) OR hyp:tok:red) OR hyp:tok:cream) OR hyp:tok:cat),,
823,(((hyp:tok:snowy OR hyp:tok:yelling) OR pre:tok:angry) OR hyp:tok:among),(hyp:tok:chases AND pre:tok:is),,
824,((hyp:tok:throw AND pre:tok:man) OR hyp:tok:desk),(hyp:tok:outside AND pre:tok:strike),,
825,(((hyp:tok:lunch OR hyp:tok:sits) OR hyp:tok:chair) AND (NOT pre:tok:sitting)),(((NOT pre:tok:is) AND (hyp:tok:favorite OR pre:tok:stove)) OR hyp:tok:chat),,
826,((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot),(NOT hyp:tok:ocean),,
827,(hyp:tok:ladies OR hyp:tok:tv),((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:eating),,
828,((hyp:tok:pants OR pre:tok:guitar) OR hyp:tok:activity),((NOT pre:tok:shirt) AND (hyp:tok:blue OR hyp:tok:brown)),,
829,((((hyp:tok:daughter OR pre:tok:straight) OR hyp:tok:fisherman) OR pre:tok:unicycle) AND (NOT hyp:tok:to)),(((hyp:tok:backyard OR pre:tok:alone) OR hyp:tok:stroller) AND (NOT pre:tok:in)),,
830,((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:walking)) OR hyp:tok:blue) AND (NOT pre:tok:his)),(((hyp:tok:in AND oth:overlap:overlap50) OR hyp:tok:red) OR hyp:tok:cream),,
831,((((pre:tok:goat OR pre:tok:younger) AND hyp:tok:are) AND (NOT oth:overlap:overlap25)) AND (NOT hyp:tok:in)),((hyp:tok:eating OR hyp:tok:sitting) OR hyp:tok:asleep),,
832,(hyp:tok:too AND pre:tok:woman),((hyp:tok:woman AND pre:tok:man) OR hyp:tok:eating),,
833,(((hyp:tok:hardware AND pre:tok:on) OR pre:tok:picker) AND (NOT hyp:tok:outside)),(((((NOT pre:tok:black) AND hyp:tok:black) OR hyp:tok:brown) AND (NOT pre:tok:and)) AND (NOT pre:tok:with)),,
834,(((hyp:tok:softball OR pre:tok:upset) AND hyp:tok:man) OR hyp:tok:onlookers),((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:swimming)),,
835,(hyp:tok:bedroom AND pre:tok:woman),((NOT pre:tok:at) AND (hyp:tok:sitting OR hyp:tok:sleeping)),,
836,(((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset),(((hyp:tok:running OR pre:tok:sitting) OR pre:tok:pool) OR hyp:tok:field),,
837,(((pre:tok:living OR pre:tok:shaving) OR pre:tok:bearded) OR hyp:tok:sport),((hyp:tok:microscope OR pre:tok:flowered) OR hyp:tok:camouflage),,
838,((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling),((((pre:tok:blocking OR pre:tok:conducting) AND hyp:tok:play) OR hyp:tok:cheerleading) OR pre:tok:thinking),,
839,((hyp:tok:swimming AND pre:tok:two) OR hyp:tok:maintenance),(hyp:tok:asleep AND pre:tok:street),,
840,(hyp:tok:outdoors OR hyp:tok:there),(hyp:tok:butterfly OR pre:tok:farmers),,
841,(((hyp:tok:room AND hyp:tok:two) OR hyp:tok:magazine) AND (NOT pre:tok:in)),((((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:shirt)) AND oth:overlap:overlap25) OR hyp:tok:stage),,
842,((hyp:tok:sad OR pre:tok:snow) OR hyp:tok:gesturing),((NOT oth:overlap:overlap50) AND pre:tok:motorcyclists),,
843,((((NOT oth:overlap:overlap75) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:'s) AND (NOT pre:tok:one)),(((oth:overlap:overlap25 OR pre:tok:while) OR hyp:tok:is) OR hyp:tok:are),,
844,(((hyp:tok:friends OR hyp:tok:lunch) OR pre:tok:reads) OR hyp:tok:case),((((hyp:tok:running OR hyp:tok:television) OR hyp:tok:sleeps) AND (NOT oth:overlap:overlap75)) OR hyp:tok:stroller),,
845,(hyp:tok:cat OR hyp:tok:sleeping),((((hyp:tok:nobody OR pre:tok:rock) AND pre:tok:in) OR hyp:tok:protesting) AND hyp:tok:is),,
