,Cluster1,Cluster2,Cluster3,Cluster4
699,((hyp:tok:band AND pre:tok:guitars) OR hyp:tok:scarves),(hyp:tok:dancers AND hyp:tok:swimming),((((hyp:tok:bus OR hyp:tok:phone) OR hyp:tok:orchestra) OR pre:tok:!) OR pre:tok:6),
700,(hyp:tok:is OR pre:tok:are),(hyp:tok:dinner AND pre:tok:at),(hyp:tok:straight AND pre:tok:white),
701,(((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending) AND pre:tok:and),(((hyp:tok:outdoors OR hyp:tok:outside) OR hyp:tok:near) OR hyp:tok:music),(hyp:tok:sleeping AND pre:tok:carriage),
702,(((hyp:tok:for OR hyp:tok:their) OR hyp:tok:home) OR hyp:tok:to),((hyp:tok:watching AND pre:tok:performers) OR pre:tok:crib),(hyp:tok:sitting AND pre:tok:knife),
703,(((hyp:tok:dinner AND pre:tok:food) OR hyp:tok:airplane) AND (NOT hyp:tok:is)),(pre:tok:church OR pre:tok:steel),,
704,((((hyp:tok:not OR oth:overlap:overlap75) OR hyp:tok:nobody) AND (NOT pre:tok:walking)) AND (NOT pre:tok:young)),(((((NOT pre:tok:and) AND hyp:tok:sleeping) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:men)) AND (NOT pre:tok:at)),,
705,(hyp:tok:down OR hyp:tok:ground),((pre:tok:cherry OR pre:tok:fence) OR pre:tok:ft),,
706,(((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar) AND (NOT oth:overlap:overlap50)),(hyp:tok:casual AND pre:tok:and),,
707,((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet),((((hyp:tok:is AND pre:tok:running) OR pre:tok:wheeler) OR pre:tok:hits) OR hyp:tok:napping),,
708,((((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded) OR pre:tok:chef) OR pre:tok:hydrant),(NOT pre:tok:person),,
709,(((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at) OR pre:tok:holding),(((NOT pre:tok:is) AND (hyp:tok:bar AND hyp:tok:woman)) OR pre:tok:artwork),,
710,(hyp:tok:at OR hyp:tok:her),(hyp:tok:playing OR hyp:tok:running),,
711,(hyp:tok:n't OR hyp:tok:nobody),((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:asleep),,
712,(((((NOT pre:tok:two) AND hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT pre:tok:people)) AND (NOT pre:tok:blue)),(NOT hyp:tok:person),,
713,(hyp:tok:ramp OR hyp:tok:snowball),(((hyp:tok:watching AND pre:tok:performers) OR pre:tok:crib) AND (NOT pre:tok:and)),,
714,((((hyp:tok:pants OR pre:tok:guitar) OR hyp:tok:activity) OR hyp:tok:least) OR hyp:tok:object),((hyp:tok:touching OR hyp:tok:wet) OR hyp:tok:animals),,
715,((NOT oth:overlap:overlap50) AND (pre:tok:pose OR pre:tok:walking)),(hyp:tok:dancing OR hyp:tok:field),,
716,(hyp:tok:small AND pre:tok:swimming),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:woman)) OR pre:tok:stage) AND (NOT hyp:tok:there)),,
717,((pre:tok:sitting AND pre:tok:women) OR pre:tok:rowboat),((((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:empty) OR hyp:tok:nap) AND (NOT hyp:tok:people)),,
718,((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something),((((hyp:tok:ball AND pre:tok:dog) OR pre:tok:shown) AND (NOT pre:tok:are)) OR pre:tok:chases),,
719,((hyp:tok:room AND hyp:tok:two) OR hyp:tok:magazine),(((hyp:tok:human OR hyp:tok:vehicles) OR pre:tok:stars) OR pre:tok:belt),,
720,(((hyp:tok:- AND pre:tok:while) OR hyp:tok:!) OR pre:tok:fast),(((hyp:tok:nobody AND oth:overlap:overlap25) OR hyp:tok:where) AND pre:tok:is),,
721,((hyp:tok:bed OR hyp:tok:police) OR hyp:tok:laying),(((NOT pre:tok:in) AND (hyp:tok:dancing OR hyp:tok:field)) OR pre:tok:prepare),,
722,((pre:tok:are AND pre:tok:this) OR pre:tok:chinese),((hyp:tok:in OR hyp:tok:playing) OR hyp:tok:eating),,
723,(((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face) OR hyp:tok:slam),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:eating) OR hyp:tok:sleeping),,
724,(((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight),(hyp:tok:milk AND pre:tok:men),,
725,((((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet) AND (NOT pre:tok:in)) AND (NOT pre:tok:shirt)),(((hyp:tok:rink AND pre:tok:to) OR hyp:tok:instructor) AND pre:tok:large),,
726,((((hyp:tok:chasing OR hyp:tok:playing) OR hyp:tok:middle) AND (NOT pre:tok:playing)) OR hyp:tok:dinner),((((NOT oth:overlap:overlap25) AND (hyp:tok:barefoot OR pre:tok:dump)) OR pre:tok:moon) AND pre:tok:on),,
727,((((hyp:tok:laying OR hyp:tok:seated) OR hyp:tok:pub) OR hyp:tok:fell) OR hyp:tok:bedroom),((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:is)),,
728,((((hyp:tok:drums OR hyp:tok:swimming) OR hyp:tok:roller) OR pre:tok:snowman) AND (NOT oth:overlap:overlap75)),(hyp:tok:standing AND pre:tok:sitting),,
729,(((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:present) OR hyp:tok:outfits),((((oth:overlap:overlap25 OR pre:tok:in) OR pre:tok:and) AND (NOT hyp:tok:sitting)) AND (NOT hyp:tok:sleeping)),,
730,((((hyp:tok:tall AND pre:tok:two) OR pre:tok:i) OR pre:tok:walked) OR hyp:tok:year),(hyp:tok:costumed OR hyp:tok:dish),,
731,((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:soccer)),((hyp:tok:brushes OR hyp:tok:swims) OR hyp:tok:bottles),,
732,(hyp:tok:are AND hyp:tok:down),(hyp:tok:wearing OR pre:tok:makeup),,
733,(hyp:tok:couch OR hyp:tok:home),(((hyp:tok:naked OR hyp:tok:swimming) OR pre:tok:winter) OR hyp:tok:coffee),,
734,(((hyp:tok:female OR hyp:tok:video) AND pre:tok:in) OR hyp:tok:ft),(((((NOT pre:tok:white) AND hyp:tok:white) OR hyp:tok:heels) AND pre:tok:and) AND (NOT pre:tok:red)),,
735,((((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in) OR hyp:tok:cafeteria) AND (NOT pre:tok:with)),((((pre:tok:creating OR pre:tok:moon) OR hyp:tok:poor) OR hyp:tok:guitars) OR pre:tok:too),,
736,(((hyp:tok:blue OR hyp:tok:eating) OR hyp:tok:green) AND (NOT pre:tok:on)),(hyp:tok:cat OR pre:tok:see),,
737,((hyp:tok:hardware AND pre:tok:on) OR pre:tok:picker),((hyp:tok:asleep OR hyp:tok:sleeping) OR hyp:tok:park),,
738,(((hyp:tok:for AND hyp:tok:jump) OR hyp:tok:referee) OR pre:tok:unicycle),((hyp:tok:alone OR hyp:tok:swimming) OR hyp:tok:eating),,
739,((((hyp:tok:lap OR hyp:tok:television) OR hyp:tok:pig) OR hyp:tok:bedroom) OR hyp:tok:clean),((((hyp:tok:brown OR hyp:tok:face) AND oth:overlap:overlap75) OR hyp:tok:sad) AND (NOT hyp:tok:at)),,
740,(((NOT pre:tok:man) AND hyp:tok:wearing) AND hyp:tok:is),(NOT hyp:tok:ocean),,
741,(hyp:tok:are AND hyp:tok:sleeping),(hyp:tok:outside AND pre:tok:duck),,
742,((((hyp:tok:dinner AND pre:tok:food) OR hyp:tok:airplane) AND (NOT hyp:tok:is)) OR hyp:tok:rocky),(hyp:tok:conversation OR pre:tok:lying),,
743,((((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone) AND (NOT pre:tok:sitting)) OR pre:tok:match),((hyp:tok:eating OR hyp:tok:sitting) OR hyp:tok:asleep),,
744,(((pre:tok:hangs OR pre:tok:leans) OR pre:tok:jean) OR hyp:tok:goal),(hyp:tok:beach AND pre:tok:balcony),,
745,((hyp:tok:scarves OR pre:tok:easter) OR pre:tok:cook),(((hyp:tok:eating OR hyp:tok:office) AND hyp:tok:in) OR hyp:tok:bath),,
746,(((hyp:tok:park OR pre:tok:suspenders) AND pre:tok:shirt) OR hyp:tok:garage),((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige),,
747,((((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending) AND pre:tok:and) OR hyp:tok:may),(((NOT oth:overlap:overlap75) AND hyp:tok:wearing) AND (NOT pre:tok:man)),,
748,(((hyp:tok:swimming AND pre:tok:two) OR hyp:tok:maintenance) OR pre:tok:unicycle),(hyp:tok:ears OR hyp:tok:multiple),,
749,((((hyp:tok:house OR pre:tok:leaping) OR pre:tok:leaf) OR hyp:tok:parked) OR hyp:tok:half),(((hyp:tok:field AND pre:tok:woman) OR hyp:tok:hooded) OR pre:tok:heading),,
750,((((hyp:tok:whose OR pre:tok:pumpkin) OR hyp:tok:above) AND oth:overlap:overlap50) AND (NOT hyp:tok:girl)),((NOT pre:tok:and) AND hyp:tok:tall),,
751,(hyp:tok:on AND pre:tok:airport),((((hyp:tok:watching AND pre:tok:performers) OR pre:tok:crib) AND (NOT pre:tok:and)) AND (NOT hyp:tok:in)),,
752,((hyp:tok:his OR pre:tok:with) OR pre:tok:standing),(((hyp:tok:costumed OR hyp:tok:dish) OR pre:tok:television) OR pre:tok:barn),,
753,((((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing) AND (NOT hyp:tok:are)),((NOT pre:tok:in) AND (hyp:tok:dancing OR hyp:tok:field)),,
754,(((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone) OR hyp:tok:cardboard),(hyp:tok:naked OR hyp:tok:swimming),,
755,(hyp:tok:swimming AND pre:tok:two),((hyp:tok:ears OR hyp:tok:multiple) OR hyp:tok:conductor),,
756,(hyp:tok:in OR pre:tok:while),(pre:tok:puddle OR pre:tok:surfing),,
757,(NOT pre:tok:some),((((NOT pre:tok:in) AND hyp:tok:blouse) OR hyp:tok:closed) AND (NOT hyp:tok:is)),,
758,(((hyp:tok:not OR oth:overlap:overlap75) OR hyp:tok:nobody) AND (NOT pre:tok:walking)),((NOT pre:tok:in) AND hyp:tok:jersey),,
759,((hyp:tok:women AND pre:tok:mcdonald) OR pre:tok:rainy),((((NOT oth:overlap:overlap25) AND hyp:tok:nobody) AND (NOT pre:tok:while)) AND (NOT pre:tok:woman)),,
760,((((hyp:tok:sandals OR pre:tok:apartment) OR pre:tok:pet) OR pre:tok:straight) OR pre:tok:clear),((((hyp:tok:activity AND pre:tok:with) OR pre:tok:ballet) AND pre:tok:and) AND (NOT hyp:tok:people)),,
761,(hyp:tok:too AND pre:tok:woman),(((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:empty) OR hyp:tok:nap),,
762,((((hyp:tok:swimming OR hyp:tok:tv) OR hyp:tok:blanket) AND (NOT oth:overlap:overlap50)) OR hyp:tok:magazine),((NOT pre:tok:in) AND hyp:tok:shoot),,
763,(hyp:tok:lime AND hyp:tok:woman),(((NOT pre:tok:dog) AND hyp:tok:dog) AND pre:tok:man),,
764,(hyp:tok:in OR hyp:tok:wearing),((oth:overlap:overlap25 OR pre:tok:while) OR hyp:tok:is),,
765,((hyp:tok:control OR hyp:tok:staircase) AND pre:tok:colorful),((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:in)),,
766,((((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face) OR hyp:tok:slam) OR hyp:tok:roller),(((oth:overlap:overlap25 OR pre:tok:in) OR hyp:tok:to) AND (NOT hyp:tok:sitting)),,
767,((hyp:tok:older AND pre:tok:holding) AND hyp:tok:her),(hyp:tok:bicycle OR hyp:tok:jogging),,
768,(hyp:tok:black AND hyp:tok:in),(hyp:tok:butterfly OR pre:tok:farmers),,
769,(((hyp:tok:tired OR hyp:tok:yellow) AND hyp:tok:man) OR pre:tok:chat),((((NOT pre:tok:sitting) AND hyp:tok:sitting) AND (NOT hyp:tok:down)) AND (NOT hyp:tok:to)),,
770,(((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two)) AND (NOT hyp:tok:people)),(((hyp:tok:begins OR hyp:tok:year) AND hyp:tok:they) OR hyp:tok:amusement),,
771,(((hyp:tok:jet OR pre:tok:laughing) OR hyp:tok:wood) OR pre:tok:snowboarding),((NOT oth:overlap:overlap50) AND (oth:overlap:overlap25 OR pre:tok:in)),,
772,(((hyp:tok:getting AND pre:tok:gathering) OR pre:tok:swims) AND hyp:tok:water),((((NOT hyp:tok:two) AND (pre:tok:converse OR pre:tok:hikers)) OR pre:tok:daughters) AND (NOT oth:overlap:overlap75)),,
773,((hyp:tok:guitars OR hyp:tok:spinning) OR hyp:tok:bottles),((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk),,
774,((hyp:tok:chases AND pre:tok:through) OR pre:tok:studio),((((hyp:tok:bed OR hyp:tok:swimming) OR pre:tok:shoulders) OR hyp:tok:cafe) AND (NOT hyp:tok:on)),,
775,(hyp:tok:hardware AND pre:tok:on),((hyp:tok:rollerskating OR hyp:tok:surfing) AND pre:tok:with),,
776,(((NOT pre:tok:two) AND hyp:tok:outside) OR hyp:tok:outdoors),((((hyp:tok:inside OR hyp:tok:not) OR hyp:tok:clothes) OR pre:tok:babies) OR hyp:tok:body),,
777,(hyp:tok:some AND pre:tok:attempting),((hyp:tok:running AND pre:tok:walking) OR hyp:tok:though),,
778,(((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded) OR pre:tok:chef),((((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:sleeping) OR hyp:tok:nobody),,
779,(hyp:tok:dry OR pre:tok:least),((hyp:tok:bed OR hyp:tok:swimming) OR pre:tok:shoulders),,
780,(hyp:tok:friends OR hyp:tok:lunch),((NOT pre:tok:and) AND (hyp:tok:home AND pre:tok:beach)),,
781,((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone),((hyp:tok:casual AND pre:tok:and) OR pre:tok:airport),,
782,(hyp:tok:neck AND pre:tok:are),(hyp:tok:barbecue AND pre:tok:man),,
783,(((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand) OR pre:tok:arm),((((hyp:tok:in OR hyp:tok:playing) OR hyp:tok:eating) OR hyp:tok:blue) OR hyp:tok:red),,
784,(((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening) OR hyp:tok:furniture),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:eating),,
785,(NOT pre:tok:near),(pre:tok:crafts OR pre:tok:flowered),,
786,((hyp:tok:and OR pre:tok:man) OR hyp:tok:at),(((pre:tok:cherry OR pre:tok:fence) OR pre:tok:ft) OR hyp:tok:airport),,
787,((((NOT pre:tok:sitting) AND (hyp:tok:asleep OR hyp:tok:sitting)) OR hyp:tok:sleeps) OR hyp:tok:cat),((NOT oth:overlap:overlap25) AND (hyp:tok:bath OR hyp:tok:dancing)),,
788,(pre:tok:hot AND pre:tok:little),((((hyp:tok:human OR hyp:tok:tools) OR hyp:tok:straight) AND (NOT hyp:tok:is)) AND (NOT pre:tok:with)),,
789,((pre:tok:blue OR pre:tok:up) OR pre:tok:their),((((hyp:tok:blonde AND pre:tok:brown) OR hyp:tok:sleeved) AND (NOT pre:tok:are)) OR pre:tok:auditorium),,
790,(((hyp:tok:edge OR hyp:tok:tattoo) AND pre:tok:in) OR hyp:tok:surf),(((hyp:tok:for OR pre:tok:sitting) OR hyp:tok:tall) OR hyp:tok:running),,
791,((hyp:tok:groom OR hyp:tok:toothbrush) OR hyp:tok:chat),((((hyp:tok:field AND pre:tok:woman) OR hyp:tok:hooded) OR pre:tok:heading) AND hyp:tok:in),,
792,(((NOT pre:tok:with) AND (hyp:tok:displaying OR pre:tok:army)) AND (NOT pre:tok:one)),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person) OR hyp:tok:water),,
793,(((NOT pre:tok:and) AND hyp:tok:microphone) AND (NOT pre:tok:him)),(hyp:tok:there OR oth:overlap:overlap50),,
794,((((hyp:tok:- AND pre:tok:while) OR hyp:tok:!) OR pre:tok:fast) OR pre:tok:desks),(hyp:tok:backyard OR pre:tok:alone),,
795,((((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe) OR pre:tok:bus) AND (NOT hyp:tok:on)),(hyp:tok:mirror OR pre:tok:yelling),,
796,((((NOT pre:tok:and) AND (hyp:tok:football AND pre:tok:football)) OR hyp:tok:protection) OR hyp:tok:tan),(hyp:tok:wearing AND pre:tok:wizard),,
797,((((pre:tok:curb OR pre:tok:raining) AND hyp:tok:in) OR hyp:tok:hoops) OR pre:tok:birthday),(hyp:tok:musical AND pre:tok:to),,
798,(hyp:tok:years OR pre:tok:nap),(((hyp:tok:shoot OR hyp:tok:steering) OR hyp:tok:lumberjack) AND (NOT pre:tok:to)),,
799,(((hyp:tok:seated OR pre:tok:railing) AND pre:tok:are) OR hyp:tok:6),((((hyp:tok:microscope OR pre:tok:flowered) OR hyp:tok:camouflage) OR hyp:tok:tan) AND hyp:tok:man),,
800,((((hyp:tok:ocean OR pre:tok:dogs) OR hyp:tok:sleeps) OR pre:tok:weather) OR hyp:tok:parked),(((hyp:tok:no OR hyp:tok:nobody) OR hyp:tok:anything) OR pre:tok:excited),,
801,((hyp:tok:bed OR hyp:tok:ocean) OR hyp:tok:bedroom),((((hyp:tok:nobody OR pre:tok:enjoys) OR pre:tok:leaping) OR hyp:tok:everyone) AND (NOT pre:tok:woman)),,
802,(hyp:tok:and OR hyp:tok:skateboarder),((hyp:tok:sitting AND pre:tok:sitting) OR pre:tok:trail),,
803,((hyp:tok:motor OR pre:tok:motor) AND hyp:tok:women),((hyp:tok:this AND pre:tok:pool) OR hyp:tok:podium),,
804,((NOT oth:overlap:overlap25) AND (hyp:tok:church OR pre:tok:us)),(((hyp:tok:man AND pre:tok:girl) OR hyp:tok:brushes) OR pre:tok:shade),,
805,(((hyp:tok:down OR hyp:tok:eating) OR hyp:tok:sleeps) AND (NOT oth:overlap:overlap50)),(((NOT hyp:tok:in) AND (hyp:tok:people OR oth:overlap:overlap50)) AND (NOT hyp:tok:to)),,
806,((NOT oth:overlap:overlap25) AND hyp:tok:couch),((((NOT hyp:tok:wearing) AND (hyp:tok:to OR oth:overlap:overlap25)) OR hyp:tok:for) AND (NOT hyp:tok:sitting)),,
807,((hyp:tok:lake AND pre:tok:are) AND hyp:tok:in),((NOT hyp:tok:on) AND (hyp:tok:human OR hyp:tok:man)),,
808,(hyp:tok:mirror OR hyp:tok:sandwiches),(hyp:tok:bicycle OR pre:tok:below),,
809,(hyp:tok:smiling AND hyp:tok:woman),(NOT pre:tok:by),,
810,((NOT pre:tok:man) AND (hyp:tok:nobody OR hyp:tok:nothing)),(((hyp:tok:in OR hyp:tok:playing) OR hyp:tok:eating) OR hyp:tok:blue),,
811,((((NOT pre:tok:with) AND hyp:tok:nobody) AND (NOT pre:tok:woman)) AND (NOT pre:tok:boy)),(((((NOT pre:tok:dog) AND hyp:tok:dog) OR hyp:tok:dancing) AND (NOT hyp:tok:are)) OR hyp:tok:below),,
812,((((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two)) AND (NOT hyp:tok:people)) OR hyp:tok:getting),(((hyp:tok:activity AND pre:tok:with) OR hyp:tok:image) AND oth:overlap:overlap50),,
813,(((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset),(hyp:tok:at AND pre:tok:meet),,
814,(NOT pre:tok:young),(hyp:tok:brown OR hyp:tok:face),,
815,(hyp:tok:cross OR hyp:tok:dinner),((NOT pre:tok:beach) AND hyp:tok:beach),,
816,(((hyp:tok:daughter OR pre:tok:straight) OR hyp:tok:fisherman) OR pre:tok:unicycle),((((NOT hyp:tok:in) AND oth:overlap:overlap25) AND (NOT hyp:tok:to)) AND (NOT hyp:tok:and)),,
817,(((pre:tok:are AND pre:tok:this) OR pre:tok:chinese) OR hyp:tok:filled),((pre:tok:married OR pre:tok:splashes) AND pre:tok:as),,
818,(hyp:tok:barely OR hyp:tok:sweater),((hyp:tok:tools OR pre:tok:jet) AND hyp:tok:is),,
819,((((oth:overlap:overlap50 OR pre:tok:white) OR pre:tok:girl) AND (NOT pre:tok:at)) OR pre:tok:suit),(((pre:tok:in OR pre:tok:on) OR oth:overlap:overlap25) AND (NOT oth:overlap:overlap75)),,
820,(hyp:tok:activity OR hyp:tok:least),((((hyp:tok:sleeping OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:chair) OR hyp:tok:bed),,
821,(((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer) OR pre:tok:crafts),(((NOT pre:tok:man) AND (hyp:tok:mirror OR pre:tok:yelling)) AND hyp:tok:in),,
822,((hyp:tok:helps OR hyp:tok:tunnel) AND pre:tok:is),((NOT pre:tok:shirt) AND (hyp:tok:blue OR hyp:tok:brown)),,
823,((((NOT pre:tok:is) AND (hyp:tok:is AND hyp:tok:park)) AND (NOT pre:tok:with)) OR hyp:tok:carrot),((((hyp:tok:butterfly OR pre:tok:farmers) OR hyp:tok:balance) OR hyp:tok:clock) OR pre:tok:win),,
824,(((pre:tok:doctors OR pre:tok:numbered) OR pre:tok:prepare) OR hyp:tok:maroon),((((hyp:tok:kisses OR pre:tok:soda) AND hyp:tok:with) OR pre:tok:diaper) AND (NOT pre:tok:on)),,
825,(hyp:tok:trunks OR pre:tok:bat),(((NOT oth:overlap:overlap25) AND hyp:tok:is) OR hyp:tok:tall),,
826,(((((NOT pre:tok:men) AND oth:overlap:overlap75) OR hyp:tok:nobody) OR pre:tok:glass) OR pre:tok:rest),((hyp:tok:dinner AND pre:tok:at) AND pre:tok:and),,
827,(hyp:tok:project OR hyp:tok:puzzle),(hyp:tok:cafe AND pre:tok:women),,
828,(((hyp:tok:instruments OR hyp:tok:observe) OR pre:tok:checks) AND (NOT pre:tok:as)),(((NOT pre:tok:at) AND (hyp:tok:for OR hyp:tok:her)) OR hyp:tok:after),,
829,(pre:tok:blue OR pre:tok:up),(hyp:tok:and AND pre:tok:traveling),,
830,((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening),(((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person),,
831,((hyp:tok:asleep OR hyp:tok:customer) OR pre:tok:similar),((NOT pre:tok:and) AND hyp:tok:sleeping),,
832,((hyp:tok:down OR hyp:tok:eating) OR hyp:tok:sleeps),((((NOT pre:tok:is) AND (hyp:tok:favorite OR pre:tok:stove)) OR hyp:tok:chat) AND (NOT pre:tok:and)),,
833,(hyp:tok:stuck AND pre:tok:in),(((NOT oth:overlap:overlap25) AND (hyp:tok:painting OR hyp:tok:smiling)) OR hyp:tok:left),,
834,((hyp:tok:coffee OR hyp:tok:pillow) OR hyp:tok:elephant),(hyp:tok:human OR pre:tok:daughters),,
835,(hyp:tok:underneath OR pre:tok:trampoline),(((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:some),,
836,(((((NOT pre:tok:on) AND hyp:tok:swimming) AND oth:overlap:overlap25) AND hyp:tok:in) AND (NOT pre:tok:is)),(((NOT oth:overlap:overlap50) AND hyp:tok:sleeping) OR hyp:tok:sleep),,
837,((hyp:tok:to OR pre:tok:street) OR hyp:tok:old),((NOT hyp:tok:next) AND (hyp:tok:for OR hyp:tok:to)),,
838,(((pre:tok:sitting AND pre:tok:women) OR pre:tok:rowboat) AND (NOT pre:tok:on)),((hyp:tok:bicycle OR pre:tok:below) OR pre:tok:shadow),,
839,((hyp:tok:park AND pre:tok:building) OR hyp:tok:photographing),(((hyp:tok:nobody OR pre:tok:enjoys) OR pre:tok:leaping) OR hyp:tok:everyone),,
840,(hyp:tok:looks AND pre:tok:lap),(((((NOT pre:tok:and) AND hyp:tok:tall) AND (NOT hyp:tok:is)) AND (NOT pre:tok:one)) OR hyp:tok:bin),,
841,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:dressed)) OR hyp:tok:eating),(pre:tok:its OR pre:tok:riding),,
842,((((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:in)) AND (NOT hyp:tok:people)) AND (NOT pre:tok:his)),(pre:tok:cherry OR pre:tok:fence),,
843,(((hyp:tok:carrot OR hyp:tok:yelling) OR hyp:tok:maintenance) OR hyp:tok:balance),(((hyp:tok:inside OR hyp:tok:not) OR hyp:tok:clothes) OR pre:tok:babies),,
844,(((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras) AND (NOT pre:tok:with)),(((NOT hyp:tok:man) AND (hyp:tok:woman AND pre:tok:man)) AND (NOT pre:tok:while)),,
845,((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer),((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:shirt)),,
846,(((hyp:tok:black AND hyp:tok:wearing) OR pre:tok:backpacks) AND (NOT oth:overlap:overlap75)),((NOT pre:tok:two) AND (hyp:tok:diving OR pre:tok:between)),,
847,((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone),((((NOT oth:overlap:overlap50) AND hyp:tok:sleeping) OR hyp:tok:sleep) OR hyp:tok:unicycle),,
848,(((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game) AND (NOT pre:tok:standing)),(hyp:tok:instructor AND pre:tok:people),,
849,((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their) OR hyp:tok:tall) OR pre:tok:back),((((hyp:tok:is OR pre:tok:in) OR pre:tok:on) AND (NOT oth:overlap:overlap50)) AND (NOT hyp:tok:outside)),,
850,(((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)) AND (NOT pre:tok:his)),((hyp:tok:hallway AND pre:tok:woman) OR pre:tok:hairnet),,
851,((((pre:tok:cherry OR pre:tok:picking) OR pre:tok:angry) OR hyp:tok:bottom) OR hyp:tok:cameras),(hyp:tok:singing AND pre:tok:shaving),,
852,((((hyp:tok:lunch OR hyp:tok:sits) OR hyp:tok:chair) AND (NOT pre:tok:sitting)) AND (NOT pre:tok:sits)),(((oth:overlap:overlap25 OR pre:tok:while) OR hyp:tok:is) OR hyp:tok:are),,
853,(((hyp:tok:couch OR hyp:tok:crying) OR hyp:tok:seated) AND (NOT pre:tok:with)),(((hyp:tok:at OR hyp:tok:to) OR hyp:tok:for) OR hyp:tok:his),,
854,((((hyp:tok:are AND pre:tok:tent) OR hyp:tok:number) OR hyp:tok:scarves) OR hyp:tok:tiles),(((hyp:tok:nobody OR hyp:tok:swimming) OR hyp:tok:asleep) OR hyp:tok:cat),,
855,(hyp:tok:drums OR hyp:tok:swimming),((hyp:tok:nobody OR hyp:tok:swimming) OR hyp:tok:asleep),,
856,(hyp:tok:female OR hyp:tok:video),(hyp:tok:inside AND pre:tok:sitting),,
857,(((hyp:tok:mirror OR hyp:tok:sandwiches) OR hyp:tok:sound) AND (NOT pre:tok:in)),(NOT pre:tok:front),,
858,(hyp:tok:- AND pre:tok:while),((((pre:tok:lost OR pre:tok:moon) OR hyp:tok:strike) OR hyp:tok:inline) OR hyp:tok:wheeler),,
859,(((hyp:tok:outdoors AND pre:tok:in) OR hyp:tok:screaming) AND oth:overlap:overlap25),((((pre:tok:indoor AND pre:tok:young) OR hyp:tok:ears) OR hyp:tok:move) AND (NOT pre:tok:people)),,
