,lost_concepts
964,(hyp:tok:his AND hyp:tok:steering)
965,(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:soccer)) OR hyp:tok:duck)
966,(((hyp:tok:bowls OR hyp:tok:knitting) AND hyp:tok:woman) OR pre:tok:lemons)
967,((NOT pre:tok:with) AND (hyp:tok:displaying OR pre:tok:army))
968,((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game)
969,((((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch) AND (NOT pre:tok:in)) AND (NOT oth:overlap:overlap50))
970,((hyp:tok:not OR oth:overlap:overlap75) OR hyp:tok:nobody)
971,(((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister) OR hyp:tok:trip)
972,((((hyp:tok:appears OR hyp:tok:sad) OR hyp:tok:blouse) OR hyp:tok:rowboat) OR hyp:tok:repair)
973,((((NOT oth:overlap:overlap50) AND (hyp:tok:are OR hyp:tok:is)) OR pre:tok:three) AND (NOT hyp:tok:outside))
974,(((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:cat) OR hyp:tok:bed)
975,((((hyp:tok:house OR pre:tok:leaping) OR pre:tok:leaf) OR hyp:tok:parked) OR hyp:tok:half)
976,((((NOT pre:tok:while) AND hyp:tok:is) OR pre:tok:by) AND (NOT hyp:tok:his))
977,(((hyp:tok:in OR pre:tok:while) OR pre:tok:race) OR pre:tok:child)
978,((NOT pre:tok:man) AND (hyp:tok:nobody OR hyp:tok:nothing))
979,(((hyp:tok:swimming OR pre:tok:swimming) OR hyp:tok:coffee) OR hyp:tok:television)
980,((((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face) OR hyp:tok:slam) OR hyp:tok:roller)
981,(hyp:tok:park AND pre:tok:building)
982,((((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game) AND (NOT pre:tok:standing)) OR hyp:tok:nobody)
983,((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are))
984,((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet)
985,(((hyp:tok:swimming OR hyp:tok:tv) OR hyp:tok:blanket) AND (NOT oth:overlap:overlap50))
986,((hyp:tok:cafe OR hyp:tok:sleeps) OR hyp:tok:blanket)
987,((pre:tok:book AND pre:tok:in) OR pre:tok:tunnel)
988,((hyp:tok:is OR hyp:tok:people) OR hyp:tok:woman)
989,(((hyp:tok:group AND pre:tok:motorcyclists) OR hyp:tok:sofa) AND pre:tok:background)
990,(((hyp:tok:holding OR hyp:tok:wearing) OR pre:tok:skateboard) OR pre:tok:skateboarding)
991,((hyp:tok:female OR hyp:tok:video) AND pre:tok:in)
992,((hyp:tok:bedroom OR hyp:tok:stuck) OR hyp:tok:clock)
993,((hyp:tok:groceries AND pre:tok:people) OR pre:tok:army)
994,(hyp:tok:trunks OR pre:tok:bat)
995,((hyp:tok:and AND hyp:tok:walk) OR pre:tok:karate)
996,((hyp:tok:are AND pre:tok:tent) OR hyp:tok:number)
997,((oth:overlap:overlap50 OR pre:tok:white) OR pre:tok:girl)
998,((((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight) OR hyp:tok:gather) OR hyp:tok:well)
999,((((hyp:tok:and AND hyp:tok:walk) OR pre:tok:karate) OR hyp:tok:low) AND (NOT pre:tok:woman))
1000,(hyp:tok:blanket AND pre:tok:through)
1001,(hyp:tok:computer OR hyp:tok:image)
1002,((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking)
1003,(((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded) OR pre:tok:chef)
1004,(hyp:tok:is OR pre:tok:wearing)
1005,((hyp:tok:couch OR hyp:tok:crying) OR hyp:tok:seated)
1006,((NOT oth:overlap:overlap25) AND (hyp:tok:underneath OR pre:tok:trampoline))
1007,((((hyp:tok:cross OR hyp:tok:dinner) OR pre:tok:tattoos) OR pre:tok:climbs) OR pre:tok:biker)
1008,((((hyp:tok:home AND pre:tok:seat) OR hyp:tok:waters) OR hyp:tok:cameras) OR hyp:tok:spray)
1009,(((hyp:tok:maintenance OR hyp:tok:tan) OR hyp:tok:boards) OR hyp:tok:lead)
1010,(hyp:tok:walking AND oth:overlap:overlap75)
1011,(((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck) AND (NOT oth:overlap:overlap50))
1012,((NOT oth:overlap:overlap25) AND hyp:tok:couch)
1013,(hyp:tok:home AND pre:tok:from)
1014,((((hyp:tok:there OR oth:overlap:overlap75) OR hyp:tok:outdoors) OR hyp:tok:people) AND (NOT pre:tok:wearing))
1015,((((hyp:tok:drums OR hyp:tok:swimming) OR hyp:tok:roller) OR pre:tok:snowman) AND (NOT oth:overlap:overlap75))
1016,((NOT oth:overlap:overlap25) AND (pre:tok:people OR pre:tok:with))
1017,(((hyp:tok:mirror OR hyp:tok:sandwiches) OR hyp:tok:sound) AND (NOT pre:tok:in))
1018,(hyp:tok:smiling AND hyp:tok:woman)
1019,(((hyp:tok:about OR hyp:tok:for) OR hyp:tok:son) OR hyp:tok:sad)
1020,((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister)
1021,(hyp:tok:professional OR pre:tok:ceremony)
1022,(((hyp:tok:not OR oth:overlap:overlap75) OR hyp:tok:nobody) AND (NOT pre:tok:walking))
1023,(((NOT hyp:tok:to) AND oth:overlap:overlap25) OR pre:tok:to)
1024,((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean)
1025,((hyp:tok:is OR pre:tok:girl) OR hyp:tok:for)
1026,(hyp:tok:scarves OR pre:tok:easter)
1027,(((hyp:tok:preparing AND pre:tok:from) OR pre:tok:upset) OR hyp:tok:passed)
1028,(hyp:tok:project OR hyp:tok:puzzle)
1029,(((hyp:tok:friends OR hyp:tok:lunch) OR pre:tok:reads) OR hyp:tok:case)
1030,((((NOT hyp:tok:man) AND (hyp:tok:years OR pre:tok:nap)) OR pre:tok:musician) AND (NOT pre:tok:one))
1031,((pre:tok:little OR pre:tok:young) OR hyp:tok:has)
1032,(((hyp:tok:apartment OR hyp:tok:creating) OR hyp:tok:caught) OR hyp:tok:cow)
1033,((NOT hyp:tok:with) AND (hyp:tok:favorite OR hyp:tok:tall))
1034,((((hyp:tok:hoops OR hyp:tok:rollerblading) OR hyp:tok:outer) OR pre:tok:turns) OR hyp:tok:backpack)
1035,((hyp:tok:swimming OR hyp:tok:waiting) OR hyp:tok:dinner)
1036,(((hyp:tok:to OR pre:tok:street) OR hyp:tok:old) OR hyp:tok:eating)
1037,((hyp:tok:asleep OR hyp:tok:nobody) OR hyp:tok:naked)
1038,(hyp:tok:his OR pre:tok:with)
1039,(hyp:tok:instruments OR hyp:tok:observe)
1040,(hyp:tok:station AND pre:tok:down)
1041,((NOT hyp:tok:riding) AND (hyp:tok:drinking OR pre:tok:riding))
1042,(((hyp:tok:couch OR hyp:tok:swimming) OR pre:tok:cute) OR pre:tok:courtyard)
1043,((((hyp:tok:in OR pre:tok:while) OR pre:tok:race) OR pre:tok:child) OR hyp:tok:shirt)
1044,((hyp:tok:beer AND pre:tok:man) OR hyp:tok:balance)
1045,((((NOT oth:overlap:overlap25) AND hyp:tok:couch) AND pre:tok:man) OR hyp:tok:pocket)
1046,((((hyp:tok:- AND pre:tok:while) OR hyp:tok:!) OR pre:tok:fast) OR pre:tok:desks)
1047,((((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe) OR pre:tok:bus) AND (NOT hyp:tok:on))
1048,(hyp:tok:are AND hyp:tok:golden)
1049,(hyp:tok:boat AND pre:tok:driving)
1050,((NOT oth:overlap:overlap25) AND hyp:tok:sidewalk)
1051,(((pre:tok:hikers OR pre:tok:lane) OR pre:tok:slope) OR pre:tok:activity)
1052,(NOT pre:tok:as)
1053,(pre:tok:painted AND pre:tok:to)
1054,(hyp:tok:human AND pre:tok:wearing)
1055,((((NOT pre:tok:in) AND hyp:tok:bass) OR pre:tok:skydiving) AND pre:tok:with)
1056,((pre:tok:design OR pre:tok:placing) OR pre:tok:folding)
1057,((((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers) OR hyp:tok:science) OR hyp:tok:produce)
1058,(((pre:tok:living OR pre:tok:shaving) OR pre:tok:bearded) OR hyp:tok:sport)
1059,(((hyp:tok:band AND pre:tok:guitars) OR hyp:tok:scarves) AND pre:tok:and)
1060,((hyp:tok:finishing OR hyp:tok:shoveling) OR pre:tok:easter)
1061,(hyp:tok:home AND pre:tok:at)
1062,(hyp:tok:cat OR hyp:tok:sleeping)
1063,((hyp:tok:in AND hyp:tok:riding) OR pre:tok:boards)
1064,(((hyp:tok:at OR hyp:tok:dance) OR pre:tok:attached) OR pre:tok:candy)
1065,(hyp:tok:jumping OR pre:tok:pet)
1066,((hyp:tok:home AND pre:tok:holding) AND hyp:tok:is)
1067,((NOT pre:tok:and) AND (pre:tok:with OR pre:tok:working))
1068,((((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded) OR pre:tok:chef) OR pre:tok:hydrant)
1069,(((((NOT pre:tok:sitting) AND hyp:tok:sitting) OR pre:tok:studying) AND (NOT pre:tok:to)) AND (NOT pre:tok:sits))
1070,(hyp:tok:wares AND pre:tok:are)
1071,(((hyp:tok:jet OR pre:tok:laughing) OR hyp:tok:wood) OR pre:tok:snowboarding)
1072,(((pre:tok:little OR pre:tok:young) OR hyp:tok:has) OR hyp:tok:about)
1073,(hyp:tok:beard OR hyp:tok:robes)
1074,((((NOT hyp:tok:are) AND (hyp:tok:humans OR pre:tok:pick)) AND (NOT oth:overlap:overlap25)) OR pre:tok:turns)
1075,(((hyp:tok:pots OR pre:tok:camping) OR pre:tok:meet) OR hyp:tok:hiding)
1076,((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:blue))
1077,((((pre:tok:are AND pre:tok:this) OR pre:tok:chinese) OR hyp:tok:filled) OR pre:tok:jean)
1078,((((hyp:tok:for AND hyp:tok:jump) OR hyp:tok:referee) OR pre:tok:unicycle) OR hyp:tok:shoe)
1079,((hyp:tok:down OR hyp:tok:eating) OR hyp:tok:sleeps)
1080,(((hyp:tok:eating OR pre:tok:microphone) OR hyp:tok:laying) OR pre:tok:bicycles)
1081,((hyp:tok:laying OR hyp:tok:seated) OR hyp:tok:pub)
1082,(hyp:tok:is OR hyp:tok:people)
1083,(hyp:tok:chess OR hyp:tok:running)
1084,((hyp:tok:night AND pre:tok:night) AND pre:tok:man)
1085,(hyp:tok:cat OR hyp:tok:eating)
1086,((((NOT oth:overlap:overlap25) AND pre:tok:blue) OR hyp:tok:swimming) OR hyp:tok:drives)
1087,((hyp:tok:friends OR hyp:tok:lunch) OR pre:tok:reads)
1088,(pre:tok:book AND pre:tok:in)
1089,((((hyp:tok:for OR hyp:tok:park) OR pre:tok:together) AND (NOT pre:tok:and)) OR hyp:tok:dancing)
1090,((hyp:tok:edge OR hyp:tok:tattoo) AND pre:tok:in)
1091,(((hyp:tok:cows AND pre:tok:people) OR pre:tok:numbers) AND (NOT pre:tok:on))
1092,(((hyp:tok:tables AND pre:tok:is) OR hyp:tok:suv) AND (NOT pre:tok:as))
1093,(((hyp:tok:for AND hyp:tok:jump) OR hyp:tok:referee) OR pre:tok:unicycle)
1094,(oth:overlap:overlap50 OR pre:tok:white)
1095,(hyp:tok:jet OR hyp:tok:tea)
1096,((hyp:tok:jet OR hyp:tok:tea) OR pre:tok:fun)
1097,((((hyp:tok:pool OR hyp:tok:swimming) OR hyp:tok:surfing) OR pre:tok:lake) OR hyp:tok:laundromat)
1098,(((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe) OR pre:tok:bus)
1099,((((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset) OR hyp:tok:human)
1100,((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two))
1101,(hyp:tok:motor OR pre:tok:motor)
1102,((((hyp:tok:blue OR hyp:tok:eating) OR hyp:tok:green) AND (NOT pre:tok:on)) OR hyp:tok:eats)
1103,(((hyp:tok:swimming OR hyp:tok:waiting) OR hyp:tok:dinner) OR pre:tok:masks)
1104,(hyp:tok:jumping AND pre:tok:into)
1105,(hyp:tok:friends OR hyp:tok:running)
1106,(hyp:tok:human OR pre:tok:surfing)
1107,((((pre:tok:book AND pre:tok:in) OR pre:tok:tunnel) OR hyp:tok:countryside) AND (NOT pre:tok:on))
1108,((((hyp:tok:at OR hyp:tok:in) OR hyp:tok:running) OR pre:tok:bicycle) OR pre:tok:snow)
1109,((hyp:tok:whose OR pre:tok:pumpkin) OR hyp:tok:above)
1110,(((hyp:tok:to OR oth:overlap:overlap50) OR hyp:tok:person) OR pre:tok:play)
1111,(hyp:tok:is OR pre:tok:girl)
1112,((((oth:overlap:overlap50 OR pre:tok:play) OR hyp:tok:person) OR pre:tok:stand) OR hyp:tok:competing)
1113,(((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone) OR hyp:tok:cardboard)
1114,(((((NOT hyp:tok:to) AND oth:overlap:overlap25) OR pre:tok:to) AND (NOT hyp:tok:for)) AND (NOT hyp:tok:while))
1115,((((NOT oth:overlap:overlap50) AND (pre:tok:pose OR pre:tok:walking)) OR pre:tok:talks) OR pre:tok:grocery)
1116,((((NOT pre:tok:to) AND (hyp:tok:asleep OR hyp:tok:nobody)) OR pre:tok:gesturing) AND (NOT pre:tok:holding))
1117,(NOT pre:tok:one)
1118,((hyp:tok:people AND hyp:tok:snow) AND pre:tok:snow)
1119,((((hyp:tok:and OR pre:tok:man) OR hyp:tok:at) OR pre:tok:out) AND (NOT hyp:tok:there))
1120,(hyp:tok:step OR pre:tok:checkered)
1121,((pre:tok:goat OR pre:tok:younger) AND hyp:tok:are)
1122,((((hyp:tok:chasing OR hyp:tok:playing) OR hyp:tok:middle) AND (NOT pre:tok:playing)) OR hyp:tok:dinner)
1123,(hyp:tok:black AND hyp:tok:wearing)
1124,((hyp:tok:coffee OR hyp:tok:pillow) OR hyp:tok:elephant)
1125,(hyp:tok:displaying OR pre:tok:army)
1126,(hyp:tok:in AND hyp:tok:riding)
1127,((((hyp:tok:pots OR pre:tok:camping) OR pre:tok:meet) OR hyp:tok:hiding) AND (NOT pre:tok:shirt))
1128,((hyp:tok:group AND pre:tok:motorcyclists) OR hyp:tok:sofa)
1129,(hyp:tok:cross OR hyp:tok:dinner)
1130,(((NOT pre:tok:with) AND (hyp:tok:his OR pre:tok:two)) AND (NOT hyp:tok:people))
1131,((((hyp:tok:bowls OR hyp:tok:knitting) AND hyp:tok:woman) OR pre:tok:lemons) AND pre:tok:woman)
1132,(hyp:tok:jet OR pre:tok:laughing)
1133,((hyp:tok:outside AND pre:tok:golfer) OR pre:tok:turns)
1134,(((hyp:tok:- AND pre:tok:while) OR hyp:tok:!) OR pre:tok:fast)
1135,(((((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant) OR pre:tok:weather) AND (NOT pre:tok:while))
1136,((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at)
1137,(((hyp:tok:guitars OR hyp:tok:spinning) OR hyp:tok:bottles) AND pre:tok:on)
1138,((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending)
1139,(((NOT pre:tok:his) AND oth:overlap:overlap75) AND (NOT hyp:tok:are))
1140,(((oth:overlap:overlap75 OR pre:tok:his) OR pre:tok:one) OR hyp:tok:outside)
1141,((((hyp:tok:in AND hyp:tok:swimming) OR hyp:tok:enjoy) OR hyp:tok:roller) OR hyp:tok:crime)
1142,((((NOT pre:tok:wearing) AND (hyp:tok:human OR hyp:tok:wearing)) OR pre:tok:swimming) OR hyp:tok:bowling)
1143,((NOT pre:tok:two) AND hyp:tok:outside)
1144,(hyp:tok:small AND pre:tok:swimming)
1145,(hyp:tok:tired OR hyp:tok:yellow)
1146,((hyp:tok:friends AND hyp:tok:group) OR hyp:tok:sad)
1147,(((pre:tok:movie OR pre:tok:produce) AND hyp:tok:is) OR pre:tok:training)
1148,(hyp:tok:dock OR hyp:tok:swimming)
1149,(((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:eats) OR hyp:tok:n't)
1150,((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night)
1151,((((NOT pre:tok:men) AND oth:overlap:overlap75) OR hyp:tok:nobody) OR pre:tok:glass)
1152,(((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:wearing)) OR hyp:tok:for)
1153,(((hyp:tok:outside AND pre:tok:golfer) OR pre:tok:turns) AND (NOT hyp:tok:is))
1154,(hyp:tok:smiling AND pre:tok:smile)
1155,(hyp:tok:inside AND pre:tok:bathing)
1156,(hyp:tok:snowy OR hyp:tok:yelling)
1157,(((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing) OR hyp:tok:naked)
1158,(hyp:tok:drinking OR pre:tok:riding)
1159,((pre:tok:are AND pre:tok:this) OR pre:tok:chinese)
1160,((hyp:tok:home OR pre:tok:performs) OR hyp:tok:pizza)
1161,(((hyp:tok:bed OR hyp:tok:police) OR hyp:tok:laying) OR pre:tok:washes)
1162,((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their) OR hyp:tok:during) AND (NOT pre:tok:one))
1163,(hyp:tok:ramp OR hyp:tok:snowball)
1164,((hyp:tok:tired OR hyp:tok:yellow) AND hyp:tok:man)
1165,(((hyp:tok:for AND hyp:tok:walmart) OR pre:tok:passed) AND (NOT pre:tok:two))
1166,(pre:tok:hangs OR pre:tok:leans)
1167,((((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight) AND (NOT pre:tok:camera))
1168,(((hyp:tok:jet OR hyp:tok:tea) OR pre:tok:fun) OR hyp:tok:rowboat)
1169,((((hyp:tok:softball OR pre:tok:upset) AND hyp:tok:man) OR hyp:tok:onlookers) AND pre:tok:in)
1170,(((NOT hyp:tok:man) AND (hyp:tok:years OR pre:tok:nap)) OR pre:tok:musician)
1171,(((hyp:tok:getting AND pre:tok:gathering) OR pre:tok:swims) AND hyp:tok:water)
1172,(hyp:tok:room AND hyp:tok:two)
1173,((((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look) OR hyp:tok:pick) AND (NOT pre:tok:down))
1174,((((hyp:tok:gesturing OR pre:tok:headscarf) OR pre:tok:form) OR pre:tok:sister) OR pre:tok:wild)
1175,((hyp:tok:saw OR pre:tok:swimsuit) OR pre:tok:army)
1176,((((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean) OR hyp:tok:had) OR hyp:tok:sandwich)
1177,(((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:in)) AND (NOT hyp:tok:people))
1178,((NOT pre:tok:his) AND hyp:tok:popsicle)
1179,(((hyp:tok:water AND pre:tok:swimming) OR hyp:tok:happening) OR hyp:tok:furniture)
1180,(((hyp:tok:carrot OR hyp:tok:yelling) OR hyp:tok:maintenance) OR hyp:tok:balance)
1181,((hyp:tok:jumping OR pre:tok:pet) AND hyp:tok:dog)
1182,(hyp:tok:empty OR hyp:tok:ocean)
1183,(((hyp:tok:swimming AND pre:tok:two) OR hyp:tok:maintenance) OR pre:tok:unicycle)
1184,(hyp:tok:- AND pre:tok:while)
1185,((NOT oth:overlap:overlap25) AND pre:tok:on)
1186,((((NOT pre:tok:in) AND (hyp:tok:inside AND pre:tok:man)) OR pre:tok:too) AND (NOT pre:tok:at))
1187,(pre:tok:curb OR pre:tok:raining)
1188,(((NOT pre:tok:running) AND hyp:tok:running) AND oth:overlap:overlap25)
1189,(hyp:tok:lime AND hyp:tok:woman)
1190,((pre:tok:man OR pre:tok:with) OR hyp:tok:child)
1191,(hyp:tok:cafeteria AND pre:tok:behind)
1192,(NOT pre:tok:yellow)
1193,((hyp:tok:cat OR hyp:tok:sleeping) OR hyp:tok:sleep)
1194,(pre:tok:with OR pre:tok:working)
1195,(((hyp:tok:tall AND pre:tok:two) OR pre:tok:i) OR pre:tok:walked)
1196,((hyp:tok:jet OR pre:tok:laughing) OR hyp:tok:wood)
1197,(hyp:tok:lead AND pre:tok:and)
1198,(((hyp:tok:tall AND pre:tok:and) OR hyp:tok:river) OR hyp:tok:bamboo)
1199,((((hyp:tok:scarves OR pre:tok:easter) OR pre:tok:cook) OR pre:tok:wild) OR hyp:tok:desks)
1200,(hyp:tok:gymnasium OR hyp:tok:hooded)
1201,((hyp:tok:indoors OR hyp:tok:machine) OR pre:tok:bearded)
