,Cluster1,Cluster2,Cluster3,Cluster4
685,(((hyp:tok:friends OR hyp:tok:running) OR hyp:tok:chasing) OR hyp:tok:herself),((((hyp:tok:conversation OR pre:tok:lying) AND pre:tok:in) OR hyp:tok:traditional) AND (NOT pre:tok:young)),(hyp:tok:his AND pre:tok:eight),
686,(((hyp:tok:middle AND hyp:tok:swimming) OR hyp:tok:tables) AND (NOT oth:overlap:overlap50)),(hyp:tok:vehicles AND pre:tok:racing),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:after),
687,((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking),(hyp:tok:outer AND pre:tok:in),((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:sit),
688,(((hyp:tok:women AND pre:tok:men) OR hyp:tok:buys) AND (NOT pre:tok:to)),((pre:tok:in OR pre:tok:on) OR oth:overlap:overlap25),(((hyp:tok:on AND hyp:tok:swimsuit) OR pre:tok:fetch) AND hyp:tok:is),
689,(((NOT hyp:tok:her) AND (hyp:tok:smiling AND hyp:tok:woman)) AND pre:tok:woman),((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:sofa),((((hyp:tok:clean OR hyp:tok:uniformed) OR hyp:tok:hoops) AND pre:tok:in) OR pre:tok:heading),
690,((((hyp:tok:whose OR pre:tok:pumpkin) OR hyp:tok:above) AND oth:overlap:overlap50) AND (NOT hyp:tok:girl)),((pre:tok:blocking OR pre:tok:conducting) AND hyp:tok:play),(hyp:tok:nobody AND pre:tok:large),
691,(hyp:tok:eating OR pre:tok:background),((hyp:tok:brown OR hyp:tok:face) AND oth:overlap:overlap75),(((hyp:tok:chasing OR hyp:tok:running) OR hyp:tok:diving) AND (NOT oth:overlap:overlap50)),
692,((((NOT oth:overlap:overlap25) AND (hyp:tok:least OR pre:tok:put)) OR hyp:tok:wheeled) OR hyp:tok:stripe),((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:eating) OR hyp:tok:asleep) OR hyp:tok:cafe),(((NOT hyp:tok:for) AND oth:overlap:overlap50) OR hyp:tok:has),
693,((((hyp:tok:human OR pre:tok:surfing) OR pre:tok:chopping) OR hyp:tok:helmet) OR pre:tok:ready),((((NOT hyp:tok:in) AND (hyp:tok:people OR oth:overlap:overlap50)) AND (NOT hyp:tok:to)) AND (NOT hyp:tok:girl)),(NOT hyp:tok:around),
694,(((hyp:tok:to OR pre:tok:street) OR hyp:tok:old) OR hyp:tok:eating),((hyp:tok:rollerskating OR hyp:tok:surfing) AND pre:tok:with),(((hyp:tok:for OR hyp:tok:tall) OR hyp:tok:parade) AND (NOT pre:tok:at)),
695,((((hyp:tok:in OR pre:tok:while) OR pre:tok:race) OR pre:tok:child) OR hyp:tok:shirt),((hyp:tok:field AND pre:tok:woman) OR hyp:tok:hooded),((NOT oth:overlap:overlap25) AND (hyp:tok:name OR pre:tok:tunnel)),
696,(((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone) OR hyp:tok:cardboard),((hyp:tok:naked OR hyp:tok:swimming) OR pre:tok:winter),((NOT oth:overlap:overlap25) AND pre:tok:man),
697,(((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight),((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT hyp:tok:wearing)) AND (NOT pre:tok:and)),((((hyp:tok:ladies OR hyp:tok:vegetable) OR hyp:tok:international) OR pre:tok:neighborhood) OR hyp:tok:surf),
698,((((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe) OR pre:tok:bus) AND (NOT hyp:tok:on)),(((pre:tok:boy AND pre:tok:skateboard) OR hyp:tok:wheeler) AND (NOT oth:overlap:overlap50)),(((hyp:tok:brushes OR hyp:tok:rollerblading) OR hyp:tok:you) OR hyp:tok:roller),
699,(hyp:tok:daughter OR pre:tok:straight),(hyp:tok:fetch OR hyp:tok:turns),((((NOT pre:tok:woman) AND (hyp:tok:there OR oth:overlap:overlap25)) OR hyp:tok:person) OR pre:tok:older),
700,((hyp:tok:for AND hyp:tok:walmart) OR pre:tok:passed),(((NOT oth:overlap:overlap25) AND (hyp:tok:barefoot OR pre:tok:dump)) OR pre:tok:moon),((((hyp:tok:chatting OR pre:tok:kite) AND hyp:tok:standing) OR hyp:tok:wading) AND pre:tok:woman),
701,((((hyp:tok:home AND pre:tok:at) OR pre:tok:pipe) OR hyp:tok:championship) OR hyp:tok:golden),(((hyp:tok:human OR hyp:tok:tools) OR hyp:tok:straight) AND (NOT hyp:tok:is)),(hyp:tok:at AND hyp:tok:home),
702,(hyp:tok:pets OR hyp:tok:swimming),(((hyp:tok:bedroom OR hyp:tok:inside) OR hyp:tok:chair) OR pre:tok:hose),((hyp:tok:human AND pre:tok:'s) OR pre:tok:turns),
703,((((hyp:tok:park OR pre:tok:suspenders) AND pre:tok:shirt) OR hyp:tok:garage) OR hyp:tok:court),((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases),(hyp:tok:clothing OR pre:tok:garage),
704,((((hyp:tok:suburban OR pre:tok:skiing) OR hyp:tok:clouds) OR hyp:tok:terrain) OR hyp:tok:spinning),((((NOT oth:overlap:overlap25) AND (pre:tok:in OR pre:tok:wearing)) OR hyp:tok:sleeping) AND (NOT hyp:tok:there)),(hyp:tok:are AND hyp:tok:outside),
705,(((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet) AND (NOT pre:tok:in)),((((NOT pre:tok:wearing) AND (hyp:tok:wearing OR pre:tok:makeup)) AND (NOT pre:tok:on)) AND pre:tok:in),(hyp:tok:drinks OR hyp:tok:nobody),
706,((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras),((hyp:tok:watching AND pre:tok:performers) OR pre:tok:crib),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:while),
707,((((NOT pre:tok:in) AND (hyp:tok:inside AND pre:tok:man)) OR pre:tok:too) AND (NOT pre:tok:at)),((((NOT pre:tok:black) AND hyp:tok:black) OR hyp:tok:brown) AND (NOT pre:tok:and)),((((hyp:tok:basketball OR hyp:tok:teenagers) OR hyp:tok:pet) AND (NOT pre:tok:and)) OR hyp:tok:kissing),
708,((((hyp:tok:friends AND hyp:tok:group) OR hyp:tok:sad) AND (NOT pre:tok:in)) OR hyp:tok:rival),(hyp:tok:desert OR hyp:tok:grassy),((((hyp:tok:eating OR hyp:tok:nobody) OR hyp:tok:alone) OR hyp:tok:drives) OR hyp:tok:only),
709,((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine),(hyp:tok:cat OR pre:tok:see),(hyp:tok:girls AND pre:tok:trunks),
710,(hyp:tok:and OR pre:tok:man),((((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk) OR hyp:tok:crane) AND oth:overlap:overlap50),((hyp:tok:clothing OR pre:tok:garage) AND pre:tok:man),
711,(((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot) OR pre:tok:whose),(((hyp:tok:by AND hyp:tok:wares) OR hyp:tok:interested) AND pre:tok:his),,
712,((((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending) AND pre:tok:and) OR hyp:tok:may),((((hyp:tok:low OR pre:tok:railing) OR hyp:tok:rollerblading) AND (NOT oth:overlap:overlap25)) OR hyp:tok:finished),,
713,((((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting)) OR pre:tok:four) AND (NOT oth:overlap:overlap50)),((hyp:tok:running AND pre:tok:walking) OR hyp:tok:though),,
714,(((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing),((((NOT oth:overlap:overlap25) AND (hyp:tok:river OR pre:tok:gives)) OR hyp:tok:rollerblading) OR hyp:tok:fake),,
715,(((NOT hyp:tok:riding) AND (hyp:tok:drinking OR pre:tok:riding)) OR hyp:tok:blanket),(hyp:tok:nobody AND pre:tok:two),,
716,((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar),((((NOT hyp:tok:is) AND (pre:tok:church OR pre:tok:steel)) OR hyp:tok:finished) OR pre:tok:practice),,
717,(((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers) OR hyp:tok:science),((((hyp:tok:shoot OR hyp:tok:steering) OR hyp:tok:lumberjack) AND (NOT pre:tok:to)) AND (NOT oth:overlap:overlap75)),,
718,((hyp:tok:naked AND pre:tok:people) OR hyp:tok:hooded),((((hyp:tok:lunch OR hyp:tok:outer) OR hyp:tok:desk) OR hyp:tok:body) OR hyp:tok:stay),,
719,(hyp:tok:among OR pre:tok:puts),(((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT pre:tok:blue)) AND (NOT pre:tok:on)) AND (NOT pre:tok:girl)),,
720,(((NOT hyp:tok:man) AND (hyp:tok:years OR pre:tok:nap)) OR pre:tok:musician),((hyp:tok:tools OR pre:tok:jet) AND hyp:tok:is),,
721,(((hyp:tok:house OR pre:tok:leaping) OR pre:tok:leaf) OR hyp:tok:parked),(((hyp:tok:animals AND pre:tok:water) OR hyp:tok:5) OR hyp:tok:elder),,
722,((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep),((hyp:tok:alone OR hyp:tok:swimming) OR hyp:tok:eating),,
723,((((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight) OR hyp:tok:gather) OR hyp:tok:well),(hyp:tok:least AND pre:tok:on),,
724,((hyp:tok:snowy OR hyp:tok:yelling) OR pre:tok:angry),((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:shirt)),,
725,(hyp:tok:inside AND pre:tok:man),((((hyp:tok:no OR hyp:tok:nobody) OR hyp:tok:anything) OR pre:tok:excited) OR hyp:tok:nothing),,
726,(((NOT pre:tok:people) AND hyp:tok:nobody) AND (NOT pre:tok:front)),((pre:tok:indoor AND pre:tok:young) OR hyp:tok:ears),,
727,(hyp:tok:naked AND pre:tok:people),(((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk) OR hyp:tok:crane),,
728,(hyp:tok:carrot OR hyp:tok:yelling),(((hyp:tok:gear OR pre:tok:poster) OR hyp:tok:shoveling) OR pre:tok:best),,
729,((((NOT pre:tok:are) AND (oth:overlap:overlap75 OR pre:tok:items)) AND (NOT hyp:tok:in)) OR pre:tok:works),((((hyp:tok:nobody AND oth:overlap:overlap25) OR hyp:tok:where) AND pre:tok:is) OR hyp:tok:paved),,
730,((((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving) AND (NOT pre:tok:man)),((NOT pre:tok:in) AND hyp:tok:shoot),,
731,((((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are) AND (NOT hyp:tok:in)),((NOT hyp:tok:two) AND (pre:tok:converse OR pre:tok:hikers)),,
732,(hyp:tok:smiling AND hyp:tok:woman),((((NOT pre:tok:while) AND (hyp:tok:green OR hyp:tok:wearing)) AND (NOT hyp:tok:and)) OR pre:tok:cement),,
733,((hyp:tok:you AND pre:tok:-) OR pre:tok:wares),(hyp:tok:driving OR hyp:tok:playing),,
734,((((hyp:tok:in AND hyp:tok:riding) OR pre:tok:boards) AND (NOT pre:tok:and)) OR hyp:tok:stars),(((((NOT pre:tok:woman) AND hyp:tok:woman) AND oth:overlap:overlap25) AND (NOT hyp:tok:in)) AND (NOT pre:tok:red)),,
735,(((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar) AND (NOT oth:overlap:overlap50)),(NOT hyp:tok:children),,
736,((((hyp:tok:riders OR pre:tok:clown) OR hyp:tok:legs) AND pre:tok:in) OR hyp:tok:officers),((NOT pre:tok:and) AND hyp:tok:tall),,
737,((((NOT oth:overlap:overlap25) AND pre:tok:blue) OR hyp:tok:swimming) OR hyp:tok:drives),(hyp:tok:and AND pre:tok:traveling),,
738,((hyp:tok:camouflage OR hyp:tok:sheep) AND pre:tok:and),((NOT oth:overlap:overlap75) AND (hyp:tok:in OR hyp:tok:sitting)),,
739,((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone),(((NOT pre:tok:is) AND (hyp:tok:outdoors AND pre:tok:in)) AND (NOT oth:overlap:overlap50)),,
740,(hyp:tok:whose OR pre:tok:pumpkin),(hyp:tok:backyard OR pre:tok:alone),,
741,((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game),(hyp:tok:microscope OR pre:tok:learning),,
742,((((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling) OR hyp:tok:suspended) OR hyp:tok:pitcher),((hyp:tok:nobody OR oth:overlap:overlap75) OR hyp:tok:not),,
743,((((hyp:tok:and AND hyp:tok:walk) OR pre:tok:karate) OR hyp:tok:low) AND (NOT pre:tok:woman)),(hyp:tok:running AND pre:tok:walking),,
744,(((hyp:tok:carrot OR hyp:tok:yelling) OR hyp:tok:maintenance) OR hyp:tok:balance),(((hyp:tok:through AND pre:tok:motorcyclists) OR pre:tok:act) AND (NOT hyp:tok:on)),,
745,(((hyp:tok:handed OR pre:tok:singer) OR hyp:tok:museum) OR hyp:tok:subway),((hyp:tok:playing AND pre:tok:swimming) OR hyp:tok:swims),,
746,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:dog) OR hyp:tok:looks),((((NOT oth:overlap:overlap25) AND hyp:tok:nobody) AND (NOT pre:tok:while)) AND (NOT pre:tok:woman)),,
747,(((hyp:tok:human AND pre:tok:wearing) OR pre:tok:turns) AND (NOT hyp:tok:is)),(hyp:tok:running AND pre:tok:group),,
748,(((hyp:tok:band AND pre:tok:guitars) OR hyp:tok:scarves) AND pre:tok:and),((hyp:tok:outside OR hyp:tok:park) OR hyp:tok:older),,
749,(hyp:tok:project OR hyp:tok:puzzle),(((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR pre:tok:other),,
750,(((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand) OR pre:tok:arm),(hyp:tok:brushes OR hyp:tok:swims),,
751,(hyp:tok:softball OR pre:tok:upset),((((oth:overlap:overlap25 OR pre:tok:in) OR hyp:tok:to) AND (NOT hyp:tok:sitting)) AND (NOT hyp:tok:sleeping)),,
752,((hyp:tok:helps OR hyp:tok:tunnel) AND pre:tok:is),((((hyp:tok:human OR hyp:tok:vehicles) OR pre:tok:stars) OR pre:tok:belt) AND (NOT pre:tok:-)),,
753,(hyp:tok:at AND hyp:tok:coffee),(hyp:tok:pets AND pre:tok:on),,
754,((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their),(hyp:tok:farmer AND pre:tok:in),,
755,((((NOT pre:tok:man) AND (hyp:tok:nobody OR hyp:tok:nothing)) OR pre:tok:everywhere) AND (NOT pre:tok:woman)),((((hyp:tok:for OR pre:tok:sitting) OR hyp:tok:tall) OR hyp:tok:running) AND (NOT oth:overlap:overlap75)),,
756,(oth:overlap:overlap50 OR pre:tok:play),((hyp:tok:by AND hyp:tok:wares) OR hyp:tok:interested),,
757,((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe),(((hyp:tok:sitting OR hyp:tok:swimming) OR hyp:tok:white) AND (NOT pre:tok:sitting)),,
758,((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)),(hyp:tok:on OR hyp:tok:playing),,
759,((hyp:tok:blanket AND pre:tok:through) OR pre:tok:jumped),((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige),,
760,(((hyp:tok:cafe OR hyp:tok:sleeps) OR hyp:tok:blanket) OR hyp:tok:cats),((hyp:tok:kisses OR pre:tok:soda) AND hyp:tok:with),,
761,(hyp:tok:outdoors AND pre:tok:in),((NOT pre:tok:blue) AND (hyp:tok:during OR oth:overlap:overlap75)),,
762,((pre:tok:cherry OR pre:tok:picking) OR pre:tok:angry),((pre:tok:puddle OR pre:tok:surfing) OR pre:tok:shaving),,
763,(((((NOT pre:tok:with) AND hyp:tok:nobody) AND (NOT pre:tok:woman)) AND (NOT pre:tok:boy)) AND (NOT pre:tok:wearing)),((oth:overlap:overlap25 OR pre:tok:in) OR pre:tok:and),,
764,(hyp:tok:his OR pre:tok:with),((hyp:tok:inside OR hyp:tok:not) OR hyp:tok:clothes),,
765,(hyp:tok:sleeping OR hyp:tok:swimming),((((hyp:tok:sitting AND pre:tok:walks) OR hyp:tok:audience) AND hyp:tok:sitting) OR hyp:tok:outer),,
766,(((hyp:tok:guitarist OR pre:tok:images) OR hyp:tok:fan) AND oth:overlap:overlap50),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:and),,
767,((((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset) OR hyp:tok:human),((hyp:tok:running AND pre:tok:group) OR pre:tok:lane),,
768,(NOT hyp:tok:while),(((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person),,
769,(((hyp:tok:at OR hyp:tok:sitting) OR hyp:tok:swimming) AND (NOT pre:tok:at)),(((pre:tok:indoor AND pre:tok:young) OR hyp:tok:ears) OR hyp:tok:move),,
770,(((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are),((hyp:tok:formal OR hyp:tok:pets) OR pre:tok:walked),,
771,((hyp:tok:guys OR pre:tok:instruments) OR pre:tok:checks),((NOT pre:tok:and) AND (hyp:tok:home AND pre:tok:beach)),,
772,(hyp:tok:home AND pre:tok:at),(hyp:tok:outside OR hyp:tok:park),,
773,(hyp:tok:handed OR pre:tok:singer),((hyp:tok:eating OR hyp:tok:office) AND hyp:tok:in),,
774,((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars),(((NOT hyp:tok:is) AND (pre:tok:church OR pre:tok:steel)) OR hyp:tok:finished),,
775,(((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate),(pre:tok:city OR pre:tok:sitting),,
776,((((hyp:tok:dock OR hyp:tok:swimming) AND hyp:tok:people) OR hyp:tok:though) OR hyp:tok:among),(hyp:tok:guitar AND hyp:tok:in),,
777,(hyp:tok:beard OR hyp:tok:robes),(hyp:tok:into AND pre:tok:goggles),,
778,((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25),(((NOT hyp:tok:to) AND (oth:overlap:overlap25 OR pre:tok:and)) AND (NOT hyp:tok:for)),,
779,(hyp:tok:suit OR pre:tok:courtyard),(pre:tok:lost OR pre:tok:moon),,
780,((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer),(pre:tok:in OR pre:tok:on),,
781,(((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain) AND (NOT pre:tok:with)),((((pre:tok:puddle OR pre:tok:surfing) OR pre:tok:shaving) OR pre:tok:surf) OR hyp:tok:stream),,
782,(hyp:tok:dry OR pre:tok:least),(((hyp:tok:guitar AND hyp:tok:in) OR hyp:tok:silver) OR hyp:tok:packages),,
783,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:next)),(((NOT pre:tok:standing) AND hyp:tok:snowman) AND (NOT oth:overlap:overlap50)),,
784,((((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie) OR hyp:tok:brushes) AND (NOT pre:tok:with)),((hyp:tok:groom OR hyp:tok:year) AND pre:tok:is),,
785,((((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for) OR hyp:tok:her) OR pre:tok:someone),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person) OR hyp:tok:water),,
786,(hyp:tok:apartment OR hyp:tok:creating),((((hyp:tok:heading OR hyp:tok:way) AND hyp:tok:are) AND pre:tok:on) OR pre:tok:numbered),,
787,((NOT pre:tok:on) AND hyp:tok:on),(((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:sofa) OR hyp:tok:desks),,
788,(((hyp:tok:sitting AND pre:tok:pots) OR pre:tok:native) AND hyp:tok:man),(pre:tok:in OR pre:tok:wearing),,
789,(hyp:tok:wooden AND pre:tok:handling),((((hyp:tok:sleeping OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:chair) OR hyp:tok:bed),,
790,(hyp:tok:park AND pre:tok:building),(hyp:tok:cliff OR hyp:tok:eating),,
791,((hyp:tok:dinner AND pre:tok:food) OR hyp:tok:airplane),(pre:tok:blocking OR pre:tok:conducting),,
792,(hyp:tok:rope OR pre:tok:uniformed),(hyp:tok:men AND hyp:tok:smiling),,
793,((((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister) OR hyp:tok:trip) OR hyp:tok:favorite),((hyp:tok:party OR hyp:tok:professional) AND pre:tok:on),,
794,(((hyp:tok:bedroom OR hyp:tok:stuck) OR hyp:tok:clock) AND (NOT pre:tok:in)),(((NOT pre:tok:on) AND (hyp:tok:on OR hyp:tok:playing)) OR pre:tok:street),,
795,((((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing) OR hyp:tok:naked) OR hyp:tok:buys),((hyp:tok:cafe AND pre:tok:women) OR pre:tok:passed),,
796,(((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving),(((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige) OR hyp:tok:arena),,
797,((((hyp:tok:couch OR hyp:tok:crying) OR hyp:tok:seated) AND (NOT pre:tok:with)) AND (NOT oth:overlap:overlap50)),(hyp:tok:signs OR hyp:tok:tv),,
798,(hyp:tok:cat OR hyp:tok:eating),((hyp:tok:favorite OR pre:tok:tray) OR hyp:tok:funny),,
799,(hyp:tok:home AND pre:tok:holding),(((pre:tok:life AND pre:tok:three) OR hyp:tok:clock) OR hyp:tok:you),,
800,((((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight) AND (NOT pre:tok:camera)),((((NOT pre:tok:at) AND (hyp:tok:for OR hyp:tok:her)) OR hyp:tok:after) OR hyp:tok:owner),,
801,((pre:tok:blue OR pre:tok:up) OR pre:tok:their),((NOT pre:tok:sitting) AND (hyp:tok:blue OR hyp:tok:sitting)),,
802,(((hyp:tok:saw OR pre:tok:swimsuit) OR pre:tok:army) AND (NOT pre:tok:is)),(((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases) OR pre:tok:sound),,
803,((((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing)) OR hyp:tok:running) OR hyp:tok:sits),(((NOT oth:overlap:overlap25) AND (pre:tok:in OR pre:tok:wearing)) OR hyp:tok:sleeping),,
804,(hyp:tok:and AND hyp:tok:walk),(NOT pre:tok:pants),,
805,((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch),(((hyp:tok:touching OR hyp:tok:wet) OR hyp:tok:animals) OR hyp:tok:glasses),,
806,(hyp:tok:appears OR hyp:tok:sad),((((NOT pre:tok:men) AND hyp:tok:men) OR hyp:tok:puzzle) AND (NOT pre:tok:man)),,
807,(((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in) OR hyp:tok:cafeteria),((((hyp:tok:fetch OR hyp:tok:turns) AND pre:tok:in) OR hyp:tok:direction) OR hyp:tok:inflatable),,
808,((((hyp:tok:home AND pre:tok:from) AND hyp:tok:is) OR hyp:tok:handing) AND (NOT pre:tok:to)),((pre:tok:boy AND pre:tok:skateboard) OR hyp:tok:wheeler),,
809,(((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking) OR hyp:tok:wild),((((NOT oth:overlap:overlap50) AND (oth:overlap:overlap25 OR pre:tok:in)) OR hyp:tok:is) AND (NOT hyp:tok:outside)),,
810,(((NOT hyp:tok:are) AND (hyp:tok:humans OR pre:tok:pick)) AND (NOT oth:overlap:overlap25)),((NOT pre:tok:is) AND (hyp:tok:outdoors AND pre:tok:in)),,
811,(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:soccer)) OR hyp:tok:duck),(((hyp:tok:pub OR pre:tok:hang) AND pre:tok:in) OR hyp:tok:chain),,
812,((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool),(((NOT hyp:tok:next) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after),,
813,(((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25) AND (NOT hyp:tok:is)),(hyp:tok:bicycle OR pre:tok:below),,
814,(hyp:tok:scarves OR pre:tok:easter),((NOT pre:tok:in) AND hyp:tok:hate),,
815,(hyp:tok:home AND pre:tok:from),((((pre:tok:crafts OR pre:tok:flowered) OR pre:tok:mid) OR hyp:tok:sunlight) OR pre:tok:remote),,
816,(hyp:tok:indoors OR hyp:tok:machine),((((NOT oth:overlap:overlap25) AND (hyp:tok:painting OR hyp:tok:smiling)) OR hyp:tok:left) OR hyp:tok:backpack),,
817,(((hyp:tok:for OR hyp:tok:park) OR pre:tok:together) AND (NOT pre:tok:and)),((((hyp:tok:in AND oth:overlap:overlap50) OR hyp:tok:red) OR hyp:tok:cream) OR hyp:tok:cat),,
818,((((NOT pre:tok:his) AND oth:overlap:overlap75) AND (NOT hyp:tok:are)) OR hyp:tok:girlfriend),(hyp:tok:chases AND pre:tok:is),,
819,((((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras) AND (NOT pre:tok:with)) OR hyp:tok:sides),(hyp:tok:outside AND pre:tok:strike),,
820,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:dressed)),(((NOT pre:tok:is) AND (hyp:tok:favorite OR pre:tok:stove)) OR hyp:tok:chat),,
821,((((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something) OR hyp:tok:trick) OR hyp:tok:uses),(NOT hyp:tok:ocean),,
822,((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards),((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:eating),,
823,(hyp:tok:finished OR pre:tok:enter),((NOT pre:tok:shirt) AND (hyp:tok:blue OR hyp:tok:brown)),,
824,(((hyp:tok:apartment OR hyp:tok:creating) OR hyp:tok:caught) OR hyp:tok:cow),(((hyp:tok:backyard OR pre:tok:alone) OR hyp:tok:stroller) AND (NOT pre:tok:in)),,
825,(hyp:tok:barely OR hyp:tok:sweater),(((hyp:tok:in AND oth:overlap:overlap50) OR hyp:tok:red) OR hyp:tok:cream),,
826,(((hyp:tok:beer AND pre:tok:man) OR hyp:tok:balance) AND pre:tok:in),((hyp:tok:eating OR hyp:tok:sitting) OR hyp:tok:asleep),,
827,((((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer) OR pre:tok:crafts) OR pre:tok:splashes),((hyp:tok:woman AND pre:tok:man) OR hyp:tok:eating),,
828,(((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night) OR pre:tok:chairs),((NOT pre:tok:beach) AND hyp:tok:beach),,
829,((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister),(((((NOT pre:tok:black) AND hyp:tok:black) OR hyp:tok:brown) AND (NOT pre:tok:and)) AND (NOT pre:tok:with)),,
830,((hyp:tok:tall AND pre:tok:and) OR hyp:tok:river),((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:swimming)),,
831,((((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate) OR hyp:tok:grill),((NOT pre:tok:at) AND (hyp:tok:sitting OR hyp:tok:sleeping)),,
832,((((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:eats) OR hyp:tok:n't) OR hyp:tok:fish),(((hyp:tok:running OR pre:tok:sitting) OR pre:tok:pool) OR hyp:tok:field),,
833,((((NOT pre:tok:and) AND (pre:tok:with OR pre:tok:working)) OR hyp:tok:no) OR hyp:tok:eating),((hyp:tok:microscope OR pre:tok:flowered) OR hyp:tok:camouflage),,
