,Cluster1,Cluster2,Cluster3,Cluster4
697,((((hyp:tok:whose OR pre:tok:pumpkin) OR hyp:tok:above) AND oth:overlap:overlap50) AND (NOT hyp:tok:girl)),((hyp:tok:older AND pre:tok:holding) AND hyp:tok:her),,
698,(hyp:tok:eating OR pre:tok:background),((NOT pre:tok:and) AND (hyp:tok:woman AND pre:tok:man)),,
699,((((NOT oth:overlap:overlap25) AND (hyp:tok:least OR pre:tok:put)) OR hyp:tok:wheeled) OR hyp:tok:stripe),(pre:tok:life AND pre:tok:three),,
700,((((hyp:tok:human OR pre:tok:surfing) OR pre:tok:chopping) OR hyp:tok:helmet) OR pre:tok:ready),((((hyp:tok:field AND pre:tok:woman) OR hyp:tok:hooded) OR pre:tok:heading) AND hyp:tok:in),,
701,(((hyp:tok:to OR pre:tok:street) OR hyp:tok:old) OR hyp:tok:eating),((((hyp:tok:compete OR hyp:tok:microscope) OR hyp:tok:camouflage) OR hyp:tok:tan) OR hyp:tok:pictured),,
702,((((hyp:tok:in OR pre:tok:while) OR pre:tok:race) OR pre:tok:child) OR hyp:tok:shirt),(((NOT pre:tok:outside) AND hyp:tok:outside) AND (NOT pre:tok:woman)),,
703,(((hyp:tok:beard OR hyp:tok:robes) OR hyp:tok:bone) OR hyp:tok:cardboard),(((hyp:tok:women AND pre:tok:men) OR hyp:tok:vegetable) OR hyp:tok:rollerblading),,
704,(((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight),((((hyp:tok:inside OR hyp:tok:not) OR hyp:tok:clothes) OR pre:tok:babies) OR hyp:tok:body),,
705,((((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe) OR pre:tok:bus) AND (NOT hyp:tok:on)),((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:woman)),,
706,(hyp:tok:daughter OR pre:tok:straight),((((hyp:tok:conversation OR pre:tok:lying) AND pre:tok:in) OR hyp:tok:traditional) AND (NOT pre:tok:young)),,
707,((hyp:tok:for AND hyp:tok:walmart) OR pre:tok:passed),((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:sofa),,
708,((((hyp:tok:home AND pre:tok:at) OR pre:tok:pipe) OR hyp:tok:championship) OR hyp:tok:golden),((pre:tok:in OR pre:tok:on) OR oth:overlap:overlap25),,
709,(hyp:tok:pets OR hyp:tok:swimming),((pre:tok:blocking OR pre:tok:conducting) AND hyp:tok:play),,
710,((((hyp:tok:park OR pre:tok:suspenders) AND pre:tok:shirt) OR hyp:tok:garage) OR hyp:tok:court),((hyp:tok:brown OR hyp:tok:face) AND oth:overlap:overlap75),,
711,((((hyp:tok:suburban OR pre:tok:skiing) OR hyp:tok:clouds) OR hyp:tok:terrain) OR hyp:tok:spinning),((((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:eating) OR hyp:tok:asleep) OR hyp:tok:cafe),,
712,(((hyp:tok:men AND hyp:tok:team) OR hyp:tok:trumpet) AND (NOT pre:tok:in)),((((NOT hyp:tok:in) AND (hyp:tok:people OR oth:overlap:overlap50)) AND (NOT hyp:tok:to)) AND (NOT hyp:tok:girl)),,
713,((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras),((hyp:tok:rollerskating OR hyp:tok:surfing) AND pre:tok:with),,
714,((((NOT pre:tok:in) AND (hyp:tok:inside AND pre:tok:man)) OR pre:tok:too) AND (NOT pre:tok:at)),((hyp:tok:field AND pre:tok:woman) OR hyp:tok:hooded),,
715,((((hyp:tok:friends AND hyp:tok:group) OR hyp:tok:sad) AND (NOT pre:tok:in)) OR hyp:tok:rival),((hyp:tok:naked OR hyp:tok:swimming) OR pre:tok:winter),,
716,((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine),((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT hyp:tok:wearing)) AND (NOT pre:tok:and)),,
717,(hyp:tok:and OR pre:tok:man),(((pre:tok:boy AND pre:tok:skateboard) OR hyp:tok:wheeler) AND (NOT oth:overlap:overlap50)),,
718,(((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot) OR pre:tok:whose),(hyp:tok:competition AND hyp:tok:surfing),,
719,(hyp:tok:race AND pre:tok:pavement),(hyp:tok:fetch OR hyp:tok:turns),,
720,((((hyp:tok:protective OR hyp:tok:shoot) OR hyp:tok:pretending) AND pre:tok:and) OR hyp:tok:may),(((NOT oth:overlap:overlap25) AND (hyp:tok:barefoot OR pre:tok:dump)) OR pre:tok:moon),,
721,((((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting)) OR pre:tok:four) AND (NOT oth:overlap:overlap50)),(((hyp:tok:human OR hyp:tok:tools) OR hyp:tok:straight) AND (NOT hyp:tok:is)),,
722,(((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to) OR pre:tok:rowing),(((hyp:tok:at OR hyp:tok:to) OR hyp:tok:for) OR hyp:tok:his),,
723,(((NOT hyp:tok:riding) AND (hyp:tok:drinking OR pre:tok:riding)) OR hyp:tok:blanket),(((hyp:tok:bedroom OR hyp:tok:inside) OR hyp:tok:chair) OR pre:tok:hose),,
724,((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar),((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases),,
725,(((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers) OR hyp:tok:science),((((NOT oth:overlap:overlap25) AND (pre:tok:in OR pre:tok:wearing)) OR hyp:tok:sleeping) AND (NOT hyp:tok:there)),,
726,((hyp:tok:naked AND pre:tok:people) OR hyp:tok:hooded),((((NOT pre:tok:wearing) AND (hyp:tok:wearing OR pre:tok:makeup)) AND (NOT pre:tok:on)) AND pre:tok:in),,
727,(hyp:tok:among OR pre:tok:puts),((hyp:tok:watching AND pre:tok:performers) OR pre:tok:crib),,
728,(((NOT hyp:tok:man) AND (hyp:tok:years OR pre:tok:nap)) OR pre:tok:musician),((((NOT pre:tok:black) AND hyp:tok:black) OR hyp:tok:brown) AND (NOT pre:tok:and)),,
729,(((hyp:tok:house OR pre:tok:leaping) OR pre:tok:leaf) OR hyp:tok:parked),(hyp:tok:desert OR hyp:tok:grassy),,
730,((hyp:tok:eating OR hyp:tok:sleeps) OR hyp:tok:sleep),(hyp:tok:cat OR pre:tok:see),,
731,((((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight) OR hyp:tok:gather) OR hyp:tok:well),((((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk) OR hyp:tok:crane) AND oth:overlap:overlap50),,
732,((hyp:tok:snowy OR hyp:tok:yelling) OR pre:tok:angry),(((hyp:tok:by AND hyp:tok:wares) OR hyp:tok:interested) AND pre:tok:his),,
733,(hyp:tok:inside AND pre:tok:man),((((hyp:tok:low OR pre:tok:railing) OR hyp:tok:rollerblading) AND (NOT oth:overlap:overlap25)) OR hyp:tok:finished),,
734,(((NOT pre:tok:people) AND hyp:tok:nobody) AND (NOT pre:tok:front)),(hyp:tok:bed OR hyp:tok:swimming),,
735,(hyp:tok:naked AND pre:tok:people),((hyp:tok:running AND pre:tok:walking) OR hyp:tok:though),,
736,(hyp:tok:carrot OR hyp:tok:yelling),((((NOT oth:overlap:overlap25) AND (hyp:tok:river OR pre:tok:gives)) OR hyp:tok:rollerblading) OR hyp:tok:fake),,
737,((((NOT pre:tok:are) AND (oth:overlap:overlap75 OR pre:tok:items)) AND (NOT hyp:tok:in)) OR pre:tok:works),(hyp:tok:nobody AND pre:tok:two),,
738,((((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving) AND (NOT pre:tok:man)),((((NOT hyp:tok:is) AND (pre:tok:church OR pre:tok:steel)) OR hyp:tok:finished) OR pre:tok:practice),,
739,((((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are) AND (NOT hyp:tok:in)),((((hyp:tok:shoot OR hyp:tok:steering) OR hyp:tok:lumberjack) AND (NOT pre:tok:to)) AND (NOT oth:overlap:overlap75)),,
740,(hyp:tok:smiling AND hyp:tok:woman),((((hyp:tok:lunch OR hyp:tok:outer) OR hyp:tok:desk) OR hyp:tok:body) OR hyp:tok:stay),,
741,((hyp:tok:you AND pre:tok:-) OR pre:tok:wares),(((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT pre:tok:blue)) AND (NOT pre:tok:on)) AND (NOT pre:tok:girl)),,
742,((((hyp:tok:in AND hyp:tok:riding) OR pre:tok:boards) AND (NOT pre:tok:and)) OR hyp:tok:stars),((hyp:tok:tools OR pre:tok:jet) AND hyp:tok:is),,
743,(((hyp:tok:inside OR hyp:tok:kitchen) OR hyp:tok:bar) AND (NOT oth:overlap:overlap50)),(((hyp:tok:animals AND pre:tok:water) OR hyp:tok:5) OR hyp:tok:elder),,
744,(hyp:tok:eating OR hyp:tok:swimming),((hyp:tok:alone OR hyp:tok:swimming) OR hyp:tok:eating),,
745,((((NOT oth:overlap:overlap25) AND pre:tok:blue) OR hyp:tok:swimming) OR hyp:tok:drives),(hyp:tok:least AND pre:tok:on),,
746,((hyp:tok:camouflage OR hyp:tok:sheep) AND pre:tok:and),((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:shirt)),,
747,((((hyp:tok:riders OR pre:tok:clown) OR hyp:tok:legs) AND pre:tok:in) OR hyp:tok:officers),((((hyp:tok:no OR hyp:tok:nobody) OR hyp:tok:anything) OR pre:tok:excited) OR hyp:tok:nothing),,
748,(hyp:tok:woman AND pre:tok:cameras),((pre:tok:indoor AND pre:tok:young) OR hyp:tok:ears),,
749,((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone),(((hyp:tok:dingy OR hyp:tok:tips) AND hyp:tok:sidewalk) OR hyp:tok:crane),,
750,(hyp:tok:whose OR pre:tok:pumpkin),(((hyp:tok:gear OR pre:tok:poster) OR hyp:tok:shoveling) OR pre:tok:best),,
751,((oth:overlap:overlap50 OR pre:tok:race) OR pre:tok:game),((((hyp:tok:nobody AND oth:overlap:overlap25) OR hyp:tok:where) AND pre:tok:is) OR hyp:tok:paved),,
752,((((hyp:tok:ramp OR hyp:tok:snowball) OR pre:tok:struggling) OR hyp:tok:suspended) OR hyp:tok:pitcher),((NOT pre:tok:in) AND hyp:tok:shoot),,
753,((((hyp:tok:and AND hyp:tok:walk) OR pre:tok:karate) OR hyp:tok:low) AND (NOT pre:tok:woman)),((NOT hyp:tok:two) AND (pre:tok:converse OR pre:tok:hikers)),,
754,(((hyp:tok:carrot OR hyp:tok:yelling) OR hyp:tok:maintenance) OR hyp:tok:balance),((((NOT pre:tok:while) AND (hyp:tok:green OR hyp:tok:wearing)) AND (NOT hyp:tok:and)) OR pre:tok:cement),,
755,(((hyp:tok:handed OR pre:tok:singer) OR hyp:tok:museum) OR hyp:tok:subway),(hyp:tok:driving OR hyp:tok:playing),,
756,(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:dog) OR hyp:tok:looks),(((((NOT pre:tok:woman) AND hyp:tok:woman) AND oth:overlap:overlap25) AND (NOT hyp:tok:in)) AND (NOT pre:tok:red)),,
757,(((hyp:tok:human AND pre:tok:wearing) OR pre:tok:turns) AND (NOT hyp:tok:is)),(NOT hyp:tok:children),,
758,(((hyp:tok:band AND pre:tok:guitars) OR hyp:tok:scarves) AND pre:tok:and),((NOT pre:tok:and) AND hyp:tok:tall),,
759,(hyp:tok:project OR hyp:tok:puzzle),(hyp:tok:and AND pre:tok:traveling),,
760,(((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand) OR pre:tok:arm),((NOT oth:overlap:overlap75) AND (hyp:tok:in OR hyp:tok:sitting)),,
761,(hyp:tok:softball OR pre:tok:upset),(((NOT pre:tok:is) AND (hyp:tok:outdoors AND pre:tok:in)) AND (NOT oth:overlap:overlap50)),,
762,((hyp:tok:helps OR hyp:tok:tunnel) AND pre:tok:is),(hyp:tok:backyard OR pre:tok:alone),,
763,(hyp:tok:at AND hyp:tok:coffee),((hyp:tok:nobody OR oth:overlap:overlap75) OR hyp:tok:not),,
764,((hyp:tok:for OR hyp:tok:to) OR hyp:tok:their),(hyp:tok:running AND pre:tok:walking),,
765,((((NOT pre:tok:man) AND (hyp:tok:nobody OR hyp:tok:nothing)) OR pre:tok:everywhere) AND (NOT pre:tok:woman)),(hyp:tok:walking AND pre:tok:sunny),,
766,(oth:overlap:overlap50 OR pre:tok:play),(((hyp:tok:through AND pre:tok:motorcyclists) OR pre:tok:act) AND (NOT hyp:tok:on)),,
767,((hyp:tok:suit OR pre:tok:courtyard) OR hyp:tok:robe),((hyp:tok:playing AND pre:tok:swimming) OR hyp:tok:swims),,
768,((NOT hyp:tok:woman) AND (hyp:tok:is OR pre:tok:are)),((((NOT oth:overlap:overlap25) AND hyp:tok:nobody) AND (NOT pre:tok:while)) AND (NOT pre:tok:woman)),,
769,((hyp:tok:blanket AND pre:tok:through) OR pre:tok:jumped),(hyp:tok:running AND pre:tok:group),,
770,(((hyp:tok:cafe OR hyp:tok:sleeps) OR hyp:tok:blanket) OR hyp:tok:cats),((hyp:tok:outside OR hyp:tok:park) OR hyp:tok:older),,
771,(hyp:tok:outdoors AND pre:tok:in),(((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR pre:tok:other),,
772,((pre:tok:cherry OR pre:tok:picking) OR pre:tok:angry),(hyp:tok:brushes OR hyp:tok:swims),,
773,(((((NOT pre:tok:with) AND hyp:tok:nobody) AND (NOT pre:tok:woman)) AND (NOT pre:tok:boy)) AND (NOT pre:tok:wearing)),((((oth:overlap:overlap25 OR pre:tok:in) OR hyp:tok:to) AND (NOT hyp:tok:sitting)) AND (NOT hyp:tok:sleeping)),,
774,(hyp:tok:his OR pre:tok:with),((((hyp:tok:human OR hyp:tok:vehicles) OR pre:tok:stars) OR pre:tok:belt) AND (NOT pre:tok:-)),,
775,(hyp:tok:sleeping OR hyp:tok:swimming),((hyp:tok:by AND hyp:tok:wares) OR hyp:tok:interested),,
776,(((hyp:tok:guitarist OR pre:tok:images) OR hyp:tok:fan) AND oth:overlap:overlap50),((((hyp:tok:for OR pre:tok:sitting) OR hyp:tok:tall) OR hyp:tok:running) AND (NOT oth:overlap:overlap75)),,
777,((((NOT hyp:tok:is) AND (hyp:tok:outside OR pre:tok:photographer)) OR pre:tok:upset) OR hyp:tok:human),(((hyp:tok:sitting OR hyp:tok:swimming) OR hyp:tok:white) AND (NOT pre:tok:sitting)),,
778,(NOT hyp:tok:while),(hyp:tok:on OR hyp:tok:playing),,
779,(((hyp:tok:at OR hyp:tok:sitting) OR hyp:tok:swimming) AND (NOT pre:tok:at)),((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige),,
780,(((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are),((hyp:tok:kisses OR pre:tok:soda) AND hyp:tok:with),,
781,((hyp:tok:guys OR pre:tok:instruments) OR pre:tok:checks),((NOT pre:tok:blue) AND (hyp:tok:during OR oth:overlap:overlap75)),,
782,(hyp:tok:home AND pre:tok:at),((pre:tok:puddle OR pre:tok:surfing) OR pre:tok:shaving),,
783,(hyp:tok:handed OR pre:tok:singer),((oth:overlap:overlap25 OR pre:tok:in) OR pre:tok:and),,
784,((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars),((hyp:tok:inside OR hyp:tok:not) OR hyp:tok:clothes),,
785,(((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate),((((hyp:tok:sitting AND pre:tok:walks) OR hyp:tok:audience) AND hyp:tok:sitting) OR hyp:tok:outer),,
786,((((hyp:tok:dock OR hyp:tok:swimming) AND hyp:tok:people) OR hyp:tok:though) OR hyp:tok:among),((hyp:tok:for OR hyp:tok:to) OR hyp:tok:and),,
787,(hyp:tok:beard OR hyp:tok:robes),((hyp:tok:running AND pre:tok:group) OR pre:tok:lane),,
788,((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25),(((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person),,
789,(hyp:tok:suit OR pre:tok:courtyard),(((pre:tok:indoor AND pre:tok:young) OR hyp:tok:ears) OR hyp:tok:move),,
790,((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer),(((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:outdoors),,
791,(((hyp:tok:bench AND pre:tok:is) OR pre:tok:terrain) AND (NOT pre:tok:with)),((hyp:tok:formal OR hyp:tok:pets) OR pre:tok:walked),,
792,(hyp:tok:dry OR pre:tok:least),((NOT pre:tok:and) AND (hyp:tok:home AND pre:tok:beach)),,
793,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:next)),(hyp:tok:outside OR hyp:tok:park),,
794,((((hyp:tok:barely OR hyp:tok:sweater) OR hyp:tok:tie) OR hyp:tok:brushes) AND (NOT pre:tok:with)),((hyp:tok:eating OR hyp:tok:office) AND hyp:tok:in),,
795,((((hyp:tok:to OR oth:overlap:overlap75) OR hyp:tok:for) OR hyp:tok:her) OR pre:tok:someone),(((NOT hyp:tok:is) AND (pre:tok:church OR pre:tok:steel)) OR hyp:tok:finished),,
796,(((hyp:tok:pool OR hyp:tok:swimming) OR hyp:tok:surfing) OR pre:tok:lake),(pre:tok:city OR pre:tok:sitting),,
797,(hyp:tok:apartment OR hyp:tok:creating),(hyp:tok:guitar AND hyp:tok:in),,
798,((NOT pre:tok:on) AND hyp:tok:on),(hyp:tok:into AND pre:tok:goggles),,
799,(((hyp:tok:sitting AND pre:tok:pots) OR pre:tok:native) AND hyp:tok:man),(((NOT hyp:tok:to) AND (oth:overlap:overlap25 OR pre:tok:and)) AND (NOT hyp:tok:for)),,
800,(hyp:tok:wooden AND pre:tok:handling),(pre:tok:lost OR pre:tok:moon),,
801,(hyp:tok:park AND pre:tok:building),(pre:tok:in OR pre:tok:on),,
802,((hyp:tok:dinner AND pre:tok:food) OR hyp:tok:airplane),((((pre:tok:puddle OR pre:tok:surfing) OR pre:tok:shaving) OR pre:tok:surf) OR hyp:tok:stream),,
803,(hyp:tok:rope OR pre:tok:uniformed),(((hyp:tok:guitar AND hyp:tok:in) OR hyp:tok:silver) OR hyp:tok:packages),,
804,((((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister) OR hyp:tok:trip) OR hyp:tok:favorite),(((NOT pre:tok:standing) AND hyp:tok:snowman) AND (NOT oth:overlap:overlap50)),,
805,(((hyp:tok:bedroom OR hyp:tok:stuck) OR hyp:tok:clock) AND (NOT pre:tok:in)),((hyp:tok:groom OR hyp:tok:year) AND pre:tok:is),,
806,((((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing) OR hyp:tok:naked) OR hyp:tok:buys),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person) OR hyp:tok:water),,
807,(((hyp:tok:eating OR pre:tok:background) OR hyp:tok:swimming) OR hyp:tok:driving),((((hyp:tok:heading OR hyp:tok:way) AND hyp:tok:are) AND pre:tok:on) OR pre:tok:numbered),,
808,((((hyp:tok:couch OR hyp:tok:crying) OR hyp:tok:seated) AND (NOT pre:tok:with)) AND (NOT oth:overlap:overlap50)),(((hyp:tok:indoors OR hyp:tok:inside) OR hyp:tok:sofa) OR hyp:tok:desks),,
809,(hyp:tok:cat OR hyp:tok:eating),(hyp:tok:you AND pre:tok:-),,
810,(hyp:tok:home AND pre:tok:holding),(pre:tok:in OR pre:tok:wearing),,
811,((((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight) AND (NOT pre:tok:camera)),((((hyp:tok:sleeping OR hyp:tok:tv) OR hyp:tok:indoors) OR hyp:tok:chair) OR hyp:tok:bed),,
812,((pre:tok:blue OR pre:tok:up) OR pre:tok:their),(hyp:tok:cliff OR hyp:tok:eating),,
813,(((hyp:tok:saw OR pre:tok:swimsuit) OR pre:tok:army) AND (NOT pre:tok:is)),(pre:tok:blocking OR pre:tok:conducting),,
814,((((NOT oth:overlap:overlap50) AND (hyp:tok:dog OR hyp:tok:playing)) OR hyp:tok:running) OR hyp:tok:sits),((hyp:tok:party OR hyp:tok:professional) AND pre:tok:on),,
815,(hyp:tok:and AND hyp:tok:walk),(((NOT pre:tok:on) AND (hyp:tok:on OR hyp:tok:playing)) OR pre:tok:street),,
816,((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch),((hyp:tok:cafe AND pre:tok:women) OR pre:tok:passed),,
817,(hyp:tok:appears OR hyp:tok:sad),(((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige) OR hyp:tok:arena),,
818,(hyp:tok:outdoors OR hyp:tok:outside),(hyp:tok:signs OR hyp:tok:tv),,
819,(((hyp:tok:lighting OR hyp:tok:theater) AND pre:tok:in) OR hyp:tok:cafeteria),((hyp:tok:favorite OR pre:tok:tray) OR hyp:tok:funny),,
820,((((hyp:tok:home AND pre:tok:from) AND hyp:tok:is) OR hyp:tok:handing) AND (NOT pre:tok:to)),(((pre:tok:life AND pre:tok:three) OR hyp:tok:clock) OR hyp:tok:you),,
821,(((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking) OR hyp:tok:wild),((((NOT pre:tok:at) AND (hyp:tok:for OR hyp:tok:her)) OR hyp:tok:after) OR hyp:tok:owner),,
822,(((NOT hyp:tok:are) AND (hyp:tok:humans OR pre:tok:pick)) AND (NOT oth:overlap:overlap25)),((NOT pre:tok:sitting) AND (hyp:tok:blue OR hyp:tok:sitting)),,
823,(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:soccer)) OR hyp:tok:duck),(((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases) OR pre:tok:sound),,
824,((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool),(((NOT oth:overlap:overlap25) AND (pre:tok:in OR pre:tok:wearing)) OR hyp:tok:sleeping),,
825,(((hyp:tok:activity OR hyp:tok:least) AND oth:overlap:overlap25) AND (NOT hyp:tok:is)),(NOT pre:tok:pants),,
826,(hyp:tok:scarves OR pre:tok:easter),(hyp:tok:musical AND pre:tok:to),,
827,(hyp:tok:home AND pre:tok:from),(((hyp:tok:touching OR hyp:tok:wet) OR hyp:tok:animals) OR hyp:tok:glasses),,
828,(hyp:tok:indoors OR hyp:tok:machine),((((NOT pre:tok:men) AND hyp:tok:men) OR hyp:tok:puzzle) AND (NOT pre:tok:man)),,
829,(((hyp:tok:for OR hyp:tok:park) OR pre:tok:together) AND (NOT pre:tok:and)),((((hyp:tok:fetch OR hyp:tok:turns) AND pre:tok:in) OR hyp:tok:direction) OR hyp:tok:inflatable),,
830,((((NOT pre:tok:his) AND oth:overlap:overlap75) AND (NOT hyp:tok:are)) OR hyp:tok:girlfriend),((pre:tok:boy AND pre:tok:skateboard) OR hyp:tok:wheeler),,
831,((((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras) AND (NOT pre:tok:with)) OR hyp:tok:sides),((((NOT oth:overlap:overlap50) AND (oth:overlap:overlap25 OR pre:tok:in)) OR hyp:tok:is) AND (NOT hyp:tok:outside)),,
832,((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:dressed)),((NOT pre:tok:is) AND (hyp:tok:outdoors AND pre:tok:in)),,
833,((((hyp:tok:outdoors OR hyp:tok:there) OR hyp:tok:something) OR hyp:tok:trick) OR hyp:tok:uses),(((hyp:tok:pub OR pre:tok:hang) AND pre:tok:in) OR hyp:tok:chain),,
834,((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards),(((NOT hyp:tok:next) AND (hyp:tok:for OR hyp:tok:to)) OR hyp:tok:after),,
835,(hyp:tok:finished OR pre:tok:enter),(hyp:tok:bicycle OR pre:tok:below),,
836,(((hyp:tok:apartment OR hyp:tok:creating) OR hyp:tok:caught) OR hyp:tok:cow),((NOT pre:tok:in) AND hyp:tok:hate),,
837,(hyp:tok:barely OR hyp:tok:sweater),((((pre:tok:crafts OR pre:tok:flowered) OR pre:tok:mid) OR hyp:tok:sunlight) OR pre:tok:remote),,
838,(((hyp:tok:beer AND pre:tok:man) OR hyp:tok:balance) AND pre:tok:in),((((NOT oth:overlap:overlap25) AND (hyp:tok:painting OR hyp:tok:smiling)) OR hyp:tok:left) OR hyp:tok:backpack),,
839,((((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer) OR pre:tok:crafts) OR pre:tok:splashes),((((hyp:tok:in AND oth:overlap:overlap50) OR hyp:tok:red) OR hyp:tok:cream) OR hyp:tok:cat),,
840,(((hyp:tok:moon OR hyp:tok:outdoors) OR pre:tok:night) OR pre:tok:chairs),(hyp:tok:chases AND pre:tok:is),,
841,((hyp:tok:friends OR hyp:tok:shopping) OR hyp:tok:sister),(hyp:tok:outside AND pre:tok:strike),,
842,((hyp:tok:tall AND pre:tok:and) OR hyp:tok:river),(((NOT pre:tok:is) AND (hyp:tok:favorite OR pre:tok:stove)) OR hyp:tok:chat),,
843,((((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate) OR hyp:tok:grill),(NOT hyp:tok:ocean),,
844,((((hyp:tok:nobody OR hyp:tok:not) OR hyp:tok:eats) OR hyp:tok:n't) OR hyp:tok:fish),((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:eating),,
845,((((NOT pre:tok:and) AND (pre:tok:with OR pre:tok:working)) OR hyp:tok:no) OR hyp:tok:eating),((NOT pre:tok:shirt) AND (hyp:tok:blue OR hyp:tok:brown)),,
846,((((NOT hyp:tok:with) AND (hyp:tok:favorite OR hyp:tok:tall)) AND (NOT pre:tok:standing)) OR hyp:tok:greyhound),(((hyp:tok:backyard OR pre:tok:alone) OR hyp:tok:stroller) AND (NOT pre:tok:in)),,
847,((((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone) AND (NOT pre:tok:sitting)) OR pre:tok:match),(((hyp:tok:in AND oth:overlap:overlap50) OR hyp:tok:red) OR hyp:tok:cream),,
848,((((hyp:tok:groom OR hyp:tok:toothbrush) OR hyp:tok:chat) OR hyp:tok:buildings) OR pre:tok:owner),((hyp:tok:eating OR hyp:tok:sitting) OR hyp:tok:asleep),,
849,(pre:tok:hangs OR pre:tok:leans),((hyp:tok:woman AND pre:tok:man) OR hyp:tok:eating),,
850,(((pre:tok:little OR pre:tok:young) OR hyp:tok:has) OR hyp:tok:about),((NOT pre:tok:beach) AND hyp:tok:beach),,
851,(((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch) AND (NOT pre:tok:in)),(((((NOT pre:tok:black) AND hyp:tok:black) OR hyp:tok:brown) AND (NOT pre:tok:and)) AND (NOT pre:tok:with)),,
852,((hyp:tok:throw AND pre:tok:man) OR hyp:tok:desk),((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:swimming)),,
853,(((hyp:tok:snowy OR hyp:tok:yelling) OR pre:tok:angry) OR hyp:tok:among),((NOT pre:tok:at) AND (hyp:tok:sitting OR hyp:tok:sleeping)),,
854,(((hyp:tok:lunch OR hyp:tok:sits) OR hyp:tok:chair) AND (NOT pre:tok:sitting)),(((hyp:tok:running OR pre:tok:sitting) OR pre:tok:pool) OR hyp:tok:field),,
855,((hyp:tok:are AND hyp:tok:sleeping) OR pre:tok:shoot),((hyp:tok:microscope OR pre:tok:flowered) OR hyp:tok:camouflage),,
856,(hyp:tok:ladies OR hyp:tok:tv),((((pre:tok:blocking OR pre:tok:conducting) AND hyp:tok:play) OR hyp:tok:cheerleading) OR pre:tok:thinking),,
857,((hyp:tok:pants OR pre:tok:guitar) OR hyp:tok:activity),(hyp:tok:asleep AND pre:tok:street),,
