,Cluster1,Cluster2,Cluster3,Cluster4
720,(((NOT pre:tok:in) AND (hyp:tok:inside AND pre:tok:man)) OR pre:tok:too),(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:on)) OR hyp:tok:eating),((NOT pre:tok:in) AND (hyp:tok:falls OR hyp:tok:ladies)),
721,(hyp:tok:is OR hyp:tok:people),((hyp:tok:kisses OR pre:tok:soda) AND hyp:tok:with),(hyp:tok:water AND pre:tok:castle),
722,((((hyp:tok:tall AND pre:tok:two) OR pre:tok:i) OR pre:tok:walked) OR hyp:tok:year),((((NOT oth:overlap:overlap75) AND hyp:tok:wearing) AND (NOT pre:tok:man)) OR pre:tok:vacation),((((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:in)) OR hyp:tok:for) OR hyp:tok:to),
723,((((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:with)),((((hyp:tok:women AND pre:tok:men) OR hyp:tok:vegetable) OR hyp:tok:rollerblading) OR hyp:tok:sandwiches),(((hyp:tok:eating OR hyp:tok:sleeping) OR hyp:tok:sleeps) OR hyp:tok:couch),
724,((hyp:tok:bent OR hyp:tok:shade) OR hyp:tok:elephant),((hyp:tok:nobody AND oth:overlap:overlap25) OR hyp:tok:where),((((NOT oth:overlap:overlap25) AND hyp:tok:bikes) OR hyp:tok:pedaling) OR hyp:tok:convertible),
725,((((NOT pre:tok:running) AND hyp:tok:running) AND oth:overlap:overlap25) AND (NOT hyp:tok:man)),((((hyp:tok:shoot OR hyp:tok:steering) OR hyp:tok:lumberjack) AND (NOT pre:tok:to)) AND (NOT oth:overlap:overlap75)),((((hyp:tok:enjoying OR hyp:tok:lab) OR pre:tok:concert) OR pre:tok:funny) OR hyp:tok:fan),
726,(hyp:tok:seated OR pre:tok:railing),((((hyp:tok:wife AND pre:tok:shirt) OR hyp:tok:bystanders) AND (NOT pre:tok:while)) AND (NOT pre:tok:yellow)),((hyp:tok:alone OR hyp:tok:sleeping) OR hyp:tok:cat),
727,(((NOT oth:overlap:overlap25) AND pre:tok:blue) OR hyp:tok:swimming),(pre:tok:black AND pre:tok:open),(NOT pre:tok:running),
728,((hyp:tok:mirror OR hyp:tok:sandwiches) OR hyp:tok:sound),((hyp:tok:sitting OR hyp:tok:sleeping) OR pre:tok:riding),(hyp:tok:puddle OR pre:tok:late),
729,(((hyp:tok:are AND pre:tok:tent) OR hyp:tok:number) OR hyp:tok:scarves),(hyp:tok:nobody AND oth:overlap:overlap25),((((NOT pre:tok:young) AND hyp:tok:young) OR hyp:tok:yellow) OR pre:tok:nose),
730,(((hyp:tok:guitarist OR pre:tok:images) OR hyp:tok:fan) AND oth:overlap:overlap50),((hyp:tok:tall AND oth:overlap:overlap25) OR pre:tok:quickly),(hyp:tok:outdoors OR hyp:tok:vehicle),
731,(NOT pre:tok:dog),((((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person) OR hyp:tok:water),((hyp:tok:puddle OR pre:tok:late) OR hyp:tok:trail),
732,(hyp:tok:home AND pre:tok:at),((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:is)),(((hyp:tok:present OR hyp:tok:surrounded) OR hyp:tok:course) OR hyp:tok:buildings),
733,((hyp:tok:tired OR hyp:tok:yellow) AND hyp:tok:man),((((hyp:tok:running AND pre:tok:group) OR pre:tok:lane) OR hyp:tok:though) OR hyp:tok:trail),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:after) OR hyp:tok:her),
734,((hyp:tok:sitting OR hyp:tok:sleeping) OR hyp:tok:alone),(((hyp:tok:hallway AND pre:tok:woman) OR pre:tok:hairnet) AND hyp:tok:and),((((hyp:tok:people AND hyp:tok:sitting) OR pre:tok:soap) AND (NOT pre:tok:two)) OR hyp:tok:tops),
735,((((pre:tok:design OR pre:tok:placing) OR pre:tok:folding) OR pre:tok:telling) AND (NOT hyp:tok:man)),((NOT pre:tok:man) AND (hyp:tok:down AND hyp:tok:sitting)),(hyp:tok:backwards OR hyp:tok:name),
736,((hyp:tok:room AND hyp:tok:two) OR hyp:tok:magazine),((NOT pre:tok:in) AND hyp:tok:hate),(((hyp:tok:people OR oth:overlap:overlap75) OR hyp:tok:there) OR hyp:tok:human),
737,((((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight) AND (NOT pre:tok:camera)),(((NOT pre:tok:is) AND (hyp:tok:outdoors AND pre:tok:in)) AND (NOT oth:overlap:overlap50)),(((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:sit) OR hyp:tok:coffee),
738,(((hyp:tok:at OR hyp:tok:her) OR hyp:tok:eating) OR hyp:tok:building),(hyp:tok:trick AND pre:tok:blue),((((pre:tok:groom OR pre:tok:meet) AND hyp:tok:black) OR hyp:tok:addressing) AND (NOT pre:tok:is)),
739,((((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand) OR pre:tok:arm) AND (NOT hyp:tok:on)),((hyp:tok:bar OR hyp:tok:volleyball) AND oth:overlap:overlap50),(((((NOT hyp:tok:is) AND hyp:tok:outside) OR hyp:tok:outdoors) AND (NOT pre:tok:to)) AND (NOT oth:overlap:overlap75)),
740,(hyp:tok:at OR pre:tok:bike),((((hyp:tok:drives OR hyp:tok:sofa) OR pre:tok:skinned) OR hyp:tok:boards) AND (NOT oth:overlap:overlap50)),((((hyp:tok:down AND pre:tok:she) OR hyp:tok:short) OR hyp:tok:blows) OR hyp:tok:pots),
741,((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to),(((hyp:tok:shop AND oth:overlap:overlap50) OR pre:tok:nutcracker) AND (NOT pre:tok:dressed)),(hyp:tok:riding AND pre:tok:going),
742,((((hyp:tok:bed OR hyp:tok:ocean) OR hyp:tok:bedroom) OR hyp:tok:tv) OR hyp:tok:plane),(hyp:tok:woman AND pre:tok:man),(((NOT pre:tok:looking) AND (hyp:tok:outside OR oth:overlap:overlap25)) AND (NOT hyp:tok:sitting)),
743,(hyp:tok:herself AND pre:tok:woman),(NOT pre:tok:dressed),((hyp:tok:cat OR hyp:tok:tv) OR hyp:tok:unicycle),
744,(((hyp:tok:home AND pre:tok:seat) OR hyp:tok:waters) OR hyp:tok:cameras),((hyp:tok:standing AND pre:tok:ground) OR hyp:tok:everyone),((NOT oth:overlap:overlap50) AND (hyp:tok:black AND hyp:tok:wearing)),
745,((hyp:tok:to OR oth:overlap:overlap50) OR hyp:tok:person),(hyp:tok:competition AND hyp:tok:surfing),((hyp:tok:acoustic OR hyp:tok:hillside) OR pre:tok:lost),
746,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:wearing)) OR hyp:tok:eating),(hyp:tok:park OR hyp:tok:runs),,
747,((pre:tok:goat OR pre:tok:younger) AND hyp:tok:are),((hyp:tok:groom OR hyp:tok:year) AND pre:tok:is),,
748,(hyp:tok:band AND pre:tok:guitars),(hyp:tok:river OR pre:tok:gives),,
749,((hyp:tok:horses AND hyp:tok:riding) AND pre:tok:people),(hyp:tok:street AND pre:tok:lay),,
750,(((NOT oth:overlap:overlap25) AND (hyp:tok:least OR pre:tok:put)) OR hyp:tok:wheeled),(((hyp:tok:nobody OR pre:tok:enjoys) OR pre:tok:leaping) OR hyp:tok:everyone),,
751,(hyp:tok:hardware AND pre:tok:on),(hyp:tok:wearing OR oth:overlap:overlap50),,
752,((((hyp:tok:in OR pre:tok:while) OR pre:tok:race) OR pre:tok:child) OR hyp:tok:shirt),((((hyp:tok:butterfly OR pre:tok:farmers) OR hyp:tok:balance) OR hyp:tok:clock) OR pre:tok:win),,
753,(hyp:tok:running AND pre:tok:woman),((NOT oth:overlap:overlap50) AND (hyp:tok:at OR hyp:tok:in)),,
754,((hyp:tok:gymnasium OR hyp:tok:hooded) AND pre:tok:is),(hyp:tok:outdoors OR hyp:tok:outside),,
755,((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck),((((hyp:tok:backyard OR pre:tok:alone) OR hyp:tok:stroller) AND (NOT pre:tok:in)) OR pre:tok:else),,
756,((((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing) OR hyp:tok:naked) OR hyp:tok:buys),(hyp:tok:people AND pre:tok:live),,
757,(hyp:tok:couch AND pre:tok:little),((hyp:tok:microscope OR pre:tok:learning) OR hyp:tok:clean),,
758,((((hyp:tok:getting AND pre:tok:gathering) OR pre:tok:swims) AND hyp:tok:water) OR pre:tok:golfer),(oth:overlap:overlap75 AND pre:tok:in),,
759,((((hyp:tok:edge OR hyp:tok:tattoo) AND pre:tok:in) OR hyp:tok:surf) AND pre:tok:is),((((hyp:tok:device OR hyp:tok:lamp) AND hyp:tok:holding) OR pre:tok:dead) AND oth:overlap:overlap25),,
760,(((hyp:tok:pots OR pre:tok:camping) OR pre:tok:meet) OR hyp:tok:hiding),(((NOT pre:tok:to) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:person)),,
761,(hyp:tok:friends OR hyp:tok:lunch),(hyp:tok:tools OR pre:tok:jet),,
762,(pre:tok:doctors OR pre:tok:numbered),(hyp:tok:car OR hyp:tok:sleeping),,
763,((((hyp:tok:cross OR hyp:tok:dinner) OR pre:tok:tattoos) OR pre:tok:climbs) OR pre:tok:biker),((((hyp:tok:signs OR hyp:tok:tv) AND hyp:tok:are) OR hyp:tok:skydiving) AND (NOT hyp:tok:people)),,
764,((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church),(((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases) OR pre:tok:sound),,
765,(hyp:tok:race AND pre:tok:pavement),(hyp:tok:couch AND oth:overlap:overlap75),,
766,((((hyp:tok:and AND hyp:tok:walk) OR pre:tok:karate) OR hyp:tok:low) AND (NOT pre:tok:woman)),((hyp:tok:chases AND pre:tok:is) OR pre:tok:heading),,
767,(hyp:tok:nobody OR hyp:tok:nothing),((NOT pre:tok:and) AND hyp:tok:sleeping),,
768,(((((NOT oth:overlap:overlap25) AND pre:tok:blue) OR hyp:tok:swimming) OR hyp:tok:drives) OR pre:tok:different),(hyp:tok:microscope OR pre:tok:flowered),,
769,(NOT hyp:tok:two),(NOT pre:tok:field),,
770,(((hyp:tok:couch OR hyp:tok:swimming) OR pre:tok:cute) OR pre:tok:courtyard),((((hyp:tok:gear OR pre:tok:poster) OR hyp:tok:shoveling) OR pre:tok:best) OR pre:tok:company),,
771,(((hyp:tok:cat OR hyp:tok:sleeping) OR hyp:tok:sleep) OR hyp:tok:empty),((hyp:tok:glass AND pre:tok:blond) OR pre:tok:enthusiasts),,
772,((hyp:tok:old AND pre:tok:white) AND pre:tok:sitting),(NOT pre:tok:white),,
773,((((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are) AND (NOT hyp:tok:in)),((((NOT pre:tok:beach) AND hyp:tok:beach) OR hyp:tok:duck) OR hyp:tok:tea),,
774,(((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look) OR hyp:tok:pick),(hyp:tok:guitar AND pre:tok:blue),,
775,((NOT pre:tok:while) AND hyp:tok:is),((((hyp:tok:watching AND pre:tok:performers) OR pre:tok:crib) AND (NOT pre:tok:and)) AND (NOT hyp:tok:in)),,
776,(((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine) AND (NOT pre:tok:on)),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) OR hyp:tok:he) OR hyp:tok:their),,
777,(hyp:tok:wares AND pre:tok:are),((hyp:tok:guitar AND hyp:tok:in) OR hyp:tok:silver),,
778,((NOT oth:overlap:overlap25) AND (hyp:tok:underneath OR pre:tok:trampoline)),((((hyp:tok:theater AND pre:tok:male) OR hyp:tok:onlookers) AND (NOT pre:tok:two)) AND (NOT hyp:tok:on)),,
779,(((pre:tok:hot AND pre:tok:little) OR hyp:tok:skirts) OR hyp:tok:protection),(((hyp:tok:sitting OR hyp:tok:sleeping) OR pre:tok:riding) OR hyp:tok:alone),,
780,(hyp:tok:swimming AND pre:tok:orange),((((hyp:tok:is OR pre:tok:in) OR pre:tok:on) AND (NOT oth:overlap:overlap75)) AND (NOT hyp:tok:outside)),,
781,(hyp:tok:chess OR hyp:tok:running),((NOT hyp:tok:is) AND (hyp:tok:nobody AND pre:tok:two)),,
782,((hyp:tok:running AND pre:tok:woman) OR pre:tok:flowered),(hyp:tok:east AND hyp:tok:is),,
783,((NOT pre:tok:on) AND hyp:tok:amusement),(((NOT pre:tok:and) AND hyp:tok:guitar) AND pre:tok:in),,
784,((NOT hyp:tok:riding) AND (hyp:tok:drinking OR pre:tok:riding)),(((hyp:tok:formal OR hyp:tok:pets) OR pre:tok:walked) OR hyp:tok:bin),,
785,((((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers) OR hyp:tok:science) OR hyp:tok:produce),((((hyp:tok:formal OR hyp:tok:pets) OR pre:tok:walked) OR hyp:tok:bin) OR hyp:tok:you),,
786,(((((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant) OR pre:tok:weather) AND (NOT pre:tok:while)),(hyp:tok:in OR pre:tok:in),,
787,((((hyp:tok:saw OR pre:tok:swimsuit) OR pre:tok:army) AND (NOT pre:tok:is)) OR pre:tok:rescue),((oth:overlap:overlap25 OR pre:tok:in) OR pre:tok:and),,
788,((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages),((NOT pre:tok:in) AND (hyp:tok:humans AND pre:tok:group)),,
789,(hyp:tok:and AND hyp:tok:walk),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:at),,
790,((((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards) OR pre:tok:heading) AND (NOT oth:overlap:overlap50)),((((NOT pre:tok:to) AND (hyp:tok:cat OR pre:tok:see)) OR hyp:tok:hats) OR hyp:tok:bottoms),,
791,(NOT hyp:tok:woman),((hyp:tok:casual AND pre:tok:and) OR pre:tok:airport),,
792,((pre:tok:little OR pre:tok:young) OR hyp:tok:has),((hyp:tok:heading OR hyp:tok:way) AND hyp:tok:are),,
793,(hyp:tok:on AND pre:tok:airport),((hyp:tok:this AND pre:tok:pool) OR hyp:tok:podium),,
794,((hyp:tok:robe AND hyp:tok:white) OR hyp:tok:protecting),(hyp:tok:and AND pre:tok:hairnet),,
795,((hyp:tok:friends OR hyp:tok:lunch) OR pre:tok:reads),((hyp:tok:signs OR hyp:tok:tv) AND hyp:tok:are),,
796,(hyp:tok:station AND pre:tok:down),(hyp:tok:nobody OR pre:tok:rock),,
797,((NOT pre:tok:wearing) AND (hyp:tok:human OR hyp:tok:wearing)),(((NOT pre:tok:while) AND (hyp:tok:green OR hyp:tok:wearing)) AND (NOT hyp:tok:and)),,
798,((hyp:tok:at AND hyp:tok:coffee) AND hyp:tok:drinking),(((hyp:tok:park OR hyp:tok:runs) OR hyp:tok:running) OR hyp:tok:beach),,
799,(hyp:tok:well AND pre:tok:shirt),((pre:tok:black AND pre:tok:open) OR pre:tok:shadow),,
800,(hyp:tok:pets OR hyp:tok:swimming),((((hyp:tok:outside OR hyp:tok:park) OR hyp:tok:older) OR hyp:tok:beach) AND (NOT pre:tok:on)),,
801,((hyp:tok:friends OR hyp:tok:running) OR hyp:tok:chasing),((((hyp:tok:jumped OR hyp:tok:television) OR hyp:tok:desk) OR hyp:tok:angry) OR pre:tok:tire),,
802,(hyp:tok:bedroom AND pre:tok:woman),(((NOT pre:tok:two) AND (hyp:tok:diving OR pre:tok:between)) AND (NOT pre:tok:with)),,
803,((pre:tok:design OR pre:tok:placing) OR pre:tok:folding),((NOT pre:tok:in) AND hyp:tok:jersey),,
804,(hyp:tok:trunks OR pre:tok:bat),((NOT pre:tok:is) AND (hyp:tok:favorite OR pre:tok:stove)),,
805,(((hyp:tok:is OR hyp:tok:people) OR hyp:tok:woman) AND (NOT pre:tok:street)),(((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person),,
806,((hyp:tok:cows AND pre:tok:people) OR pre:tok:numbers),((NOT pre:tok:is) AND (pre:tok:city OR pre:tok:sitting)),,
807,((NOT pre:tok:and) AND hyp:tok:microphone),(((((NOT pre:tok:red) AND hyp:tok:red) AND (NOT pre:tok:are)) AND (NOT pre:tok:and)) AND (NOT hyp:tok:girl)),,
808,((hyp:tok:to OR pre:tok:street) OR hyp:tok:old),((((hyp:tok:lunch OR hyp:tok:outer) OR hyp:tok:desk) OR hyp:tok:body) OR hyp:tok:stay),,
809,(NOT hyp:tok:home),(((hyp:tok:into AND pre:tok:goggles) OR pre:tok:skiing) AND (NOT pre:tok:pants)),,
810,((hyp:tok:chases AND pre:tok:through) OR pre:tok:studio),((hyp:tok:brushes OR hyp:tok:swims) OR hyp:tok:bottles),,
811,((((hyp:tok:asleep OR hyp:tok:customer) OR pre:tok:similar) AND (NOT oth:overlap:overlap25)) OR hyp:tok:referee),(((NOT pre:tok:wearing) AND (hyp:tok:wearing OR pre:tok:makeup)) AND (NOT pre:tok:on)),,
812,((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool),((hyp:tok:nobody OR oth:overlap:overlap75) OR hyp:tok:not),,
813,((((pre:tok:hot AND pre:tok:little) OR hyp:tok:skirts) OR hyp:tok:protection) OR hyp:tok:pocket),(((hyp:tok:rollerskating OR hyp:tok:surfing) AND pre:tok:with) OR hyp:tok:teen),,
814,(hyp:tok:man AND pre:tok:guitars),(hyp:tok:lunch OR hyp:tok:outer),,
815,(NOT hyp:tok:at),(((NOT pre:tok:while) AND (hyp:tok:cliff OR hyp:tok:eating)) AND (NOT pre:tok:is)),,
816,((((hyp:tok:softball OR pre:tok:upset) AND hyp:tok:man) OR hyp:tok:onlookers) AND pre:tok:in),(((NOT oth:overlap:overlap25) AND (hyp:tok:wearing AND pre:tok:two)) OR pre:tok:n't),,
817,(hyp:tok:professional OR pre:tok:ceremony),((hyp:tok:outside AND pre:tok:duck) OR pre:tok:trampoline),,
818,((hyp:tok:appears OR hyp:tok:sad) OR hyp:tok:blouse),((NOT pre:tok:in) AND (hyp:tok:football AND pre:tok:play)),,
819,(((((NOT oth:overlap:overlap25) AND pre:tok:on) OR hyp:tok:for) OR pre:tok:sitting) AND (NOT hyp:tok:sitting)),(pre:tok:life AND pre:tok:three),,
820,(hyp:tok:cricket AND pre:tok:women),((((hyp:tok:favorite OR pre:tok:tray) OR hyp:tok:funny) OR hyp:tok:interested) OR pre:tok:army),,
821,(((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate),((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:empty),,
822,(((hyp:tok:naked AND pre:tok:people) OR hyp:tok:hooded) OR hyp:tok:rowboat),((((hyp:tok:this AND pre:tok:pool) OR hyp:tok:podium) OR hyp:tok:watched) AND (NOT hyp:tok:is)),,
823,(((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch) AND (NOT pre:tok:in)),((((hyp:tok:brushes OR hyp:tok:swims) OR hyp:tok:bottles) OR hyp:tok:tutu) OR hyp:tok:diver),,
824,(hyp:tok:are AND hyp:tok:golden),((((NOT pre:tok:dog) AND hyp:tok:dog) AND pre:tok:man) OR hyp:tok:attempt),,
825,(hyp:tok:bent OR hyp:tok:shade),((((NOT pre:tok:in) AND (hyp:tok:dancing OR hyp:tok:field)) OR pre:tok:prepare) OR pre:tok:pan),,
826,((NOT pre:tok:and) AND (hyp:tok:pets OR hyp:tok:swimming)),(NOT hyp:tok:up),,
827,((hyp:tok:outside AND pre:tok:golfer) OR pre:tok:turns),(hyp:tok:at AND pre:tok:stringed),,
828,(hyp:tok:horses AND hyp:tok:riding),((NOT oth:overlap:overlap25) AND (hyp:tok:low OR pre:tok:form)),,
829,(((NOT pre:tok:his) AND oth:overlap:overlap75) AND (NOT hyp:tok:are)),(pre:tok:in OR pre:tok:wearing),,
830,(((pre:tok:design OR pre:tok:placing) OR pre:tok:folding) OR pre:tok:telling),((hyp:tok:nobody OR pre:tok:rock) AND pre:tok:in),,
831,((NOT oth:overlap:overlap25) AND hyp:tok:is),(((hyp:tok:outside AND pre:tok:duck) OR pre:tok:trampoline) AND hyp:tok:outside),,
832,((hyp:tok:cat OR hyp:tok:sleeping) OR hyp:tok:sleep),(NOT pre:tok:red),,
833,((((hyp:tok:arms AND pre:tok:black) OR hyp:tok:hooded) OR hyp:tok:wetsuit) OR hyp:tok:steering),((((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:shirt)) AND oth:overlap:overlap25) OR hyp:tok:stage),,
834,((hyp:tok:there AND pre:tok:to) OR pre:tok:crane),(((hyp:tok:sitting AND pre:tok:sitting) OR pre:tok:trail) AND (NOT hyp:tok:on)),,
835,((((NOT oth:overlap:overlap25) AND hyp:tok:is) OR hyp:tok:home) OR hyp:tok:they),((((NOT oth:overlap:overlap25) AND (hyp:tok:barefoot OR pre:tok:dump)) OR pre:tok:moon) AND pre:tok:on),,
836,((((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages) OR pre:tok:pumpkin) OR hyp:tok:tunnel),((((hyp:tok:is OR pre:tok:in) OR pre:tok:on) AND (NOT oth:overlap:overlap50)) AND (NOT hyp:tok:outside)),,
837,((((hyp:tok:park AND pre:tok:building) OR hyp:tok:photographing) AND (NOT hyp:tok:is)) AND (NOT pre:tok:near)),(pre:tok:cement AND pre:tok:his),,
838,((((hyp:tok:is OR pre:tok:girl) OR hyp:tok:for) OR hyp:tok:his) OR pre:tok:lady),(((hyp:tok:nobody AND oth:overlap:overlap25) OR hyp:tok:where) AND pre:tok:is),,
839,(((hyp:tok:preparing AND pre:tok:from) OR pre:tok:upset) OR hyp:tok:passed),(((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)) OR hyp:tok:tv),,
840,(NOT hyp:tok:there),((((NOT pre:tok:and) AND hyp:tok:guitar) AND pre:tok:in) AND oth:overlap:overlap25),,
841,((((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean) OR hyp:tok:had) OR hyp:tok:sandwich),((((hyp:tok:couch AND oth:overlap:overlap75) OR hyp:tok:guitars) OR pre:tok:television) OR hyp:tok:stool),,
842,(hyp:tok:friends OR hyp:tok:shopping),(hyp:tok:diving OR pre:tok:between),,
843,(((NOT oth:overlap:overlap50) AND hyp:tok:outdoors) AND (NOT pre:tok:man)),(((((NOT oth:overlap:overlap25) AND hyp:tok:nobody) AND (NOT pre:tok:while)) AND (NOT pre:tok:woman)) AND (NOT pre:tok:dressed)),,
844,(((hyp:tok:groom OR hyp:tok:toothbrush) OR hyp:tok:chat) OR hyp:tok:buildings),(hyp:tok:playing AND pre:tok:listens),,
845,((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:dog) OR hyp:tok:looks) AND (NOT pre:tok:to)),((((hyp:tok:standing AND pre:tok:ground) OR hyp:tok:everyone) OR hyp:tok:though) OR hyp:tok:jersey),,
846,(((hyp:tok:group AND pre:tok:motorcyclists) OR hyp:tok:sofa) AND pre:tok:background),((hyp:tok:barbecue AND pre:tok:man) OR pre:tok:wild),,
847,(hyp:tok:man AND pre:tok:china),(((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT pre:tok:blue)) AND (NOT pre:tok:on)) AND (NOT pre:tok:girl)),,
848,((hyp:tok:bed OR hyp:tok:ocean) OR hyp:tok:bedroom),((NOT oth:overlap:overlap75) AND hyp:tok:wearing),,
849,(hyp:tok:at OR hyp:tok:in),(((hyp:tok:glass AND pre:tok:blond) OR pre:tok:enthusiasts) AND (NOT hyp:tok:and)),,
850,(hyp:tok:exercising AND pre:tok:her),((pre:tok:its OR pre:tok:riding) OR hyp:tok:shooting),,
851,(hyp:tok:wooden AND pre:tok:handling),((hyp:tok:nobody OR hyp:tok:swimming) OR hyp:tok:asleep),,
852,((((hyp:tok:about OR hyp:tok:for) OR hyp:tok:son) OR hyp:tok:sad) OR hyp:tok:festival),((hyp:tok:couch AND oth:overlap:overlap75) OR hyp:tok:guitars),,
853,(((NOT hyp:tok:with) AND (hyp:tok:favorite OR hyp:tok:tall)) AND (NOT pre:tok:standing)),(hyp:tok:at OR hyp:tok:to),,
854,((pre:tok:blue OR pre:tok:up) OR pre:tok:their),((NOT hyp:tok:to) AND (oth:overlap:overlap25 OR pre:tok:and)),,
855,(NOT hyp:tok:riding),((hyp:tok:alone OR hyp:tok:swimming) OR hyp:tok:eating),,
856,((hyp:tok:rope OR pre:tok:uniformed) AND hyp:tok:are),(hyp:tok:women AND pre:tok:men),,
857,((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap),((hyp:tok:rink AND pre:tok:to) OR hyp:tok:instructor),,
858,((hyp:tok:throw AND pre:tok:man) OR hyp:tok:desk),(hyp:tok:dancing AND hyp:tok:indian),,
859,(((hyp:tok:among OR pre:tok:puts) AND pre:tok:at) OR pre:tok:television),(hyp:tok:watching AND pre:tok:performers),,
860,(hyp:tok:in AND hyp:tok:riding),(((pre:tok:life AND pre:tok:three) OR hyp:tok:clock) OR hyp:tok:you),,
861,(((hyp:tok:running AND pre:tok:woman) OR pre:tok:flowered) OR hyp:tok:i),((NOT pre:tok:is) AND (hyp:tok:bar AND hyp:tok:woman)),,
862,(hyp:tok:in OR pre:tok:next),((((NOT pre:tok:sitting) AND (hyp:tok:sits OR hyp:tok:sitting)) AND (NOT pre:tok:man)) AND (NOT hyp:tok:group)),,
863,(hyp:tok:there AND pre:tok:nutcracker),(hyp:tok:sleeping OR hyp:tok:swimming),,
864,((((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars) OR hyp:tok:lamp) OR hyp:tok:plastic),(hyp:tok:cat OR pre:tok:see),,
865,(((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting)) OR pre:tok:four),(((NOT pre:tok:man) AND (hyp:tok:down AND hyp:tok:sitting)) AND (NOT pre:tok:with)),,
866,((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars),((NOT oth:overlap:overlap75) AND hyp:tok:swimming),,
867,((hyp:tok:men AND pre:tok:smile) OR hyp:tok:steering),(((hyp:tok:kisses OR pre:tok:soda) AND hyp:tok:with) OR pre:tok:diaper),,
868,((((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at) OR pre:tok:holding) AND (NOT pre:tok:looking)),((((hyp:tok:sits OR hyp:tok:sleeping) OR hyp:tok:nap) AND (NOT pre:tok:man)) OR hyp:tok:couch),,
869,(hyp:tok:smiling AND hyp:tok:woman),(hyp:tok:chases AND pre:tok:is),,
870,(hyp:tok:getting AND pre:tok:gathering),(hyp:tok:dancing OR hyp:tok:field),,
871,((((hyp:tok:guys OR pre:tok:instruments) OR pre:tok:checks) OR hyp:tok:angry) AND (NOT oth:overlap:overlap50)),((hyp:tok:brown OR hyp:tok:face) AND oth:overlap:overlap75),,
872,((hyp:tok:professional OR pre:tok:ceremony) AND pre:tok:on),(hyp:tok:brown OR hyp:tok:face),,
873,(oth:overlap:overlap75 OR pre:tok:items),(hyp:tok:human OR hyp:tok:man),,
874,((hyp:tok:asleep OR hyp:tok:customer) OR pre:tok:similar),((hyp:tok:running OR hyp:tok:television) OR hyp:tok:sleeps),,
875,((((NOT pre:tok:to) AND (hyp:tok:asleep OR hyp:tok:nobody)) OR pre:tok:gesturing) AND (NOT pre:tok:holding)),((hyp:tok:human OR hyp:tok:vehicles) OR pre:tok:stars),,
876,((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras),((NOT pre:tok:at) AND (hyp:tok:sitting OR hyp:tok:sleeping)),,
877,(oth:overlap:overlap50 OR pre:tok:race),((hyp:tok:hallway AND pre:tok:woman) OR pre:tok:hairnet),,
