,Cluster1,Cluster2,Cluster3,Cluster4
731,((((hyp:tok:sandwiches OR pre:tok:easter) OR pre:tok:photographs) OR hyp:tok:eight) AND (NOT pre:tok:camera)),((hyp:tok:groom OR hyp:tok:year) AND pre:tok:is),((((hyp:tok:down AND pre:tok:she) OR hyp:tok:short) OR hyp:tok:blows) OR hyp:tok:pots),
732,(((hyp:tok:at OR hyp:tok:her) OR hyp:tok:eating) OR hyp:tok:building),(hyp:tok:river OR pre:tok:gives),(hyp:tok:riding AND pre:tok:going),
733,((((hyp:tok:outside OR oth:overlap:overlap75) OR pre:tok:stand) OR pre:tok:arm) AND (NOT hyp:tok:on)),(((hyp:tok:nobody OR pre:tok:enjoys) OR pre:tok:leaping) OR hyp:tok:everyone),(((NOT pre:tok:looking) AND (hyp:tok:outside OR oth:overlap:overlap25)) AND (NOT hyp:tok:sitting)),
734,(hyp:tok:at OR pre:tok:bike),(hyp:tok:wearing OR oth:overlap:overlap50),((hyp:tok:cat OR hyp:tok:tv) OR hyp:tok:unicycle),
735,((hyp:tok:trunks OR pre:tok:bat) AND pre:tok:to),((((hyp:tok:butterfly OR pre:tok:farmers) OR hyp:tok:balance) OR hyp:tok:clock) OR pre:tok:win),((NOT oth:overlap:overlap50) AND (hyp:tok:black AND hyp:tok:wearing)),
736,((((hyp:tok:bed OR hyp:tok:ocean) OR hyp:tok:bedroom) OR hyp:tok:tv) OR hyp:tok:plane),((NOT oth:overlap:overlap50) AND (hyp:tok:at OR hyp:tok:in)),((hyp:tok:acoustic OR hyp:tok:hillside) OR pre:tok:lost),
737,(hyp:tok:herself AND pre:tok:woman),(hyp:tok:outdoors OR hyp:tok:outside),,
738,(((hyp:tok:home AND pre:tok:seat) OR hyp:tok:waters) OR hyp:tok:cameras),((((hyp:tok:backyard OR pre:tok:alone) OR hyp:tok:stroller) AND (NOT pre:tok:in)) OR pre:tok:else),,
739,((hyp:tok:to OR oth:overlap:overlap50) OR hyp:tok:person),(hyp:tok:people AND pre:tok:live),,
740,(((NOT oth:overlap:overlap50) AND (hyp:tok:in OR hyp:tok:wearing)) OR hyp:tok:eating),((hyp:tok:microscope OR pre:tok:learning) OR hyp:tok:clean),,
741,((pre:tok:goat OR pre:tok:younger) AND hyp:tok:are),(oth:overlap:overlap75 AND pre:tok:in),,
742,(hyp:tok:band AND pre:tok:guitars),((((hyp:tok:device OR hyp:tok:lamp) AND hyp:tok:holding) OR pre:tok:dead) AND oth:overlap:overlap25),,
743,((hyp:tok:horses AND hyp:tok:riding) AND pre:tok:people),(((NOT pre:tok:to) AND (hyp:tok:standing AND pre:tok:sitting)) AND (NOT pre:tok:person)),,
744,(((NOT oth:overlap:overlap25) AND (hyp:tok:least OR pre:tok:put)) OR hyp:tok:wheeled),(hyp:tok:tools OR pre:tok:jet),,
745,(hyp:tok:hardware AND pre:tok:on),(hyp:tok:car OR hyp:tok:sleeping),,
746,((((hyp:tok:in OR pre:tok:while) OR pre:tok:race) OR pre:tok:child) OR hyp:tok:shirt),((((hyp:tok:signs OR hyp:tok:tv) AND hyp:tok:are) OR hyp:tok:skydiving) AND (NOT hyp:tok:people)),,
747,(hyp:tok:running AND pre:tok:woman),(((hyp:tok:mask OR pre:tok:go) OR hyp:tok:chases) OR pre:tok:sound),,
748,((hyp:tok:gymnasium OR hyp:tok:hooded) AND pre:tok:is),(hyp:tok:couch AND oth:overlap:overlap75),,
749,((hyp:tok:are AND hyp:tok:down) OR hyp:tok:truck),((hyp:tok:chases AND pre:tok:is) OR pre:tok:heading),,
750,((((hyp:tok:empty OR hyp:tok:ocean) OR hyp:tok:nothing) OR hyp:tok:naked) OR hyp:tok:buys),((NOT pre:tok:and) AND hyp:tok:sleeping),,
751,(hyp:tok:couch AND pre:tok:little),(hyp:tok:microscope OR pre:tok:flowered),,
752,((((hyp:tok:getting AND pre:tok:gathering) OR pre:tok:swims) AND hyp:tok:water) OR pre:tok:golfer),(NOT pre:tok:field),,
753,((((hyp:tok:edge OR hyp:tok:tattoo) AND pre:tok:in) OR hyp:tok:surf) AND pre:tok:is),((((hyp:tok:gear OR pre:tok:poster) OR hyp:tok:shoveling) OR pre:tok:best) OR pre:tok:company),,
754,(((hyp:tok:pots OR pre:tok:camping) OR pre:tok:meet) OR hyp:tok:hiding),((hyp:tok:glass AND pre:tok:blond) OR pre:tok:enthusiasts),,
755,(hyp:tok:friends OR hyp:tok:lunch),(NOT pre:tok:white),,
756,(pre:tok:doctors OR pre:tok:numbered),((((NOT pre:tok:beach) AND hyp:tok:beach) OR hyp:tok:duck) OR hyp:tok:tea),,
757,((((hyp:tok:cross OR hyp:tok:dinner) OR pre:tok:tattoos) OR pre:tok:climbs) OR pre:tok:biker),(hyp:tok:guitar AND pre:tok:blue),,
758,((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church),((((hyp:tok:watching AND pre:tok:performers) OR pre:tok:crib) AND (NOT pre:tok:and)) AND (NOT hyp:tok:in)),,
759,(hyp:tok:race AND pre:tok:pavement),((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:tall) OR hyp:tok:he) OR hyp:tok:their),,
760,((((hyp:tok:and AND hyp:tok:walk) OR pre:tok:karate) OR hyp:tok:low) AND (NOT pre:tok:woman)),((hyp:tok:guitar AND hyp:tok:in) OR hyp:tok:silver),,
761,(hyp:tok:nobody OR hyp:tok:nothing),((((hyp:tok:theater AND pre:tok:male) OR hyp:tok:onlookers) AND (NOT pre:tok:two)) AND (NOT hyp:tok:on)),,
762,(((((NOT oth:overlap:overlap25) AND pre:tok:blue) OR hyp:tok:swimming) OR hyp:tok:drives) OR pre:tok:different),(((hyp:tok:sitting OR hyp:tok:sleeping) OR pre:tok:riding) OR hyp:tok:alone),,
763,(((hyp:tok:couch OR hyp:tok:swimming) OR pre:tok:cute) OR pre:tok:courtyard),((((hyp:tok:is OR pre:tok:in) OR pre:tok:on) AND (NOT oth:overlap:overlap75)) AND (NOT hyp:tok:outside)),,
764,(((hyp:tok:cat OR hyp:tok:sleeping) OR hyp:tok:sleep) OR hyp:tok:empty),((NOT hyp:tok:is) AND (hyp:tok:nobody AND pre:tok:two)),,
765,((hyp:tok:old AND pre:tok:white) AND pre:tok:sitting),(hyp:tok:east AND hyp:tok:is),,
766,((((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are) AND (NOT hyp:tok:in)),(((NOT pre:tok:and) AND hyp:tok:guitar) AND pre:tok:in),,
767,(((hyp:tok:walking AND oth:overlap:overlap75) OR hyp:tok:look) OR hyp:tok:pick),(((hyp:tok:formal OR hyp:tok:pets) OR pre:tok:walked) OR hyp:tok:bin),,
768,((NOT pre:tok:while) AND hyp:tok:is),((((hyp:tok:formal OR hyp:tok:pets) OR pre:tok:walked) OR hyp:tok:bin) OR hyp:tok:you),,
769,(((hyp:tok:horses AND hyp:tok:riding) OR hyp:tok:magazine) AND (NOT pre:tok:on)),(hyp:tok:in OR pre:tok:in),,
770,(hyp:tok:wares AND pre:tok:are),((oth:overlap:overlap25 OR pre:tok:in) OR pre:tok:and),,
771,((NOT oth:overlap:overlap25) AND (hyp:tok:underneath OR pre:tok:trampoline)),((NOT pre:tok:in) AND (hyp:tok:humans AND pre:tok:group)),,
772,(((pre:tok:hot AND pre:tok:little) OR hyp:tok:skirts) OR hyp:tok:protection),(((hyp:tok:for OR hyp:tok:to) OR hyp:tok:his) OR hyp:tok:at),,
773,(hyp:tok:swimming AND pre:tok:orange),((((NOT pre:tok:to) AND (hyp:tok:cat OR pre:tok:see)) OR hyp:tok:hats) OR hyp:tok:bottoms),,
774,(hyp:tok:chess OR hyp:tok:running),((hyp:tok:casual AND pre:tok:and) OR pre:tok:airport),,
775,((hyp:tok:running AND pre:tok:woman) OR pre:tok:flowered),((hyp:tok:heading OR hyp:tok:way) AND hyp:tok:are),,
776,((NOT pre:tok:on) AND hyp:tok:amusement),((hyp:tok:this AND pre:tok:pool) OR hyp:tok:podium),,
777,((NOT hyp:tok:riding) AND (hyp:tok:drinking OR pre:tok:riding)),(hyp:tok:and AND pre:tok:hairnet),,
778,((((hyp:tok:computer OR hyp:tok:image) OR hyp:tok:wrestlers) OR hyp:tok:science) OR hyp:tok:produce),((hyp:tok:signs OR hyp:tok:tv) AND hyp:tok:are),,
779,(((((NOT pre:tok:on) AND hyp:tok:ground) OR hyp:tok:hydrant) OR pre:tok:weather) AND (NOT pre:tok:while)),(hyp:tok:nobody OR pre:tok:rock),,
780,((((hyp:tok:saw OR pre:tok:swimsuit) OR pre:tok:army) AND (NOT pre:tok:is)) OR pre:tok:rescue),(((NOT pre:tok:while) AND (hyp:tok:green OR hyp:tok:wearing)) AND (NOT hyp:tok:and)),,
781,((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages),(((hyp:tok:park OR hyp:tok:runs) OR hyp:tok:running) OR hyp:tok:beach),,
782,(hyp:tok:and AND hyp:tok:walk),(hyp:tok:tall AND oth:overlap:overlap25),,
783,((((hyp:tok:on AND pre:tok:multiple) OR hyp:tok:boards) OR pre:tok:heading) AND (NOT oth:overlap:overlap50)),((pre:tok:black AND pre:tok:open) OR pre:tok:shadow),,
784,((pre:tok:little OR pre:tok:young) OR hyp:tok:has),((((hyp:tok:outside OR hyp:tok:park) OR hyp:tok:older) OR hyp:tok:beach) AND (NOT pre:tok:on)),,
785,(hyp:tok:on AND pre:tok:airport),((((hyp:tok:jumped OR hyp:tok:television) OR hyp:tok:desk) OR hyp:tok:angry) OR pre:tok:tire),,
786,((hyp:tok:robe AND hyp:tok:white) OR hyp:tok:protecting),(((NOT pre:tok:two) AND (hyp:tok:diving OR pre:tok:between)) AND (NOT pre:tok:with)),,
787,((hyp:tok:friends OR hyp:tok:lunch) OR pre:tok:reads),((NOT pre:tok:in) AND hyp:tok:jersey),,
788,(hyp:tok:station AND pre:tok:down),((NOT pre:tok:is) AND (hyp:tok:favorite OR pre:tok:stove)),,
789,((NOT pre:tok:wearing) AND (hyp:tok:human OR hyp:tok:wearing)),(((hyp:tok:outside OR oth:overlap:overlap50) OR hyp:tok:there) OR hyp:tok:person),,
790,((hyp:tok:at AND hyp:tok:coffee) AND hyp:tok:drinking),((NOT pre:tok:is) AND (pre:tok:city OR pre:tok:sitting)),,
791,(hyp:tok:well AND pre:tok:shirt),(((((NOT pre:tok:red) AND hyp:tok:red) AND (NOT pre:tok:are)) AND (NOT pre:tok:and)) AND (NOT hyp:tok:girl)),,
792,(hyp:tok:pets OR hyp:tok:swimming),((((hyp:tok:lunch OR hyp:tok:outer) OR hyp:tok:desk) OR hyp:tok:body) OR hyp:tok:stay),,
793,((hyp:tok:friends OR hyp:tok:running) OR hyp:tok:chasing),(((hyp:tok:into AND pre:tok:goggles) OR pre:tok:skiing) AND (NOT pre:tok:pants)),,
794,(hyp:tok:bedroom AND pre:tok:woman),((hyp:tok:brushes OR hyp:tok:swims) OR hyp:tok:bottles),,
795,((pre:tok:design OR pre:tok:placing) OR pre:tok:folding),(((NOT pre:tok:wearing) AND (hyp:tok:wearing OR pre:tok:makeup)) AND (NOT pre:tok:on)),,
796,(hyp:tok:trunks OR pre:tok:bat),((hyp:tok:nobody OR oth:overlap:overlap75) OR hyp:tok:not),,
797,(((hyp:tok:is OR hyp:tok:people) OR hyp:tok:woman) AND (NOT pre:tok:street)),(((hyp:tok:rollerskating OR hyp:tok:surfing) AND pre:tok:with) OR hyp:tok:teen),,
798,((hyp:tok:cows AND pre:tok:people) OR pre:tok:numbers),(hyp:tok:lunch OR hyp:tok:outer),,
799,((NOT pre:tok:and) AND hyp:tok:microphone),(((NOT pre:tok:while) AND (hyp:tok:cliff OR hyp:tok:eating)) AND (NOT pre:tok:is)),,
800,((hyp:tok:to OR pre:tok:street) OR hyp:tok:old),(((NOT oth:overlap:overlap25) AND (hyp:tok:wearing AND pre:tok:two)) OR pre:tok:n't),,
801,(NOT hyp:tok:home),((hyp:tok:outside AND pre:tok:duck) OR pre:tok:trampoline),,
802,((hyp:tok:chases AND pre:tok:through) OR pre:tok:studio),((NOT pre:tok:in) AND (hyp:tok:football AND pre:tok:play)),,
803,((((hyp:tok:asleep OR hyp:tok:customer) OR pre:tok:similar) AND (NOT oth:overlap:overlap25)) OR hyp:tok:referee),(pre:tok:life AND pre:tok:three),,
804,((hyp:tok:down OR pre:tok:stage) OR hyp:tok:pool),((((hyp:tok:favorite OR pre:tok:tray) OR hyp:tok:funny) OR hyp:tok:interested) OR pre:tok:army),,
805,((((pre:tok:hot AND pre:tok:little) OR hyp:tok:skirts) OR hyp:tok:protection) OR hyp:tok:pocket),((hyp:tok:nobody OR hyp:tok:sleeping) OR hyp:tok:empty),,
806,(hyp:tok:man AND pre:tok:guitars),((((hyp:tok:this AND pre:tok:pool) OR hyp:tok:podium) OR hyp:tok:watched) AND (NOT hyp:tok:is)),,
807,((((hyp:tok:softball OR pre:tok:upset) AND hyp:tok:man) OR hyp:tok:onlookers) AND pre:tok:in),((((hyp:tok:brushes OR hyp:tok:swims) OR hyp:tok:bottles) OR hyp:tok:tutu) OR hyp:tok:diver),,
808,(hyp:tok:professional OR pre:tok:ceremony),((((NOT pre:tok:dog) AND hyp:tok:dog) AND pre:tok:man) OR hyp:tok:attempt),,
809,((hyp:tok:appears OR hyp:tok:sad) OR hyp:tok:blouse),((((NOT pre:tok:in) AND (hyp:tok:dancing OR hyp:tok:field)) OR pre:tok:prepare) OR pre:tok:pan),,
810,(((((NOT oth:overlap:overlap25) AND pre:tok:on) OR hyp:tok:for) OR pre:tok:sitting) AND (NOT hyp:tok:sitting)),(NOT hyp:tok:up),,
811,(hyp:tok:cricket AND pre:tok:women),(hyp:tok:at AND pre:tok:stringed),,
812,(((hyp:tok:wearing AND pre:tok:to) OR pre:tok:church) OR pre:tok:skate),((NOT oth:overlap:overlap25) AND (hyp:tok:low OR pre:tok:form)),,
813,(((hyp:tok:naked AND pre:tok:people) OR hyp:tok:hooded) OR hyp:tok:rowboat),(pre:tok:in OR pre:tok:wearing),,
814,(((hyp:tok:smiling AND pre:tok:smile) OR pre:tok:lunch) AND (NOT pre:tok:in)),((hyp:tok:nobody OR pre:tok:rock) AND pre:tok:in),,
815,(hyp:tok:are AND hyp:tok:golden),(((hyp:tok:outside AND pre:tok:duck) OR pre:tok:trampoline) AND hyp:tok:outside),,
816,(hyp:tok:bent OR hyp:tok:shade),(NOT pre:tok:red),,
817,((NOT pre:tok:and) AND (hyp:tok:pets OR hyp:tok:swimming)),((((NOT hyp:tok:to) AND (oth:overlap:overlap50 OR pre:tok:shirt)) AND oth:overlap:overlap25) OR hyp:tok:stage),,
818,((hyp:tok:outside AND pre:tok:golfer) OR pre:tok:turns),(((hyp:tok:sitting AND pre:tok:sitting) OR pre:tok:trail) AND (NOT hyp:tok:on)),,
819,(hyp:tok:horses AND hyp:tok:riding),((((NOT oth:overlap:overlap25) AND (hyp:tok:barefoot OR pre:tok:dump)) OR pre:tok:moon) AND pre:tok:on),,
820,(((NOT pre:tok:his) AND oth:overlap:overlap75) AND (NOT hyp:tok:are)),((((hyp:tok:is OR pre:tok:in) OR pre:tok:on) AND (NOT oth:overlap:overlap50)) AND (NOT hyp:tok:outside)),,
821,(((pre:tok:design OR pre:tok:placing) OR pre:tok:folding) OR pre:tok:telling),(pre:tok:cement AND pre:tok:his),,
822,((NOT oth:overlap:overlap25) AND hyp:tok:is),(((hyp:tok:nobody AND oth:overlap:overlap25) OR hyp:tok:where) AND pre:tok:is),,
823,((hyp:tok:cat OR hyp:tok:sleeping) OR hyp:tok:sleep),(((NOT pre:tok:car) AND (hyp:tok:car OR hyp:tok:sleeping)) OR hyp:tok:tv),,
824,((((hyp:tok:arms AND pre:tok:black) OR hyp:tok:hooded) OR hyp:tok:wetsuit) OR hyp:tok:steering),((((NOT pre:tok:and) AND hyp:tok:guitar) AND pre:tok:in) AND oth:overlap:overlap25),,
825,((hyp:tok:there AND pre:tok:to) OR pre:tok:crane),((((hyp:tok:couch AND oth:overlap:overlap75) OR hyp:tok:guitars) OR pre:tok:television) OR hyp:tok:stool),,
826,((((NOT oth:overlap:overlap25) AND hyp:tok:is) OR hyp:tok:home) OR hyp:tok:they),(hyp:tok:diving OR pre:tok:between),,
827,((((hyp:tok:jumping AND pre:tok:into) OR hyp:tok:packages) OR pre:tok:pumpkin) OR hyp:tok:tunnel),(((((NOT oth:overlap:overlap25) AND hyp:tok:nobody) AND (NOT pre:tok:while)) AND (NOT pre:tok:woman)) AND (NOT pre:tok:dressed)),,
828,((((hyp:tok:park AND pre:tok:building) OR hyp:tok:photographing) AND (NOT hyp:tok:is)) AND (NOT pre:tok:near)),(hyp:tok:playing AND pre:tok:listens),,
829,((((hyp:tok:is OR pre:tok:girl) OR hyp:tok:for) OR hyp:tok:his) OR pre:tok:lady),((((hyp:tok:standing AND pre:tok:ground) OR hyp:tok:everyone) OR hyp:tok:though) OR hyp:tok:jersey),,
830,(((hyp:tok:preparing AND pre:tok:from) OR pre:tok:upset) OR hyp:tok:passed),((hyp:tok:barbecue AND pre:tok:man) OR pre:tok:wild),,
831,(NOT hyp:tok:there),(((((NOT pre:tok:black) AND hyp:tok:black) AND (NOT pre:tok:blue)) AND (NOT pre:tok:on)) AND (NOT pre:tok:girl)),,
832,((((hyp:tok:couch OR hyp:tok:home) OR hyp:tok:ocean) OR hyp:tok:had) OR hyp:tok:sandwich),((NOT oth:overlap:overlap75) AND hyp:tok:wearing),,
833,(hyp:tok:friends OR hyp:tok:shopping),(((hyp:tok:glass AND pre:tok:blond) OR pre:tok:enthusiasts) AND (NOT hyp:tok:and)),,
834,(((NOT oth:overlap:overlap50) AND hyp:tok:outdoors) AND (NOT pre:tok:man)),((pre:tok:its OR pre:tok:riding) OR hyp:tok:shooting),,
835,(((hyp:tok:groom OR hyp:tok:toothbrush) OR hyp:tok:chat) OR hyp:tok:buildings),((hyp:tok:nobody OR hyp:tok:swimming) OR hyp:tok:asleep),,
836,((((hyp:tok:for OR hyp:tok:to) OR hyp:tok:dog) OR hyp:tok:looks) AND (NOT pre:tok:to)),((hyp:tok:couch AND oth:overlap:overlap75) OR hyp:tok:guitars),,
837,(((hyp:tok:group AND pre:tok:motorcyclists) OR hyp:tok:sofa) AND pre:tok:background),(hyp:tok:at OR hyp:tok:to),,
838,(hyp:tok:man AND pre:tok:china),((NOT hyp:tok:to) AND (oth:overlap:overlap25 OR pre:tok:and)),,
839,((hyp:tok:bed OR hyp:tok:ocean) OR hyp:tok:bedroom),((hyp:tok:alone OR hyp:tok:swimming) OR hyp:tok:eating),,
840,(hyp:tok:at OR hyp:tok:in),(hyp:tok:women AND pre:tok:men),,
841,(hyp:tok:exercising AND pre:tok:her),((hyp:tok:rink AND pre:tok:to) OR hyp:tok:instructor),,
842,(hyp:tok:wooden AND pre:tok:handling),(hyp:tok:dancing AND hyp:tok:indian),,
843,((((hyp:tok:about OR hyp:tok:for) OR hyp:tok:son) OR hyp:tok:sad) OR hyp:tok:festival),(hyp:tok:watching AND pre:tok:performers),,
844,(((NOT hyp:tok:with) AND (hyp:tok:favorite OR hyp:tok:tall)) AND (NOT pre:tok:standing)),(((pre:tok:life AND pre:tok:three) OR hyp:tok:clock) OR hyp:tok:you),,
845,((pre:tok:blue OR pre:tok:up) OR pre:tok:their),((NOT pre:tok:is) AND (hyp:tok:bar AND hyp:tok:woman)),,
846,(NOT hyp:tok:riding),((((NOT pre:tok:sitting) AND (hyp:tok:sits OR hyp:tok:sitting)) AND (NOT pre:tok:man)) AND (NOT hyp:tok:group)),,
847,((hyp:tok:rope OR pre:tok:uniformed) AND hyp:tok:are),(hyp:tok:sleeping OR hyp:tok:swimming),,
848,((hyp:tok:writing OR pre:tok:lunch) OR pre:tok:nap),(NOT hyp:tok:with),,
849,((hyp:tok:throw AND pre:tok:man) OR hyp:tok:desk),(hyp:tok:cat OR pre:tok:see),,
850,(((hyp:tok:among OR pre:tok:puts) AND pre:tok:at) OR pre:tok:television),(((NOT pre:tok:man) AND (hyp:tok:down AND hyp:tok:sitting)) AND (NOT pre:tok:with)),,
851,(hyp:tok:in AND hyp:tok:riding),((NOT oth:overlap:overlap75) AND hyp:tok:swimming),,
852,(((hyp:tok:running AND pre:tok:woman) OR pre:tok:flowered) OR hyp:tok:i),(((hyp:tok:kisses OR pre:tok:soda) AND hyp:tok:with) OR pre:tok:diaper),,
853,(hyp:tok:in OR pre:tok:next),((((hyp:tok:sits OR hyp:tok:sleeping) OR hyp:tok:nap) AND (NOT pre:tok:man)) OR hyp:tok:couch),,
854,(hyp:tok:there AND pre:tok:nutcracker),(hyp:tok:chases AND pre:tok:is),,
855,((((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars) OR hyp:tok:lamp) OR hyp:tok:plastic),(hyp:tok:dancing OR hyp:tok:field),,
856,(((NOT hyp:tok:sitting) AND (hyp:tok:down OR pre:tok:sitting)) OR pre:tok:four),((hyp:tok:brown OR hyp:tok:face) AND oth:overlap:overlap75),,
857,((pre:tok:night AND pre:tok:walking) OR hyp:tok:guitars),(hyp:tok:brown OR hyp:tok:face),,
858,((hyp:tok:men AND pre:tok:smile) OR hyp:tok:steering),(hyp:tok:human OR hyp:tok:man),,
859,((((hyp:tok:in OR hyp:tok:on) OR hyp:tok:at) OR pre:tok:holding) AND (NOT pre:tok:looking)),((hyp:tok:running OR hyp:tok:television) OR hyp:tok:sleeps),,
860,(hyp:tok:smiling AND hyp:tok:woman),((hyp:tok:human OR hyp:tok:vehicles) OR pre:tok:stars),,
861,(hyp:tok:getting AND pre:tok:gathering),((NOT pre:tok:at) AND (hyp:tok:sitting OR hyp:tok:sleeping)),,
862,((((hyp:tok:guys OR pre:tok:instruments) OR pre:tok:checks) OR hyp:tok:angry) AND (NOT oth:overlap:overlap50)),((hyp:tok:hallway AND pre:tok:woman) OR pre:tok:hairnet),,
863,((hyp:tok:professional OR pre:tok:ceremony) AND pre:tok:on),((((NOT oth:overlap:overlap25) AND (hyp:tok:low OR pre:tok:form)) OR hyp:tok:brushes) AND (NOT hyp:tok:is)),,
864,(oth:overlap:overlap75 OR pre:tok:items),(hyp:tok:human AND pre:tok:dish),,
865,((hyp:tok:asleep OR hyp:tok:customer) OR pre:tok:similar),(hyp:tok:at AND pre:tok:act),,
866,((((NOT pre:tok:to) AND (hyp:tok:asleep OR hyp:tok:nobody)) OR pre:tok:gesturing) AND (NOT pre:tok:holding)),(((NOT hyp:tok:wearing) AND (hyp:tok:to OR oth:overlap:overlap25)) OR hyp:tok:for),,
867,((hyp:tok:herself AND pre:tok:woman) OR hyp:tok:cameras),((((NOT pre:tok:is) AND (hyp:tok:outdoors AND pre:tok:in)) AND (NOT oth:overlap:overlap50)) AND (NOT pre:tok:with)),,
868,(oth:overlap:overlap50 OR pre:tok:race),(NOT pre:tok:young),,
869,(hyp:tok:instruments OR hyp:tok:observe),(hyp:tok:desert OR hyp:tok:grassy),,
870,(((hyp:tok:sleeping OR hyp:tok:swimming) OR hyp:tok:cat) OR hyp:tok:bed),(hyp:tok:kisses OR pre:tok:soda),,
871,(hyp:tok:swimming AND pre:tok:two),((NOT pre:tok:while) AND (hyp:tok:cliff OR hyp:tok:eating)),,
872,(((((NOT oth:overlap:overlap25) AND hyp:tok:couch) AND pre:tok:man) OR hyp:tok:pocket) AND (NOT pre:tok:into)),(((NOT oth:overlap:overlap50) AND (oth:overlap:overlap25 OR pre:tok:in)) OR hyp:tok:is),,
873,((((hyp:tok:maintenance OR hyp:tok:tan) OR hyp:tok:boards) OR hyp:tok:lead) OR hyp:tok:spinning),(hyp:tok:painting OR hyp:tok:smiling),,
874,(((hyp:tok:daughter OR pre:tok:straight) OR hyp:tok:fisherman) OR pre:tok:unicycle),((NOT oth:overlap:overlap50) AND (hyp:tok:is OR pre:tok:in)),,
875,(((hyp:tok:swimming AND pre:tok:two) OR hyp:tok:maintenance) OR pre:tok:unicycle),((((hyp:tok:nobody OR pre:tok:enjoys) OR pre:tok:leaping) OR hyp:tok:everyone) AND (NOT pre:tok:woman)),,
876,((hyp:tok:black AND hyp:tok:in) OR hyp:tok:costumes),((((hyp:tok:desert OR hyp:tok:grassy) OR hyp:tok:beige) OR hyp:tok:arena) OR hyp:tok:bath),,
877,((NOT pre:tok:running) AND hyp:tok:running),(((hyp:tok:asleep OR hyp:tok:sleeping) OR hyp:tok:park) AND (NOT pre:tok:park)),,
878,(((hyp:tok:home AND pre:tok:from) AND hyp:tok:is) OR hyp:tok:handing),(hyp:tok:dog AND hyp:tok:toy),,
879,(((((NOT pre:tok:people) AND hyp:tok:nobody) AND (NOT pre:tok:front)) AND (NOT pre:tok:is)) OR hyp:tok:written),((NOT pre:tok:dog) AND hyp:tok:dog),,
880,((hyp:tok:home AND pre:tok:at) OR pre:tok:pipe),((hyp:tok:dinner AND pre:tok:at) AND pre:tok:and),,
881,((hyp:tok:pots OR pre:tok:camping) OR pre:tok:meet),((((hyp:tok:bar OR hyp:tok:volleyball) AND oth:overlap:overlap50) OR pre:tok:tea) OR pre:tok:kite),,
882,(NOT pre:tok:some),((oth:overlap:overlap25 OR pre:tok:while) OR hyp:tok:is),,
883,(hyp:tok:couch OR hyp:tok:home),(hyp:tok:green OR hyp:tok:wearing),,
884,((hyp:tok:pushing OR pre:tok:raises) OR pre:tok:thinking),((((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:runs)) OR pre:tok:crafts) OR hyp:tok:piano),,
885,((((NOT pre:tok:in) AND (hyp:tok:and OR hyp:tok:skateboarder)) AND (NOT pre:tok:man)) OR hyp:tok:booth),(((NOT pre:tok:running) AND (hyp:tok:running OR hyp:tok:runs)) OR pre:tok:crafts),,
886,(((hyp:tok:human OR hyp:tok:humans) OR pre:tok:farmer) OR pre:tok:crafts),(hyp:tok:eating OR hyp:tok:office),,
887,((oth:overlap:overlap50 OR pre:tok:play) OR hyp:tok:person),(hyp:tok:butterfly OR pre:tok:farmers),,
888,(pre:tok:living OR pre:tok:shaving),((NOT oth:overlap:overlap50) AND (hyp:tok:in OR pre:tok:woman)),,
889,(((pre:tok:man OR pre:tok:with) OR hyp:tok:child) OR pre:tok:are),(((hyp:tok:tall AND oth:overlap:overlap25) OR pre:tok:quickly) AND (NOT hyp:tok:is)),,
890,(((hyp:tok:handed OR pre:tok:singer) OR hyp:tok:museum) OR hyp:tok:subway),((((hyp:tok:sitting AND pre:tok:walks) OR hyp:tok:audience) AND hyp:tok:sitting) OR hyp:tok:outer),,
891,((((NOT pre:tok:his) AND oth:overlap:overlap75) AND (NOT hyp:tok:are)) OR hyp:tok:girlfriend),((hyp:tok:eating OR hyp:tok:sitting) OR hyp:tok:asleep),,
892,(((hyp:tok:at OR hyp:tok:in) OR hyp:tok:to) AND (NOT oth:overlap:overlap50)),(hyp:tok:field AND pre:tok:woman),,
893,(hyp:tok:arms AND pre:tok:black),(hyp:tok:to AND pre:tok:makeup),,
894,(hyp:tok:outside AND pre:tok:golfer),(hyp:tok:model AND pre:tok:near),,
895,(hyp:tok:tables AND pre:tok:is),(((((NOT pre:tok:woman) AND hyp:tok:woman) AND pre:tok:man) AND (NOT hyp:tok:man)) AND (NOT pre:tok:to)),,
896,((((hyp:tok:fire AND pre:tok:women) OR hyp:tok:sunlight) OR hyp:tok:gather) OR hyp:tok:well),((((pre:tok:cherry OR pre:tok:fence) OR pre:tok:ft) OR hyp:tok:airport) OR pre:tok:elephant),,
897,(hyp:tok:running OR pre:tok:table),(hyp:tok:for OR hyp:tok:her),,
898,((((pre:tok:skateboarder OR pre:tok:snowman) OR hyp:tok:face) OR hyp:tok:slam) OR hyp:tok:roller),((((pre:tok:creating OR pre:tok:moon) OR hyp:tok:poor) OR hyp:tok:guitars) OR pre:tok:too),,
